thesis,subject
"

Progressive zoom navigation support for personalized e-learning",Mathematics Subject Classification: 68—Computer science
"

Spaces Admitting Gravitational Fields",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Altruistic equilibria for congestion games",Mathematics Subject Classification: 68—Computer science
"

A Multiple-Port Distributed Frame Buffer on Multicomputers",Mathematics Subject Classification: 68—Computer science
"

Business Reengineering und strategische Informationssystemplanung - ein Konzept für die Gestaltung einer Informationsstrategie in Zeiten radikaler Unternehmenstransformation",Mathematics Subject Classification: 68—Computer science
"

Using Data Mining Techniques to Improve Software Reliability",Mathematics Subject Classification: 68—Computer science
"

Latent space models for networks using aggregated relational data",Mathematics Subject Classification: 62—Statistics
"

Understanding Storage System Problems And Diagnosing Them Through Log Analysis",Mathematics Subject Classification: 68—Computer science
"

Automorphism Groups of Matroids and Clutters",Mathematics Subject Classification: 05—Combinatorics
"

Using Structural Information in Machine Learning Applications",Mathematics Subject Classification: 68—Computer science
"

Operating System Support for Modern Memory Hierarchies",Mathematics Subject Classification: 68—Computer science
"

Similarity Search for Large-Scale Image Datasets",Mathematics Subject Classification: 68—Computer science
"

Predicting Protein Molecular Function",Mathematics Subject Classification: 68—Computer science
"

Separating Features from Noise with Persistence and Statistics",Mathematics Subject Classification: 68—Computer science
"

Externes Anwendungsmanagement - Organisation des Lebenszyklus komponentenbasierter, mobiler Anwendungen",Mathematics Subject Classification: 68—Computer science
"

Konstruktion betriebswirtschaftlicher Standard-Anwendungssysteme aus Anwendungselementen",Mathematics Subject Classification: 68—Computer science
"

Time-inconsistency, Model Uncertainty, and Rough Volatility in Portfolio Selection","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Applications of Additive Subordination in Derivatives Pricing",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Dynamic Programming Speedups and Camera Probe Problem",Mathematics Subject Classification: 68—Computer science
"

Transonic Controversy and Regular Perturbation Methods for Subcritical Flows",Mathematics Subject Classification: 76—Fluid mechanics
"

Pricing Models of Equity-linked Insurance Products and LIBOR Exotic Derivatives","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Die Entwicklung einer Grundrechnung der Kosten und Leistungen als Basis für Sonderrechnungen des Informationsverarbeitungs-Controlling","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Exact Analysis of Some Combinatorial Algorithms",Mathematics Subject Classification: 68—Computer science
"

Sprachlogische Aspekte rekonstruierten Denkens, Redens und Handelns : Aufbau einer Wissenschaftstheorie der Wirtschaftsinformatik",Mathematics Subject Classification: 68—Computer science
"

Usability-Engineering in der Anwendungsentwicklung : systematische Integration zur Unterstützung einer nutzerorientierten Entwicklungsarbeit",Mathematics Subject Classification: 68—Computer science
"

Problems in Extremal and Probabilistic Combinatorics",Mathematics Subject Classification: 05—Combinatorics
"

Theoretical and Experimental Aspects of Ray Shooting",Mathematics Subject Classification: 68—Computer science
"

Improving failure diagnosis via better design and analysis of log messages",Mathematics Subject Classification: 68—Computer science
"

Resilient Structures and Robust Machine Learning Algorithms",Mathematics Subject Classification: 68—Computer science
"

Optimization of Data Accesses for Database Applications",Mathematics Subject Classification: 68—Computer science
"

Understanding, Detecting and Exposing Concurrency Bugs",Mathematics Subject Classification: 68—Computer science
"

System Support for Improving Software Dependability during Production Runs",Mathematics Subject Classification: 68—Computer science
"

Identification of Putative Functional Elements in Regulation of Gene Expression",Mathematics Subject Classification: 68—Computer science
"

Method of Scalarization of Bacopoulos And Singer In Vector Programming",Mathematics Subject Classification: 65—Numerical analysis
"

Risk-sensitive stopping problems for Continuous-Time Markov chains","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

A Computational Theoretic Framework for Shape Representation and Analysis Using the Minkowski Addition and Decomposition Operators",Mathematics Subject Classification: 68—Computer science
"

Theoretische und praktische Untersuchung über die Wirksamkeit von Stoßdämpfern am Fahrzeug",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

System integration in the design process of the manufacturing industry based on OMG and ISO standards",Mathematics Subject Classification: 68—Computer science
"

Modellbasiertes Prototyping: Entwicklung betrieblicher Anwendungssysteme auf der Basis von Metamodellen",Mathematics Subject Classification: 68—Computer science
"

Capturing and Modeling of Deformable Objects",Mathematics Subject Classification: 68—Computer science
"

Portability of Parallel and Distributed Applications",Mathematics Subject Classification: 68—Computer science
"

On generalized cluster sets",Mathematics Subject Classification: 26—Real functions
"

A rabies model with distributed latent period and territorial and diffusing rabid foxes",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Extremal and antipodal points of functions",Mathematics Subject Classification: 46—Functional analysis
"

On the set of I-asymmetry point for functions having the Baire property",Mathematics Subject Classification: 26—Real functions
"

$\Psi$-density topologies on the real line",Mathematics Subject Classification: 26—Real functions
"

Decision Rule Approximations for Dynamic Optimization under uncertainty",Mathematics Subject Classification: 68—Computer science
"

Switching Stepsize Strategies for Nonlinear Programming","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Algorithms in Stochastic Optimization",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Alternative Array Storage Layouts for Regular Scientific Programs",Mathematics Subject Classification: 68—Computer science
"

Spectral and Homogenization Problems",Mathematics Subject Classification: 35—Partial differential equations
"

Laminations in Linearized Elasticity and a Lusin Type Theorem for Sobolev Spaces",Mathematics Subject Classification: 35—Partial differential equations
"

Efficient Checkpointing on MIMD Architectures",Mathematics Subject Classification: 68—Computer science
"

Variational Methods for Elastic Crystals",Mathematics Subject Classification: 28—Measure and integration
"

Contributions to the Theory of Hemivariational Inequalities with Applications to Mechanics",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Improving the Energy Efficiency of Microprocessor Cores Through Accurate Resource Utilisation Prediction",Mathematics Subject Classification: 68—Computer science
"

A metadata-enhanced framework for high performance visual effects",Mathematics Subject Classification: 68—Computer science
"

Existence and Regularity of Minimizers for Nonlocal Functionals",Mathematics Subject Classification: 35—Partial differential equations
"

Behavior of Solutions to Nonlocal Hyperbolic Equations and Doubly Nonlocal Cahn-Hillard Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Properties and Convergence of State-Based Laplacians",Mathematics Subject Classification: 35—Partial differential equations
"

An Approach to the resolution of Inverse Problems based on Optimal Design with Application to the Detection of Defects in Structural Elements",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Local and Nonlocal Models in Thin-Plate and Bridge Dynamics",Mathematics Subject Classification: 35—Partial differential equations
"

Contribution aux problèmes du calcul des variations et application à l'élasticité non linéaire",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Some Asymptotic Results For Phase Transition Models",Mathematics Subject Classification: 35—Partial differential equations
"

The Use of Replayable Traces in the Design and Evaluation of Operating Systems",Mathematics Subject Classification: 68—Computer science
"

Contribution à la restauration d'images et à l'analyse de séquences :Approches Variationnelles et Solutions de Viscosité",Mathematics Subject Classification: 68—Computer science
"

Profile-directed specialisation of custom floating-point hardware",Mathematics Subject Classification: 68—Computer science
"

Applications of copulas in optimisation",Mathematics Subject Classification: 68—Computer science
"

On A-Quasiconvex Functions and Weak Lower Semicontinuity",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Regularity for Solutions to Parabolic Systems and Nonlocal Minimization Problems",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

A Benney-Luke Model of Higher Order",Mathematics Subject Classification: 35—Partial differential equations
"

Variational Techniques for Water Waves and Singular Perturbations",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Variational Methods for Phase Transitions",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

On Morrey Spaces in the Calculus of Variations",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Various extensions in the theory of dynamic materials with a specific focus on the checkerboard geometry",Mathematics Subject Classification: 65—Numerical analysis
"

",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

Shared-Memory Multiprocessors with Stable Performance",Mathematics Subject Classification: 68—Computer science
"

Existence results and applications for some non-linear optimal control
problems",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Two approaches to solve a nonconvex vectorial variational problem: Revised
translation method and young measures",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Weakly singular waves and blow-up for a regularization of the shallow-water system",Mathematics Subject Classification: 35—Partial differential equations
"

Existence and Stability of Vortex Solutions of Certain Nonlinear Schrodinger Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Properties of Minimizers of Nonlocal Interaction Energy",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Three, Four-Wave HLLC Riemann solver for single and multiphase flow, and the classical and semi-relativistic CGL-MHD",Mathematics Subject Classification: 65—Numerical analysis
"

The Effect of Bisexual Males on the Spread of Incurable Sexually Transmitted Diseases",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Global Well-Posedness for a Nonlinear Wave Equation with $p$-Laplacian Damping",Mathematics Subject Classification: 35—Partial differential equations
"

Optimization of Composite Structures",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Problems of Summability in Banach Lattices",Mathematics Subject Classification: 46—Functional analysis
"

Scalable Stochastic Optimization: Scenario Reduction with Guarantees","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Kirchhoff Graphs",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Improving the reliability and invulnerability of communication networks.",Mathematics Subject Classification: 68—Computer science
"

Wasserstein Distributionally Robust Learning","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Worst-case Resource-usage Analysis of Java Card Classic Editions Application Bytecode","Mathematics Subject Classification: 94—Information and communication, circuits"
"

On the Structure of Reliability Polynomials",Mathematics Subject Classification: 05—Combinatorics
"

Lazy Instrumentalism and Finitist Geometry",Mathematics Subject Classification: 68—Computer science
"

Value-passing Process Calculi as a Formal Method","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Dimensionality Reduction in Dynamic Optimization under Uncertainty","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Optimistic and Pessimistic Ambiguous Chance Constraints with Applications",Mathematics Subject Classification: 68—Computer science
"

Security Analysis of Mobile Wireless Networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Abstract Interpretation in Continuation Passing Style","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Medium-Term Planning in Deregulated Energy Markets with Decision Rules",Mathematics Subject Classification: 68—Computer science
"

Algorithms for Finding Fixed Points in Abstract Interpretation","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Abstract Interpretation in Logical Form","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Distributional Robustness in Mechanism Design","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Static Analysis of Store Use in Functional Programs","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Tracking in Information Space","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Algorithmic-probability driven evolution and open-ended evolution",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Order Computations in Generic Groups",Mathematics Subject Classification: 68—Computer science
"

Decoding of Multipoint Algebraic Geometry Codes Via Lists",Mathematics Subject Classification: 14—Algebraic geometry
"

Robust Portfolio Optimisation using Risk Measures and Applications",Mathematics Subject Classification: 68—Computer science
"

Decision Making under Uncertainty: Robust and Data-Driven Approaches","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Abschaetzungen der Parameter von Spurcodes mit Hilfe algebraischer Funktionenkoerper",Mathematics Subject Classification: 14—Algebraic geometry
"

Topology of the moduli space of invariant solutions of Seiberg-Witten equations",Mathematics Subject Classification: 55—Algebraic topology
"

The Decision Rule Approach to Optimisation under Uncertainty: Theory and
Applications",Mathematics Subject Classification: 68—Computer science
"

Polynomial Approximations for Infinite-Dimensional Optimization Problems",Mathematics Subject Classification: 68—Computer science
"

Generalized Bounds for Convex Multistage Stochastic Programs","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Dezentrale Planung in hierarchisch strukturierten Unternehmen",Mathematics Subject Classification: 68—Computer science
"

Neural Networks and Search Landscapes for Software Testing",Mathematics Subject Classification: 68—Computer science
"

Source to Source Compilation of Loop Programs for Manycore Processors",Mathematics Subject Classification: 68—Computer science
"

Secure Information Flow in Object Oriented Languages","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Games, Call-by-value and Featherweight Java","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Three Essays on Educational Success","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Parallel Graph Reduction for Shared-Memory Architectures",Mathematics Subject Classification: 68—Computer science
"

Interprocedural Optimisation of Regular Parallel Computations at Runtime",Mathematics Subject Classification: 68—Computer science
"

Supplemented Modules",Mathematics Subject Classification: 16—Associative rings and algebras
"

Collaboration and Embodiment in Networked Music Interfaces for Live Performance",Mathematics Subject Classification: 68—Computer science
"

On Implicit Program Constructs",Mathematics Subject Classification: 68—Computer science
"

Applications of algebraic geometric codes to polar coding","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Control of Object Sharing in Programming Languages",Mathematics Subject Classification: 68—Computer science
"

Calculi for Time Analysis of Functional Programs",Mathematics Subject Classification: 68—Computer science
"

Program Analysis Using Game Semantics",Mathematics Subject Classification: 68—Computer science
"

Implementing Graph Rewriting By Graph Rewriting",Mathematics Subject Classification: 68—Computer science
"

Abstract Interpretation of Functional Languages: From Theory to Practice.",Mathematics Subject Classification: 68—Computer science
"

A Semantics-Based Proof System for Gamma",Mathematics Subject Classification: 68—Computer science
"

Twisted Systems",Mathematics Subject Classification: 68—Computer science
"

Une approche expérimentale à la théorie algorithmique de la complexité",Mathematics Subject Classification: 68—Computer science
"

Verbesserungsstrategien für den Workflow-Designprozess",Mathematics Subject Classification: 68—Computer science
"

L'utilisation de la logique trivaluée dans les systèmes experts",Mathematics Subject Classification: 68—Computer science
"

Information Flow Measures via Probabilistic Semantics",Mathematics Subject Classification: 68—Computer science
"

Compresssion Algorithms and Applications to Genetic Sequence Analysis",Mathematics Subject Classification: 68—Computer science
"

Hall-Littlewood Functions and Representations of Some Weyl Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Term Graph Rewriting and Event Structures",Mathematics Subject Classification: 68—Computer science
"

Representation Theory of Weyl Groups of Type B",Mathematics Subject Classification: 20—Group theory and generalizations
"

On the hyperfine structure of deuterium",Mathematics Subject Classification: 81—Quantum Theory
"

A data flow model for parallel processing",Mathematics Subject Classification: 68—Computer science
"

Abstract interpretation and the parallel evaluation of functional languages",Mathematics Subject Classification: 68—Computer science
"

Generalizations in the Theory of Rickart Modules",Mathematics Subject Classification: 16—Associative rings and algebras
"

Supplemented Module",Mathematics Subject Classification: 16—Associative rings and algebras
"

Towards Abstractions for Distributed Systems",Mathematics Subject Classification: 68—Computer science
"

Functional Programming For Loosely-coupled Multiprocessors.",Mathematics Subject Classification: 68—Computer science
"

On some Non-Desarguesian real projective planes and algebraic structures",Mathematics Subject Classification: 51—Geometry
"

Gateaux Differentiability, Asplund Spaces",Mathematics Subject Classification: 46—Functional analysis
"

Fixed Point Theory and Applications",Mathematics Subject Classification: 46—Functional analysis
"

On the Non-Desarguesian plane geometries",Mathematics Subject Classification: 51—Geometry
"

Bézout Numbers",Mathematics Subject Classification: 11—Number theory
"

A New Descent Algebra of Weyl Groups of Type A_n(A_n tipindeki Weyl grupları için yeni bir indirgenmiş cebir ve bu cebirin özellikleri)",Mathematics Subject Classification: 20—Group theory and generalizations
"

The Descent Algebras of Coxeter Groups of Type B_n(B_n tipi Coxeter gruplarının indirgenmiş cebirleri)",Mathematics Subject Classification: 20—Group theory and generalizations
"

On Techniques for Modelling Coastal and Ocean Flow with Unstructured Meshes",Mathematics Subject Classification: 65—Numerical analysis
"

On the Construction of Computational Methods for Shallow Water Flow Problems",Mathematics Subject Classification: 65—Numerical analysis
"

Knowledge Representation and Related Problems",Mathematics Subject Classification: 68—Computer science
"

Model Reduction for Shallow-Water Dynamics: Balance, Adiabatic Invariance and Subgrid Modelling",Mathematics Subject Classification: 65—Numerical analysis
"

Triangular and Tetrahedral spectral/hp finite element methods for fluid dynamics",Mathematics Subject Classification: 00—General
"

Beitrag zur Theorie der Algebrodifferentialgleichungen",Mathematics Subject Classification: 65—Numerical analysis
"

Geometric Integrators for Continuum Dynamics",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Algorithms and Resource Requirements for Fundamental Problems",Mathematics Subject Classification: 68—Computer science
"

Real Projective Representations of Weyl Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Decomposition Matrices of Weyl Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

CVD and Applications of TMDC materials",Mathematics Subject Classification: 00—General
"

Clifford Algebras and Representations of Gereralized Symmetric Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

The Nazarov Symmetrizer for Spin Representations of the Symmetric Group",Mathematics Subject Classification: 20—Group theory and generalizations
"

The Orthogonal Representations of Symmetric Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Representations of Complex Reflection Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Fischer Matrices for Generalized Symmetric Groups - A Combinatorial Approach",Mathematics Subject Classification: 20—Group theory and generalizations
"

Projective Characters and Block Structure of Certain Weyl Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Finite element solutions to inverse electrocardiography (ECG)",Mathematics Subject Classification: 68—Computer science
"

Quality-of-Service-Aware Configuration of Distributed Publish-Subscribe Systems",Mathematics Subject Classification: 68—Computer science
"

Defence mechanisms against vulnerabilities in network protocols and risk assessment of data packets",Mathematics Subject Classification: 68—Computer science
"

Scalable Formal Dynamic Verification of MPI Programs through Distributed Causality Tracking",Mathematics Subject Classification: 68—Computer science
"

The Representations of Weyl Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Graphs, New Models, and Complexity",Mathematics Subject Classification: 68—Computer science
"

Invariant higher-order variational problems: Reduction, geometry and applications",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Efficient Dynamic Verification Algorithms for MPI Applications",Mathematics Subject Classification: 68—Computer science
"

Geometry of Diffeomorphism Groups and Shape Matching","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

Accurate and Interactive Visualization of High-Order Finite-Element Fields",Mathematics Subject Classification: 68—Computer science
"

Symmetry breaking in fluid dynamics: lie group reducible motions for real fluids",Mathematics Subject Classification: 76—Fluid mechanics
"

Multiple scattering theory of particle penetration through and reflection from finite slabs","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

The Spin Representation of the Symmetric Group",Mathematics Subject Classification: 20—Group theory and generalizations
"

An Integrated Framework for High-level Synthesis of Self-timed Circuits",Mathematics Subject Classification: 68—Computer science
"

Visualization and feature detection of high-order simulation data",Mathematics Subject Classification: 65—Numerical analysis
"

Some Properties of Partially Ordered Vector Spaces",Mathematics Subject Classification: 46—Functional analysis
"

Module Theory",Mathematics Subject Classification: 16—Associative rings and algebras
"

THE QUASIPOLAR PROPERTY FOR RINGS AND MATRIX RINGS",Mathematics Subject Classification: 16—Associative rings and algebras
"

On Vector Measures",Mathematics Subject Classification: 28—Measure and integration
"

A Study of the Structure of Rings via Radicals",Mathematics Subject Classification: 16—Associative rings and algebras
"

Random walks in static and time-dependent Markovian random environments",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

A Numerical Description of Logic Circuits, and Associated Methods for Analysis and synthesis","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Computer-Oriented Algorithms for Synthesizing
Multiple-Output Combinational and Finite Memory Sequential
Circuits","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Cooperative Vibronic Spectra","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Modeling of Faults and Design for Testability of Bipolar/MOS VLSI","Mathematics Subject Classification: 94—Information and communication, circuits"
"

",Mathematics Subject Classification: 68—Computer science
"

BIST","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Techniques for Proving Data Structure Lower Bounds",Mathematics Subject Classification: 68—Computer science
"

Assessing Vulnerabilities in Software Systems: A Quantitative Approach",Mathematics Subject Classification: 68—Computer science
"

Performance Evaluation of FDDI Networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Towards Emulation of Large-scale IP Networks using End-to-End Packet Delay Characteristics","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Integrated Network Communications Architecture","Mathematics Subject Classification: 94—Information and communication, circuits"
"

A Theoretical Foundation, Metrics and Modeling of Packet Reordering and Methodology of Delay Modeling using Inter-Packet Gaps","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Spectral Element/Force Coupling Method: Application to Colloidal Devices and Self-assembled Structures in 3D Domains",Mathematics Subject Classification: 76—Fluid mechanics
"

Privacy Preserving Linkage and Sharing of Sensitive Data",Mathematics Subject Classification: 68—Computer science
"

Multi-Criteria Analysis in Modern Information Management",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

Multilevel Secure Data Stream Management Systems",Mathematics Subject Classification: 68—Computer science
"

Instruction scheduling using genetic algorithms",Mathematics Subject Classification: 68—Computer science
"

Access Control Models for Pervasive Computing Environments",Mathematics Subject Classification: 68—Computer science
"

Discovering and Solving Fractional-Order Partial Differential Equations: Machine Learning and Monte Carlo Methods",Mathematics Subject Classification: 65—Numerical analysis
"

Using Slicing Techniques to Support Scalable Rigorous Analysis of Class Models",Mathematics Subject Classification: 68—Computer science
"

An Aspect-Based Approach to Modeling Access Control Policies",Mathematics Subject Classification: 68—Computer science
"

Radial Basis Function-Based Numerical Methods for the Simulation of
Platelet Aggregation",Mathematics Subject Classification: 65—Numerical analysis
"

",Mathematics Subject Classification: 68—Computer science
"

Analysis-Guided Improvements of the Material Point Method (MPM)",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

On Component-oriented Access Control in Lightweight Virtualized Server Environments",Mathematics Subject Classification: 68—Computer science
"

A Unified  Modeling Language Framework for Specifying and Analyzing Temporal Properties",Mathematics Subject Classification: 68—Computer science
"

An Access Control Framework for Mobile Applications",Mathematics Subject Classification: 68—Computer science
"

Smoothness-Increasing Accuracy-Conserving (SIAC) Filtering for Discontinuous Galerkin Solutions",Mathematics Subject Classification: 00—General
"

Register Insertion Bus: A Scalable High-Speed Fiber Optic Network Using Active Taps","Mathematics Subject Classification: 94—Information and communication, circuits"
"

From Algebraic Specifications to Correct VLSI Systems",Mathematics Subject Classification: 68—Computer science
"

Connections between Circuit Analysis Problems and Circuit Lower Bounds",Mathematics Subject Classification: 68—Computer science
"

Application-aware In-Network Service and Data Fusion Frameworks for Distributed Adaptive Sensing Systems","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Timing Analysis of CMOS Logic Gates in Deep Submicron VLSI Design","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Efficient Protocol Verification Using Rule Based Systems",Mathematics Subject Classification: 68—Computer science
"

A Graph-Based, Systems Approach For Detecting Violent Extremist Radicalization Trajectories And Other Latent Behaviors","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Multi-Fiber Shared Wavelength Conversion Resources Architectures and Wavelength Conversion Resources Allocation Algorithms for Share-Per-Link Wavelength Convertible Switches","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Cooperative Defense Mechanisms for Detection, Identification and Filtering of DDoS Attacks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Cooperative Defense Mechanism for Detection, Identification, and Filtering of DDoS Attacks",Mathematics Subject Classification: 68—Computer science
"

Design and Analysis of Large Scale Nanophotonic On-Chip Networks",Mathematics Subject Classification: 68—Computer science
"

Engineering Publish/Subscribe Systems and Event-Driven Applications",Mathematics Subject Classification: 68—Computer science
"

Performance Evaluation of All-Optical Switching Architectures with Feedback or Feed-forward Optical Buffers","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Reducing Irregularities in Control Flow and Memory Access on GPU Architectures",Mathematics Subject Classification: 68—Computer science
"

Wavelength TolerantWDMNetworks: Protocols, Analysis and Performance","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Robust WDM LANs with Aperiodic Reservations: MAC Protocol Design and Performance Study","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Anchor Centric Virtual Coordinate Systems in Wireless Sensor Networks: From
Self-Organization to Network Awareness","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Application-Aware Transport Services for Sensor-Actuator Networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Quantification of Stochastic Behavior in Cardiac Electrophysiological Models",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Extraction, Characterization and Modeling of Network Data Features - A Compressive Sensing and Robust PCA based Approach","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Enhancing Collaborative Peer-To-Peer Systems Using Resource Aggregation 
and Caching: A Multi-Attribute Resource and Query Aware Approach","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Modeling, Performance Analysis, and Survivability Evaluation of Multi-fiber WDM Optical Networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Hierarchical FDDI: An Advanced Local-Area Network","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Thermo-Electric-Cyclotron-Resonance in Semiconductors","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Analysis, Modeling and Testing of Major Failure Modes in MOS VLSI","Mathematics Subject Classification: 94—Information and communication, circuits"
