thesis,subject
"

Income in the various states : its sources and distribution, 1919, 1920 and 1921","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Changes in manufacturing industries in Wisconsin, 1921-1933 as measured by fluctuations in the number of wage earners in seventy selected manufacturing industries","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Estimation and Inference in Models with Deterministic Trends with and without Structural Change",Mathematics Subject Classification: 62—Statistics
"

Productivity changes in the iron and steel industry","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Social learning and parameter uncertainty in irreversible investments, and, Partial maximum likelihood estimation of a spatial Probit model","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Sex differences in the relationship between change in life experience and health : an examination of possible contributory factors among the elderly","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Elasticity of Demand Related to Index Number Construction","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Theory and measurement of physical productivity","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Development of the fiscal system of Wisconsin : 1900 - 1925","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Nonparametric tests for conditional independence",Mathematics Subject Classification: 62—Statistics
"

The forecasting of long-time trends applied to steel production","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The History of Agriculture in Dane County, Wisconsin","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Cost of distributing consumer goods","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Examining the Effectiveness of Monetary Policy","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Tariffs on Pork and Mutton","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Three Essays in Health Economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The relationship between health insurance characteristics and the use of behavioral health treatment services","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Effects of informal care on caregivers' labor market outcomes and health in South Korea","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays in Health Economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Allocation and computation in rail networks : a binary conflicts ascending price mechanism (BICAP) for the decentralized allocation of the right to use railroad tracks","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Experiments on the dynamics of community formation","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Continuous Double Auctions and Microstructure","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays in Economic and Political Choice","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on the Law and Economics of the Family","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Some Near Economists of Eighteenth-Century America","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Health Care Economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Plantation Economy as it relates to Land Tenure in Mississippi","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Land Ownership and Tenure in the United States","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Farm Land Valuation","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Tariff in Relation to the Coarse-Feed Grains and a Development of Some
of the Theoretical Aspects of Tariff Price Research","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Investigating psychology-influenced economic models in lab, field, and theory","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

State Aids, Farm Taxes, and Some Related Public Policies in Wisconsin","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Using Laboratory Experiments to Better Understand Voluntary Contributions","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on consumer behavior and demand analysis","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A History of the Organization of Creameries and Cheese Factories in the United States","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Studies in the Theory of the International Mechanism of Adjustment","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on the Economics of Education","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Product quality regulation and innovation in the pharmaceutical industry","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Firm Behaviour in Markets with Capacity Constraints","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Discrete Approximation of Continuous Allocation Mechanisms","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

An examination into some characteristics of outlying retail nucleations in the city of Detroit, Michigan","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Three Essays on the Economics of Education","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Three essays on the theory of contracts","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Impact of retailer's promotional activities on customer traffic","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

How And Why Students Select, Apply, And Translate Among Mathematical Representations In Problem Solving While Learning Algebra In A Computer Algebra System Learning Environment",Mathematics Subject Classification: 97—Mathematics education
"

Investigation of the Factors Affecting Attitudes Toward Mathematics of Students In Different College Mathematics Courses",Mathematics Subject Classification: 97—Mathematics education
"

The Cyclic Involutions of Third Order Determined by Nets of Curves of Deficiency 0, 1, and 2",Mathematics Subject Classification: 11—Number theory
"

Oil and Money in Saudi Arabia","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Approaches to Teaching Mathematics Content to Prospective Elementary Teachers",Mathematics Subject Classification: 00—General
"

Multiple Exchange Rates: Theory and Practice in Latin America","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A Generalization of Global Class Field Theory",Mathematics Subject Classification: 20—Group theory and generalizations
"

Essays on Violent Crime and Economic Growth","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Quality Screening in Two-Sided Markets","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

An integrated approach to the choice between firms, joint ventures and entrepreneurial enterprises","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays in economics of electronic commerce","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Three Essays on House Prices: Stationarity, Dynamics, and Expectations","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Impact of Two-Rate Taxes on Construction in Pennsylvania","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Southwest Airlines and competition in the airline industry","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Three essays on contracts","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Optimal Procurement and Contracting with Research and Development","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Asymptotic Theory of Expanding Parameter Space Methods and Data Dependence in Econometrics",Mathematics Subject Classification: 62—Statistics
"

Essays on Bundling and Discounts","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The sensitivity of the cost of living to changes in the prices of monetary assets: A variable consumer preference approach","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Rethinking Optimal Control of Human Movements",Mathematics Subject Classification: 93—Systems theory; control
"

Three Essays on Nonstationary Time Series and GMM Estimation",Mathematics Subject Classification: 62—Statistics
"

Essays on Coordination Problems","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Tournament Design","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Many-electron tunneling in a magnetic field","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Face Model Extraction and Matching in Distinct Cameras",Mathematics Subject Classification: 68—Computer science
"

Differential Equation Models for Understanding Phenomena beyond Experimental Capabilities",Mathematics Subject Classification: 34—Ordinary differential equations
"

Personal Home Pages in Academia: The Medium, its Adopters, and their Practices",Mathematics Subject Classification: 68—Computer science
"

A Framework for Teaching Learners to Model by Focusing Complexity of Modeling and Simulation Tools",Mathematics Subject Classification: 68—Computer science
"

A Case-Based Approach for Supporting the Informal Computing Education of End-User Programmers",Mathematics Subject Classification: 68—Computer science
"

Dynamics of Gene Networks with Time Delays",Mathematics Subject Classification: 92—Biology and other natural sciences
"

On the Nonlinear Vibrations of a Particle in the Plane",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Three Problems in Nonlinear Dynamics: Time Delay, Fractionality and Synchronization",Mathematics Subject Classification: 34—Ordinary differential equations
"

On Stabilizing Ill-Posed Problems for Partial Differential Equations under Perturbations of the Geometry of the Domain",Mathematics Subject Classification: 35—Partial differential equations
"

Nonlinear Dynamics of Coupled Oscillators in Three Problems",Mathematics Subject Classification: 41—Approximations and expansions
"

Coupled Relaxation Oscillators: Stability of Phase-Locked Modes",Mathematics Subject Classification: 41—Approximations and expansions
"

Analysis of the Long Range Interaction in the Ternary System",Mathematics Subject Classification: 35—Partial differential equations
"

Solution Methods for Certain Evolution Equations",Mathematics Subject Classification: 35—Partial differential equations
"

A Priori Inequalities and Interior Point-Wise Bounds for Solutions of Certain Parabolic and Elliptic Partial Differential Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Fundamental Solutions for Evolution Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Global Behavior Of Finite Energy Solutions To The Focusing Nonlinear Schrodinger Equation In d Dimension",Mathematics Subject Classification: 35—Partial differential equations
"

Disc Assemblies And Spike Assemblies In Inhibitory Systems",Mathematics Subject Classification: 35—Partial differential equations
"

Generation and Metastability of Patterns for Nonlinear Evolution Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Global Dynamics of the Local and Nonlocal Patlak-Keller-Segel Chemotaxis
Systems",Mathematics Subject Classification: 35—Partial differential equations
"

Hamiltonian Structure of Generalized Fluid Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Stability and perturbation analysis of non-negative super-resolution",Mathematics Subject Classification: 65—Numerical analysis
"

Reaction-Diffusion Systems involving Cross-Diffusions",Mathematics Subject Classification: 35—Partial differential equations
"

Global and local persistent homology for the shape and classification of biological data",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Numerical algorithms for the Mathematics of Information",Mathematics Subject Classification: 65—Numerical analysis
"

",Mathematics Subject Classification: 35—Partial differential equations
"

Reaction diffusion equations on domains with thin layers",Mathematics Subject Classification: 35—Partial differential equations
"

Topics in Applied Partial Differential Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Mathematical Models of Underlying Dynamics in Acute and Chronic Immunology",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Numerical Approximations of Nonlinear Hyperbolic Conservation Laws",Mathematics Subject Classification: 65—Numerical analysis
"

Concentration Phenomena for Singularly Perturbed Problems on Two Dimensional Domains",Mathematics Subject Classification: 35—Partial differential equations
"

Entropy Stable Approximations of Nonlinear Conservation Laws and Related Fluid Equations",Mathematics Subject Classification: 39—Finite differences and functional equations
"

Critical Thresholds in Eulerian Dynamics",Mathematics Subject Classification: 35—Partial differential equations
"

Modeling Imatinib-Treated Chronic Myelogenous Leukemia and the Immune System",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Multi-scale problems on collective dynamics and image processing: Theory, analysis and numerics",Mathematics Subject Classification: 35—Partial differential equations
"

Efficient Algorithms for Compressed Sensing and Matrix Completion",Mathematics Subject Classification: 65—Numerical analysis
"

Restricted Isometry Constants in Compressed Sensing",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Mixing, Flocking and Cooperation: Analytical Studies of Transport Phenomena in Biology",Mathematics Subject Classification: 35—Partial differential equations
"

Mathematical Models of Immune Regulation and Cancer Vaccines",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Noncollision Singularities in a Planar Two-Center -Two-Body Problem",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Abundance of escaping orbits in a family of anti-integrable limits of the
standard map",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Regularity of absolutely continuous invariant measures for piecewise
expanding unimodal maps",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Multiscale Methods for Image Registration",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Unions of Riesz Bases of Exponentials for Bandlimited Signals",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Mathematical models of tumor heterogeneity and drug resistance",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Mathematical Models and Simulations of Phototaxis and Cancer Immune Interactions",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Mathematical modelling of dispersal and evolution of life-history traits in biological populations",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Optimal Space-Time-Frequency Design of Microphone Networks",Mathematics Subject Classification: 42—Fourier analysis
"

Global geometric conditions on sensing matrices for the success of L1
minimization algorithm","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

Projective Multiresolution Analysis and Generalized Sampling",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Besov Spaces for Schroedinger Operators",Mathematics Subject Classification: 42—Fourier analysis
"

Greedy Adaptive Discrimination: Signal Component Analysis by Simultaneous Matching Pursuit With Application to ECoG Signature Detection",Mathematics Subject Classification: 42—Fourier analysis
"

A Finite Dimensional Model for the Inverse Frame Operator",Mathematics Subject Classification: 42—Fourier analysis
"

Combinatorial Methods in Coding Theory","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Design and Analysis of Communication Schemes via Polar Coding","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Computational Solutions to the Multi-Channel Deconvolution Problem via the
Analytic Bezout Equation",Mathematics Subject Classification: 42—Fourier analysis
"

Sigma-Delta Quantization: Number Theoretic Aspects of Refining Error Estimates",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Supersets of Wavelet Sets",Mathematics Subject Classification: 42—Fourier analysis
"

Stochastic Processes on Graphs: Learning Representations and Applications",Mathematics Subject Classification: 00—General
"

Geometric structures and optimization on finite frames",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

V-variable Fractals And Interpolation",Mathematics Subject Classification: 28—Measure and integration
"

Generalized Multiresolution Analysis: Construction and Measure Theoretic Characterization",Mathematics Subject Classification: 42—Fourier analysis
"

Frame Quantization Theory and Equiangular Tight Frames",Mathematics Subject Classification: 41—Approximations and expansions
"

Multivariate spectral multipliers",Mathematics Subject Classification: 47—Operator theory
"

Time-frequency localized functions and operators in Gabor analysis",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Analysis und Numerik von Minimalflächen mit freien Rändern",Mathematics Subject Classification: 65—Numerical analysis
"

Maximal operators in non-doubling metric measure spaces",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Calderon-Zygmund operators in harmonic analysis of classical orthogonal expansions",Mathematics Subject Classification: 42—Fourier analysis
"

Riesz transforms, square functions and Sobolev spaces related to classical and symmetrized Jacobi expansions",Mathematics Subject Classification: 42—Fourier analysis
"

The Theory of Flow Processes",Mathematics Subject Classification: 76—Fluid mechanics
"

Poisson Integrals, Riesz Transforms, and Conjugacy for Laguerre Expansions",Mathematics Subject Classification: 42—Fourier analysis
"

The Oxidation of Isotopically Labelled Hydrazine",Mathematics Subject Classification: 76—Fluid mechanics
"

The Fundamental Frequencies of Plates with a Core",Mathematics Subject Classification: 41—Approximations and expansions
"

Matched interface and boundary (MIB) enhanced multiresolution time-domain (MRTD) algorithms for electromagnetic simulations",Mathematics Subject Classification: 65—Numerical analysis
"

Efficient algorithms for solving three dimensional parabolic interface problem with variable coefficients",Mathematics Subject Classification: 68—Computer science
"

A Super-Gaussian Poisson-Boltzmann Model for Electrostatic Solvation Energy Calculation: Smooth Dielectric Distributions for Protein Cavities in both Water and Vacuum States",Mathematics Subject Classification: 65—Numerical analysis
"

Three Dimensional Rough Surface Growth: A Radial Continuum Equation and a Discrete Off-lattice Eden Cluster Growth Model","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

The investigation of a particle of spin 3/2","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The equilibrium assumption in the theory of absolute reaction rates",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

A Tale of Two Gradients: Atmospheric dynamics in an inhomogeneous background",Mathematics Subject Classification: 86—Geophysics
"

Matched Interface and Boundary (MIB) Method for Geometric Singularities and Its Application to Molecular Biology and Structural Analysis",Mathematics Subject Classification: 65—Numerical analysis
"

Aspects of Discrete Singular Convolution for Scientific and Engineering Computing",Mathematics Subject Classification: 65—Numerical analysis
"

Fast alternating direction implicit schemes for geometric flow equations and nonlinear Poisson equation in bio-molecular solvation analysis",Mathematics Subject Classification: 92—Biology and other natural sciences
"

High order FDTD methods for electromagnetic systems in dispersive inhomogeneous media",Mathematics Subject Classification: 65—Numerical analysis
"

The method of fundamental solutions for computing interior transmission eigenvalues",Mathematics Subject Classification: 65—Numerical analysis
"

Buckling Arch Under Normal Pressure",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

An experimental study of turbulent channel flow using conditional sampling methods On the Optimization of Support Systems",Mathematics Subject Classification: 76—Fluid mechanics
"

Large Eddy Simulation of Atomizing Sprays",Mathematics Subject Classification: 76—Fluid mechanics
"

Meridional Asymmetries in Large-Scale Atmospheric Dynamical Phenomena",Mathematics Subject Classification: 86—Geophysics
"

Multifractal and Stochastic Models in Geophysics",Mathematics Subject Classification: 86—Geophysics
"

Smoothing with Positivity-Preserving Pade Schemes for Parabolic Problems with Nonsmooth Data",Mathematics Subject Classification: 65—Numerical analysis
"

Numerical Solution of Stochastic Controlled Problems",Mathematics Subject Classification: 93—Systems theory; control
