thesis,subject
"

Semi-Obnoxious Multifacility Location Problems: Models and Methods","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Statistical Inference on Graphs",Mathematics Subject Classification: 62—Statistics
"

Protocols for Stochastic Shortest Path Problems with Dynamic Learning","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Coding Theory and Number Theory",Mathematics Subject Classification: 11—Number theory
"

Error Analysis for Statistical Computer Procedures",Mathematics Subject Classification: 68—Computer science
"

Monogenity of Algebraic Number Fields in the Absolute and the Relative Cases",Mathematics Subject Classification: 11—Number theory
"

Power Integral Bases in Families of Number Fields",Mathematics Subject Classification: 11—Number theory
"

Constructive Methods for Diophantine Equations",Mathematics Subject Classification: 11—Number theory
"

Generalizations of Combinatorial Numbers",Mathematics Subject Classification: 05—Combinatorics
"

Monogenity of Algebraic Number Fields",Mathematics Subject Classification: 11—Number theory
"

Inhomogeneous Decomposable Form Equations and Their Applications",Mathematics Subject Classification: 11—Number theory
"

Binomial Thue Equations, Ternary Equations and Their Applications",Mathematics Subject Classification: 11—Number theory
"

Jacobiräume, Approximationszahlen und Interpolationsmethoden",Mathematics Subject Classification: 46—Functional analysis
"

Network Congestion and Performance Management",Mathematics Subject Classification: 68—Computer science
"

Scalable, Global Namespaces with Programmable Storage",Mathematics Subject Classification: 68—Computer science
"

Agile Research Delivery",Mathematics Subject Classification: 68—Computer science
"

Discrete Clifford Analysis",Mathematics Subject Classification: 39—Finite differences and functional equations
"

Superlinearly Convergent Variable Metric Algorithims for General Nonlinear Programming Problems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

ETG-ETL Portfolio Optimization","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Intertemporal Price Relationships of Storable and Nonstorable Commodities: Theory and Application","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Merging trust-region and limited memory technologies for large-scale
optimization","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Efficient Water Supply in HVAC Systems",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Nonlinear Dissipative and Set-Stabilizing Control",Mathematics Subject Classification: 93—Systems theory; control
"

Contrôle Automatique de Qualité pour l’Illumination Globale",Mathematics Subject Classification: 68—Computer science
"

Position Detection Based on Intensities of Reflected Infrared Light",Mathematics Subject Classification: 93—Systems theory; control
"

Control of Refrigeration Systems for Trade-off between Energy Consumption and Food Quality Loss",Mathematics Subject Classification: 93—Systems theory; control
"

Métodos de descomposición avanzados aplicados a la coordinación hidrotérmica y despacho en el corto plazo","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Phylogenetic factor analysis and natural extensions",Mathematics Subject Classification: 62—Statistics
"

A Quantised State Systems Approach Towards Declarative Autonomous Control",Mathematics Subject Classification: 93—Systems theory; control
"

Normschwächere Prox-Regularisierungen",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

",Mathematics Subject Classification: 35—Partial differential equations
"

A Rank 1 SDP Approach for the Sensor Network Localization Problem","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Augmented Lagrange SQP Methods and Application to the Sterilization of Prepackaged Food",Mathematics Subject Classification: 65—Numerical analysis
"

Volatility forecasting and value-at-risk: An application to cattle feeding","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Solving Distance Geometry Problems for Protein Structure Determination",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Economics of Scale of Integrated Dairy Production and Waste Management Systems in the Chino Basin of California","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Dynamics of Biotechnology Adoption: an Application to U.S. Corn","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Government Participation in the Supply of Short-Term Credit for Agriculture","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Congruenties op semischierringen : vrije semischierringen. Transformatie semischierringen",Mathematics Subject Classification: 16—Associative rings and algebras
"

Distribution and Storage of Data on Local and Remote Disks in Multi-Use Clusters of PCs.",Mathematics Subject Classification: 68—Computer science
"

A State Space H-infinity Approach to Loop Transfer Recovery",Mathematics Subject Classification: 93—Systems theory; control
"

Sunk costs, investment and fiscal policy: Microeconomic analysis","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Evaluation of welfare indices for two Mexican regions: A microeconomic approach","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Evaluating Robustness of the Quartiles of Survival Times, Reliability, and Regression Coefficients when the Distributional Assumption is Violated",Mathematics Subject Classification: 62—Statistics
"

A Method for Solving Nonlinear Complementarity Problems with Uniform P-functions, and Further Results on the Complexity of Identifying P_*-matrices","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Ueber die Idempotent- und Co-Idempotenteigenschaft von Endomorphismenringen",Mathematics Subject Classification: 20—Group theory and generalizations
"

",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Learning clinical outcomes from massive observational data",Mathematics Subject Classification: 62—Statistics
"

Advances in Pedigree Analysis: Hardy-Weinberg Equilibrium, Strain
Imputation, and Maternal Effects",Mathematics Subject Classification: 62—Statistics
"

Opérateurs de Schrödinger quasi-périodiques uni-dimensionnels",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Random Effects Model Approach to the Multi-Outcome Repeated Measurements",Mathematics Subject Classification: 62—Statistics
"

Methods for Optimization-Based Fixed-Order Control Design",Mathematics Subject Classification: 93—Systems theory; control
"

Random Coefficient Regression and Mixture Distribution Models",Mathematics Subject Classification: 62—Statistics
"

Numerical Treatment of Nonlinear Semidefinite Programs","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Certain results on the Möbius disjointness conjecture",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Statistical Models for Social Support Networks: Application of Exponential Models to Undirected Graphs with Dyadic Dependencies","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

An Examination of the mean and Quantiles from a Relational System with a Fixed Just Unnoticeable Difference Representation",Mathematics Subject Classification: 62—Statistics
"

 Regularity of Two-scale Difference Equations and Wavelets.",Mathematics Subject Classification: 42—Fourier analysis
"

Statistical modelling of congruence and association between perceptual and complete networks",Mathematics Subject Classification: 62—Statistics
"

Scalar curvature rigidity for locally conformally flat manifolds with boundary",Mathematics Subject Classification: 53—Differential geometry
"

An economic analysis of environmental conflict resolution: A case study from Taiwan","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Regression Models for Longitudinal Poisson Interval Count Data",Mathematics Subject Classification: 62—Statistics
"

The effects of the free trade agreements with the EU and U.S. on labor migration and capital accumulation and flows in Morocco","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Analysis of Interior Point Paths and New Interior Point Methods for Solving Linear Programming Problems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Clustering of Random Points in Line and Plane",Mathematics Subject Classification: 62—Statistics
"

Variable Window Scan Statistics",Mathematics Subject Classification: 62—Statistics
"

Statistical Analysis of Multivariate Sequential Dyadic Interactions",Mathematics Subject Classification: 62—Statistics
"

T-Colorings, List T-Colorings, and Set T-Colorings of Graphs",Mathematics Subject Classification: 05—Combinatorics
"

Secrecy rate enhancement with modified criterion
and resource allocation in wiretap channels","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Two-Player Graph Pebbling",Mathematics Subject Classification: 05—Combinatorics
"

Graph Labeling Problems with Distance Conditions",Mathematics Subject Classification: 05—Combinatorics
"

Forbidden Subgraphs for Hamiltonian Problems on 2-Trees",Mathematics Subject Classification: 05—Combinatorics
"

t-Split Interval Orders",Mathematics Subject Classification: 05—Combinatorics
"

Extensions of Hamiltonian Path and Cycle problems in Special Families of Graphs",Mathematics Subject Classification: 05—Combinatorics
"

A study on the competition numbers of graphs: focusing on problems derived from Opsut's conjecture",Mathematics Subject Classification: 05—Combinatorics
"

A Study on Competition Graphs and Competition Numbers",Mathematics Subject Classification: 05—Combinatorics
"

Degree Sequences of Edge Colored graphs in Specified Families and Related
Problems",Mathematics Subject Classification: 05—Combinatorics
"

Packings and realizations of degree sequences with specified substructures",Mathematics Subject Classification: 05—Combinatorics
"

Computational Methods for Graph Choosability and Applications to List Coloring Problems",Mathematics Subject Classification: 05—Combinatorics
"

Combinatorics Using Computational Methods",Mathematics Subject Classification: 05—Combinatorics
"

Graph-Theoretic Models of Spread and Competition",Mathematics Subject Classification: 05—Combinatorics
"

Structural Considerations for Interval Orders with Length Constraints",Mathematics Subject Classification: 05—Combinatorics
"

The Classification of Critical Graphs and Star-Critical Ramsey Numbers",Mathematics Subject Classification: 05—Combinatorics
"

Sum List Coloring and Choosability",Mathematics Subject Classification: 05—Combinatorics
"

Hendry's Conjecture on Chordal Graph Subclasses",Mathematics Subject Classification: 05—Combinatorics
"

The impact of agricultural price liberalization on human well-being in West Africa: Implications of intrahousehold preference heterogeneity","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The k-Fixed Endpoint Path Partition problem",Mathematics Subject Classification: 05—Combinatorics
"

Density of First Poincaré Returns and Periodic Orbits",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Investment, dynamics and development: Three essays","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Market risk, market segmentation, and consumption risk in United States farm real estate: Empirical tests","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Nodal sets and contact structures",Mathematics Subject Classification: 53—Differential geometry
"

Combinatorial and computational problems about points in the plane",Mathematics Subject Classification: 05—Combinatorics
"

An applied general equilibrium model of world agricultural policy liberalization","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Combinatorial problems resulting in transversal theory",Mathematics Subject Classification: 05—Combinatorics
"

d-Frames as algebraic duals of bitopological spaces","Mathematics Subject Classification: 06—Order, lattices, ordered algebraic structures"
"

Computations in stable motivic homotopy theory",Mathematics Subject Classification: 55—Algebraic topology
"

Coloring Results in Some Extremal Problems",Mathematics Subject Classification: 05—Combinatorics
"

Strategic information and bargaining: The case of environmental concerns","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Extremal problems on planar point sets",Mathematics Subject Classification: 05—Combinatorics
"

Minimum Armstrong Relations of Key Systems and Related Combinatorial Problems",Mathematics Subject Classification: 05—Combinatorics
"

Increasing the Scalability of Dynamic Web Applications",Mathematics Subject Classification: 68—Computer science
"

Quantitative Continuous Domains","Mathematics Subject Classification: 06—Order, lattices, ordered algebraic structures"
"

Coupled Oscillators",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Simple DRAM and Virtual Memory Abstractions to Enable Highly Efficient Memory Subsystems",Mathematics Subject Classification: 68—Computer science
"

Practical Data Compression for Modern Memory Hierarchies",Mathematics Subject Classification: 68—Computer science
"

Width Type Graph Parameters",Mathematics Subject Classification: 05—Combinatorics
"

A Tag-Based, Logical Access-Control Framework for Personal Data Sharing",Mathematics Subject Classification: 68—Computer science
"

Symmetries of Projected Symmetric Patterns",Mathematics Subject Classification: 51—Geometry
"

On the Abelian Sandpile Model",Mathematics Subject Classification: 05—Combinatorics
"

Modeling, Estimation, and Control of Helicopter Slung Load System",Mathematics Subject Classification: 93—Systems theory; control
"

Efficient Byzantine Fault Tolerance for Scalable Storage and Services",Mathematics Subject Classification: 68—Computer science
"

File System Virtual Appliances",Mathematics Subject Classification: 68—Computer science
"

On some problems in Extremal Combinatorics",Mathematics Subject Classification: 05—Combinatorics
"

Bifurcation of periodic orbits of differential equations with finite
symmetry groups",Mathematics Subject Classification: 34—Ordinary differential equations
"

Stable Algorithms and Kinetic Mesh Refinement",Mathematics Subject Classification: 68—Computer science
"

Self-Adjusting Computation",Mathematics Subject Classification: 68—Computer science
"

An empirical Discounted cash flow model for estimating public utility cost of capital","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Performance Evaluation of Contention Resolution Algorithms in Random Access Systems",Mathematics Subject Classification: 68—Computer science
"

Uniquely Transitive R-Modules",Mathematics Subject Classification: 20—Group theory and generalizations
"

Soft Real-Time Processing with Dynamic OOS Level Resource Management",Mathematics Subject Classification: 68—Computer science
"

Ultrasonic Diffraction Imaging","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Algorithms for asymmetrically constrained rendezvous on networks",Mathematics Subject Classification: 68—Computer science
"

Extremal Problems on Finite Sets and Posets",Mathematics Subject Classification: 05—Combinatorics
"

Routing, Disjoint Paths and Classification",Mathematics Subject Classification: 68—Computer science
"

Optimum Filtering for Computerized Tomography","Mathematics Subject Classification: 94—Information and communication, circuits"
"

3-d Robot Vision: Acquisition and Interpretation","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Vector Fields with Heteroclinic Networks",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Random Ellipsoids and False Discovery Rates: Statistics for Diffusion Tensor Imaging Data",Mathematics Subject Classification: 62—Statistics
"

The Sharp Interface Limit of the Cahn-Hilliard System with Elasticity",Mathematics Subject Classification: 35—Partial differential equations
"

Chevalley Groups and Finite Geometry",Mathematics Subject Classification: 20—Group theory and generalizations
"

",Mathematics Subject Classification: 62—Statistics
"

Hidden Symmetries in Bifurcation Problems: The Singularity Theory",Mathematics Subject Classification: 51—Geometry
"

Valid inference after data snooping",Mathematics Subject Classification: 62—Statistics
"

Research and Development in the Pharmaceutical Industry : The Impact of Drug Resistence","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

De theorie der meerwaardige groepen en de operatorenalgebra",Mathematics Subject Classification: 16—Associative rings and algebras
"

Waterflood optimization using streamlines and reservoir management risk analysis with market uncertainty","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Algebraic Techniques for the Analysis and Design of Digital Filters",Mathematics Subject Classification: 68—Computer science
"

Feature-Based Selection of Bio-lnspired
Algorithms for Constrained Continuous Optimisation",Mathematics Subject Classification: 68—Computer science
"

Phase field models on evolving surfaces",Mathematics Subject Classification: 35—Partial differential equations
"

Financing Low Equity Dairy Farms: An Application of Multi-Period Linear Programming Methods","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Hypothesis Testing in Regression Models with Dependent Errors: Analytical
Finite Sample Results",Mathematics Subject Classification: 62—Statistics
"

Teorie van de (k)-monogene functies van een kwaternionenveranderlijke",Mathematics Subject Classification: 30—Functions of a complex variable
"

",Mathematics Subject Classification: 68—Computer science
"

Characterizations of Finite Classical Polygons Admitting Large Moufang Subpolygons",Mathematics Subject Classification: 51—Geometry
"

","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Dynamic Classification using Support Vector Machines",Mathematics Subject Classification: 68—Computer science
"

Codes in Johnson graphs associated with quadratic forms over $F_2$",Mathematics Subject Classification: 05—Combinatorics
"

Classification and prediction of matrix structured data with applications
to recommendation systems, identifying anti-socials and bot-nets","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Inverse Problems in Analytic Interpolation for Robust Control and Spectral Estimation",Mathematics Subject Classification: 93—Systems theory; control
"

",Mathematics Subject Classification: 62—Statistics
"

Variational Methods and Periodic Orbits on N-Body and N-Centre Problems",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Evolution of Structure in the Universe",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

Synthetic Aperture Microscopy",Mathematics Subject Classification: 68—Computer science
"

Analog VLSI Chip for Estimating the Focus of Expansion",Mathematics Subject Classification: 68—Computer science
"

Recognition of Three-Dimensional Compressed Images with Traffic Monitoring Applications",Mathematics Subject Classification: 68—Computer science
"

A Computational Framework for Understanding Problems in Stereo Vision",Mathematics Subject Classification: 68—Computer science
"

Exploiting Continuity-in-Time in Motion Vision",Mathematics Subject Classification: 68—Computer science
"

Groups with rational growth",Mathematics Subject Classification: 20—Group theory and generalizations
"

Shape for Contact",Mathematics Subject Classification: 68—Computer science
"

Learning the State of the World: Object-based World Modeling for Mobile-Manipulation Robots",Mathematics Subject Classification: 68—Computer science
"

On triple factorisations of finite groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Quasi duo rings and ue-rings",Mathematics Subject Classification: 16—Associative rings and algebras
"

Fexprs as the Basis of Lisp Function Application; or, $vau: the Ultimate Abstraction",Mathematics Subject Classification: 68—Computer science
"

Analyse dynamique d'algorithmes euclidiens et théorèmes limites",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Effects of Economic Adjustments on the Supply of Milk From Farms in Northeastern Illinois","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Algorithms and Complexity Results for Learning and Big Data",Mathematics Subject Classification: 68—Computer science
"

Analysis of the Effects of Uncertainty on Resource Use and Income","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Deterministic Replay Using Processor Support and its Applications",Mathematics Subject Classification: 68—Computer science
"

Physics-Based Manipulation Planning in Cluttered Human Environments",Mathematics Subject Classification: 68—Computer science
"

Alternative Futures of Exports, Farm Size and Government Programs for American Agriculture","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Statistical Analysis of Natural Human Motion for Animation",Mathematics Subject Classification: 68—Computer science
"

Scalable Performance Measurement and Analysis",Mathematics Subject Classification: 68—Computer science
"

Furthest Points on Convex Surfaces",Mathematics Subject Classification: 52—Convex and discrete geometry
"

Percolation and Ising Model on Tree-Like Graphs",Mathematics Subject Classification: 20—Group theory and generalizations
"

Combinatorial Principles and א_k-free Modules",Mathematics Subject Classification: 16—Associative rings and algebras
"

Scalable, Controllable, Efficient and Convincing Crowd Simulation",Mathematics Subject Classification: 68—Computer science
"

Théorèmes limites pour les sommes de Birkhoff de fonctions d'intégrale
nulle en théorie ergodique en mesure infinie",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Real-time control and identification of direct-drive manipulators",Mathematics Subject Classification: 68—Computer science
"

Reduced complexity face recognition using advanced correlation filters and Fourier subspace methods for biometric applications","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Multi-robot coordination and competition using mixed integer and linear programs",Mathematics Subject Classification: 68—Computer science
"

Completeness for convergence spaces",Mathematics Subject Classification: 54—General topology
"

The Demand for Investment in Farm Buildings","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Products Over Countable Domains",Mathematics Subject Classification: 20—Group theory and generalizations
"

Visually Guided Manipulation of Static and Moving Objects",Mathematics Subject Classification: 68—Computer science
"

Deep Learning for Video Recognition",Mathematics Subject Classification: 68—Computer science
"

Tracking and Analysis of Articulated Motion with an Application to Human Motion",Mathematics Subject Classification: 68—Computer science
"

Navigation Among Movable Obstacles",Mathematics Subject Classification: 68—Computer science
"

Time-Optimal Sampling-Based Motion Planning for Manipulators with
Acceleration Limits",Mathematics Subject Classification: 68—Computer science
"

The Economics of Internal Migration in the United States, 1870-1940","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Contribution à l'écriture et à l'extension d'une bibliothèque d'algèbre linéaire parallèle",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Interactive Digital Photography at Scale",Mathematics Subject Classification: 68—Computer science
"

Image Processing under Uncertainty",Mathematics Subject Classification: 68—Computer science
"

An Iterative Approach to Examining the Effectiveness of Data Sanitization",Mathematics Subject Classification: 68—Computer science
"

Identification and Elimination of Attacks in Graph-based Process Models",Mathematics Subject Classification: 68—Computer science
"

A scalable and tunable adaptive resolution parallel I/O framework",Mathematics Subject Classification: 68—Computer science
"

Parallélisme mixte et prédiction de performances sur réseaux hétérogènes de machines parallèles",Mathematics Subject Classification: 68—Computer science
"

Transfer operators and horocycle averages on closed manifolds (Opérateurs de transfert et moyennes horocycliques sur les variétés fermées)",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Protecting Data Privacy in the Presence of Data Provenance",Mathematics Subject Classification: 68—Computer science
"

A Systematic Approach to Analyzing High-performance Computing Systems",Mathematics Subject Classification: 68—Computer science
"

On the effectiveness of application-aware self-management for scientific discovery in volunteer computing systems",Mathematics Subject Classification: 68—Computer science
"

Homogene Mannigfaltigkeiten nichtpositiver Krümmung",Mathematics Subject Classification: 53—Differential geometry
"

Storage Management in Large Distributed Object-based Storage Systems",Mathematics Subject Classification: 68—Computer science
"

Robust Recognition of Digital Modulations of Rectangular and Root-Raised-Cosine Pulse Trains","Mathematics Subject Classification: 94—Information and communication, circuits"
"

",Mathematics Subject Classification: 20—Group theory and generalizations
"

Economics of Crop Rotations","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Aspects of Minimality in Abelian Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Some finite group which are determined by the set of their character degrees",Mathematics Subject Classification: 20—Group theory and generalizations
"

Combinatorics of Macdonald polynomials",Mathematics Subject Classification: 05—Combinatorics
"

Expressiveness and Decidability of Weighted Automata and Weighted Logics",Mathematics Subject Classification: 68—Computer science
"

Unit Sum Numbers of Abelian Groups and Modules",Mathematics Subject Classification: 20—Group theory and generalizations
"

Missing Data Methods",Mathematics Subject Classification: 62—Statistics
"

Enhancing Taxonomy Alignment with Region Connection Calculus Reasoning",Mathematics Subject Classification: 68—Computer science
"

On Surface Design with Implicit Algebraic Surfaces",Mathematics Subject Classification: 68—Computer science
"

Découverte automatique des caractéristiques et capacités d’une plate-forme de calcul distribué",Mathematics Subject Classification: 68—Computer science
"

High-performance structure extraction and analysis for visualization",Mathematics Subject Classification: 68—Computer science
"

Orthogonale Softwaremaße in der Fehlerprognose",Mathematics Subject Classification: 68—Computer science
"

Verification & Performance Measurement for Transport Protocol Parallel Routing of an AUTOSAR Gateway System",Mathematics Subject Classification: 68—Computer science
"

Étude et optimisation du comportement mémoire dans les méthodes
parallèles de factorisation de matrices creuses",Mathematics Subject Classification: 68—Computer science
"

HyDEEP: Transparent Combination of Measurement and Expert Data for Defect Predictions",Mathematics Subject Classification: 68—Computer science
"

Modellbasierte Modulprüfung für die Entwicklung technischer, softwareintensiver Systeme mit Real-Time Object-Oriented Modeling",Mathematics Subject Classification: 68—Computer science
"

Data Structures for Efficient Analysis of Large Scale Unstructured Datasets",Mathematics Subject Classification: 68—Computer science
"

Hyperfine structure anomalties in cesium isotopes",Mathematics Subject Classification: 81—Quantum Theory
"

Integrating Security Concerns into Safety Analysis of Embedded Systems Using Component Fault Trees",Mathematics Subject Classification: 68—Computer science
"

Block designs with primitive automorphism groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

OD-Characterization of some finite groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Kneading determinants in higher dimensions",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Econometric Simultaneous Equation Models of the Cattle Cycle in the United States and Three Selected Regions","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Prototyping of User Interfaces for Mobile Applications",Mathematics Subject Classification: 68—Computer science
"

A Collaborative Knowledge Management Approach to Provide Better Agricultural Decision Support",Mathematics Subject Classification: 68—Computer science
"

Reasoning about Taxonomies",Mathematics Subject Classification: 68—Computer science
"

Neural Correlates of Quality During Perception of Audiovisual Stimuli","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Data Provisioning in Simulation Workflows",Mathematics Subject Classification: 68—Computer science
"

Modeling, Analysis and Optimization of Data Driven Scientific Workflows",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Reasoning about Queries and Constraints",Mathematics Subject Classification: 68—Computer science
"

Managing Scientific Workflow Provenance",Mathematics Subject Classification: 68—Computer science
"

Collaborative provenance for workflow-driven science and engineering",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

Stability of Dual Discretization Methods for Partial Differential Equations",Mathematics Subject Classification: 65—Numerical analysis
"

Interactive Modeling with A-patches",Mathematics Subject Classification: 68—Computer science
"

Flexible Fitting in 3D EM",Mathematics Subject Classification: 65—Numerical analysis
"

Automatische visuelle Klassifikation von Dokumenten",Mathematics Subject Classification: 68—Computer science
"

Entropy in Abelian Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Transitivity properties in Abelian Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Firm Completions In Metrically Generated Constructs","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Integration of Active and Deductive Database Rules","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Roboter-Fußball: Perzeption, Deliberation und Aktion autonomer Systeme in dynamischen Umgebungen",Mathematics Subject Classification: 68—Computer science
"

A Computer-Aided Design Database Integrated with a Generic, Formal Design Paradigm",Mathematics Subject Classification: 68—Computer science
"

Simulation-based Usability Evaluation of Spoken and Multimodal Dialogue Systems",Mathematics Subject Classification: 68—Computer science
"

Lernen und Interpretieren strukturierter Dokumente – ein qualitativer Ansatz",Mathematics Subject Classification: 68—Computer science
"

Generic Text Recognition using Long Short-Term Memory Networks",Mathematics Subject Classification: 68—Computer science
"

Optimization of query sequences",Mathematics Subject Classification: 68—Computer science
"

Constraints and triggers to enhance XML-based data integration systems",Mathematics Subject Classification: 68—Computer science
"

Werkzeugunterstützung für komplexe Webrecherchen",Mathematics Subject Classification: 68—Computer science
"

Decompositions of Polyhedra in Three Dimensions",Mathematics Subject Classification: 68—Computer science
"

The Uni-Level Description: A Uniform Framework for Managing Structural Heterogeneity",Mathematics Subject Classification: 68—Computer science
"

An Empirical Comparison of Theoretical and Actual Decision Making under Uncertainty","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Long-Run Adjustment Hypotheses for Farm Operators in a Sparsely Populated, High-Risk Area of the Great Plains","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Evaluating the economic efficiency of irrigation development: A state perspective","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
