thesis,subject
"

Polinomi integrali e caratterizzazioni polinomiali di alcuni spazi di Banach",Mathematics Subject Classification: 46—Functional analysis
"

Marches aléatoires branchantes et champs Gaussiens log-corrélés",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Beitrag zur Geometrie der Berührungstransformationen von Sophus Lie: Beziehungen zwischen dem linearen Komplex und dem Komplex der Tangenten einer Kugel",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

On quasi-infinite divisibility, limit theorems and signatures",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Zur Transformation der elliptischen Funktionen, insbesondere der Transformation dritten und neunten Grades",Mathematics Subject Classification: 33—Special functions
"

Zur natürlichen Geometrie einer zehngliedrigen Gruppe von Berührungstransformationen der Ebene",Mathematics Subject Classification: 51—Geometry
"

Zur natürlichen Geometrie der projektiven Gruppe.",Mathematics Subject Classification: 51—Geometry
"

Proprietà isomorfe negli spazi prodotto tensoriale",Mathematics Subject Classification: 46—Functional analysis
"

Reduccion de principios variacionales con simetrıa y problemas de control optimo de Lie–Scheffers–Brockett",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Zur natürlichen Geometrie einer viergliedrigen Affingruppe.",Mathematics Subject Classification: 51—Geometry
"

Engel structures and symplectic foliations",Mathematics Subject Classification: 53—Differential geometry
"

Eine Abwandlung des Problems der Maximalrotationsflächen.",Mathematics Subject Classification: 51—Geometry
"

Eine Anwendung infinitesimaler Berührungstransformationen in der Variationsrechnung",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Über eine Kategorie von Transformationsgruppen einer Vierdimensionalen Mannigfaltigkeit",Mathematics Subject Classification: 20—Group theory and generalizations
"

Beiträge zur Affingeometrie.",Mathematics Subject Classification: 51—Geometry
"

Beiträge zur natürlichen Geometrie.",Mathematics Subject Classification: 51—Geometry
"

Stability and area law for rapidly mixing quantum dissipative systems",Mathematics Subject Classification: 81—Quantum Theory
"

Zur Transformation der Thetafunctionen",Mathematics Subject Classification: 11—Number theory
"

Zur Theorie der statischen Momente Malusscher Wellenkörper",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Directed Model Checks for Regression Models from Survival Analysis",Mathematics Subject Classification: 62—Statistics
"

Über graphische Bögen und die aus ihnen zusammengesetzten Kurven.",Mathematics Subject Classification: 51—Geometry
"

Versuch einer Verallgemeinerung der stetigen nirgend differenzierbaren
Funktion Bolzanos",Mathematics Subject Classification: 26—Real functions
"

Statistical Methods for Monte-Carlo based Multiple Hypothesis Testing",Mathematics Subject Classification: 62—Statistics
"

Über eine besondere Klasse von Translationsflächen",Mathematics Subject Classification: 51—Geometry
"

Über die elliptische Polarisation des Lichtes und ihre Beziehungen zu den Oberflächenfarben der Körper","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Zur Theorie der Doppelsternbewegungen",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Über symmetrische Riemannsche Flächen und die Periodizitätsmoduln der zugehörigen Abelschen Normalintegrale  1. Gattung",Mathematics Subject Classification: 30—Functions of a complex variable
"

Über den Bichloräther",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Über die Stabilität einer einfachen viskometrischen Bewegung",Mathematics Subject Classification: 76—Fluid mechanics
"

Das kontinuierliche und das kontinuierlich-diskrete Röntgenspektrum nach der Theorie von Kramers und nach der Wellenmechanik","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Theorie der gemischten Typen",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Künstliche Selektion nach mehreren Merkmalen in simulierten Populationen.",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Die Poincarésche Theorie des Gleichgewichts einer homogenen rotierenden Flüssigkeitsmasse",Mathematics Subject Classification: 76—Fluid mechanics
"

Zur Kreisgeometrie ebener algebraischer Kurven",Mathematics Subject Classification: 14—Algebraic geometry
"

",Mathematics Subject Classification: 51—Geometry
"

Studien über Gase","Mathematics Subject Classification: 80—Classical thermodynamics, heat transfer"
"

Über die Wahrscheinlichkeiten von Sternverteilungen",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Die Bildfehler fünfter Ordnung optischer Systeme abgeleitet auf Grund des Eikonalbegriffes nebst Anwendung auf ein astrophotographisches Objektiv","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Zur Eindeutigkeit der Bewegung nicht-viskoser Kontinua und deren Berechnung nach der Methode der Finiten Elemente",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Sobre a Integração de Tensões na Elasto-Plasticidade Perfeita",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Ueber die gegenseitige Beeinflussung von dissocierten Koerpern",Mathematics Subject Classification: 76—Fluid mechanics
"

Essential boundary and interface conditions in the meshless analysis of shells",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Volumchemische Studien über Affinität",Mathematics Subject Classification: 92—Biology and other natural sciences
"

","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Über die innere Reibung zäher Flüssigkeiten und ihre Abhängigkeit vom Druck",Mathematics Subject Classification: 76—Fluid mechanics
"

Photographische photometrie met toepassing op de veranderlijke ster SZ Camelopardalis",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Veranderlijke sterren op een veld van 10Â° bij 10Â° in of nabij het sterrenbeeld Corona Australis",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Photographische photometrie der veranderlijke sterren CV Carinae en WW Draconis",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Lageregelung von Satelliten mit Entdrallten Schwungraedern",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Schnelligkeitsoptimales Einstellen von Kreiselgeräten",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Über das Kontinuierliche Röntgenspektrum (On the continuous X-ray spectrum)","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Photoelectric Photometry of Some Selected Variables",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

On the Angular Distribution of Fast Neutrons Scattered by Hydrogen, Deuterium and Helium","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Über die Lagestabilisierung künstlicher Satelliten auf elliptischen Bahnen",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Zur Optimierung von Mehrkörpersystemen.",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Punktsysteme mit extremalen Eigenschaften für ebene Kondensatoren.",Mathematics Subject Classification: 05—Combinatorics
"

Optimierung von Bewegungsabläufen mit schwingungsfreien Endpositionen zur Verkürzung der Arbeitszyklen von Container-Schnellumschlaganlagen",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Untersuchungen über die harte Sekundärstrahlung der kosmischen Strahlung","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Beurteilungskriterien für chaotische Bewegungen nichtlinearer Schwingungssysteme",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Bewegungskoordination und Steuerung einer zweibeinigen Gehmaschine",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

On the absolute Riesz and Nörlund summability methods","Mathematics Subject Classification: 40—Sequences, series, summability"
"

An Investigation of binary recording density limitations in computer
applications",Mathematics Subject Classification: 68—Computer science
"

Experimental Electron Holography","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Zur Ausbreitung von Unstetigkeitsflächen in thermo-elastischen Stoffen",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

On the absolue Riesz and Nörlund summability of orthogonal and infinite series","Mathematics Subject Classification: 40—Sequences, series, summability"
"

On the Dynamics of Axially Moving Strings",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Fehlerkontrollierte adaptive h-und hp-Finite-Elemente-Methoden fuer
Kontaktprobleme mit Anwendungen in der Fertigungstechnik",Mathematics Subject Classification: 65—Numerical analysis
"

An Integrated Concept for Footstep Planning and Navigation for Different Types of Multi-Legged Robots in Challenging Environments",Mathematics Subject Classification: 68—Computer science
"

Antenna positioning analysis and  dual-frequency antenna design of high frequency ratio for advanced electronic code responding labels","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Developments In Double-modulated Terahertz Differential Time-domain Spectroscopy","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Adaptive Finite Element Methods for Nonlinear Hyperbolic Problems of Second
Order",Mathematics Subject Classification: 65—Numerical analysis
"

Energy Exchange and Loss Properties of Ferrites for Parametric Amplifiers","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Efficient terahertz-range beam control using flat optics","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Dielectric resonator antennas: from multifunction microwave devices to optical nano-antennas","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Design, Characterisation and Optimisation of a SAW Correlator Driven, Wireless, Passive Microvalve For Biomedical Applications","Mathematics Subject Classification: 94—Information and communication, circuits"
"

UHF Energy Harvesting and Power Management","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Absolute matrix summability methods","Mathematics Subject Classification: 40—Sequences, series, summability"
"

Design of Parametric Low-Sideband Upconverters Using Semiconductor Diodes","Mathematics Subject Classification: 94—Information and communication, circuits"
"

About absolute matrix summability methods and summability factors","Mathematics Subject Classification: 40—Sequences, series, summability"
"

Design of high performance RFID systems for metallic item identification","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Applications of Quasi-Monotone Sequences","Mathematics Subject Classification: 40—Sequences, series, summability"
"

Solutions for hard-to-tag objects in UHF RFID systems","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Lambda-Statistical Convergence of Sequences of Fuzzy Numbers","Mathematics Subject Classification: 40—Sequences, series, summability"
"

Nanometer Thin-film Ni-NiO-Ni Diodes for    Detection and Mixing of 30 THz Radiation","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Antennas, waves, and circuits in radio frequency identification","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Deionisation of Low Pressure Discharges in Inert Gases in a Field-Free Cylindrical Discharge Region","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Modelling of Bio-Inspired Vision System for Velocity Estimation","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Computer Generated Holograms for Free-Space Optical Interconnects","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Pattern Recognition and Tomographic Reconstruction with Terahertz Signals for Applications in Biomedical Engineering","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Neuromorphic VLSI designs for spike timing and rate-based synaptic plasticity with application in pattern classification","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Accurate Domain Truncation Techniques For Time-domain Conformal Methods","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Embedded Watermarking for Image Verification in Telemedicine","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Signal Processing Techniques for Phonocardiogram De-Noising and Analysis","Mathematics Subject Classification: 94—Information and communication, circuits"
"

A Recoil Resilient Luminal Support",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Nonlinear Lateral Inhibitory Neural Networks : Analysis and Application to Motion Detection",Mathematics Subject Classification: 92—Biology and other natural sciences
"

An Optical Assessment Of Visual Performance In The Eyes Of Hunting Spiders, Araneae Labidognatha","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Behavioral Modeling and Characterization of Nonlinear Operation in RF and Microwave Systems","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Multiple Stage Optimal Control Problems with Applications to Plasma Heating by Neutral Injection",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Die innere Struktur der Sonnenkorona",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Beiträge zur Kenntnis gewisser Eigenbewegungen in Sonnenfleckengruppen",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

New Models for the Reflectance Spectra of Halftone-based Color Hardcopy","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Die Geldentwerthung zu Halle a.S. in den letzten Decennien dieses Jahrhunderts","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Untersuchung und Verfeinerung pseudosymmetrischer Strukturen",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Automated and quantitative phenotyping of C. Elegans genetic screens from high-throughput image data",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Linear, Discrete, finite dimensional, dynamical systems over some classes
of commutative rings",Mathematics Subject Classification: 93—Systems theory; control
"

Fonctions d'excitation de la réactions(p,n): éléments légers","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Modeling P53 Transcriptional Regulation",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Liebig's Ansicht von der Bodenerschöpfung : und ihre geschichtliche, statistiche und nationalökonomische Begründung","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Dynamics and Asymptotic Behaviors of Biochemical Networks",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Das Finanzwesen der Staaten und Städte der Nordamerikanischen Union","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

SCALE INVARIANCE IN BIOLOGICAL SYSTEMS",Mathematics Subject Classification: 93—Systems theory; control
"

Termodinámica de equilibrio del modelo de Hopfield","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Unemployment in the State of New York","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A class of input/output random systems: Monotonicity and a small-gain theorem.",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

On Higher Order Elicitability and Some Limit Theorems on the Poisson and Wiener Space",Mathematics Subject Classification: 62—Statistics
"

Proton-Proton Scattering for a Nucleon Isobar Model",Mathematics Subject Classification: 81—Quantum Theory
"

Zur systematischen Strukturtheorie",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Endogenous Coalition Formation and Bargaining","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

An investigation of the sources of long-term capital for small businesses with emphasis upon the sources utilized by small businesses in Columbus, Ohio","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Rival Unionism in the United States","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Bounded Rationality and Contracts","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Interactions of Low Energy Pions with Wuclei",Mathematics Subject Classification: 81—Quantum Theory
"

Essays in Microeconomic Theory","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

History of Labor Organization in the South","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Low Energy Theorems for Meson Production by Real and Virtual Photons",Mathematics Subject Classification: 81—Quantum Theory
"

Mexican-American Labor Problems in Texas","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Application of Dispersion Relations to Leptonic Decays",Mathematics Subject Classification: 81—Quantum Theory
"

Problèmes des quarks constituants dans les interactions fortes. Dualité et diagrammes des quarks, SU(6)w brisée Ã la coplanaire",Mathematics Subject Classification: 81—Quantum Theory
