thesis,subject
"

Problems in the Measurement of Real Investment in the U.S. Private Economy","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on games with asymmetric information","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Distribution of Member Bank Reserves Among the Twelve Federal Reserve Districts, 1948-1964","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays in Finance and Organizations","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Wages and Capitalist Production","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Conception of Surplus in Theoretical Economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Investment Criteria and the Preference Function in Underdeveloped Countries: A Theoretical Study","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Welfare Economics and the Theory of the State","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

An Econometric Test of Some Modern International Trade Theories: Canada, 1870-1960","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Decomposition of Procyclical Productivity for the Airline Industry","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Real wages, employment and expectations","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Redistribution of Incomes through Public Finance in 1937","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Aspects of international economic interdependence under flexible exchange rates","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Procyclical Productivity and other Essays","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Theoretical and Empirical Issues on Monetary Policy","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Studies in the Theory of Rationing and General Equilibrium Analysis","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Effect of Employer-provided Health Insurance on Labor Market Participation","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Transformation Function Tests",Mathematics Subject Classification: 62—Statistics
"

Three Essays on Macroeconomics: Housing Market Fluctuations and Business Cycles","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Monetary and Macroprudential Policies","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Economic Growth","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Capital-Labour Substitution and Economic Growth","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Efficient Paths of Capital Accumulation and Optimism Rates of Saving","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Aspects of the Distribution of Personal Wealth","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Technical Change and Industrial Transformation : the Theory and an Application to the Semiconductor Industry","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Estimating the Demand for Environmental Quality","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Discrete Choice Models of Housing Demand","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Further Education and Training in Britain and Germany","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Demand for Public Transit in Montreal and its Implications for Transportation Planning and Cost-Benefit Analysis","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

An aggregate ""world"" production function : theory and estimation","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The economics of schooling and child labor for boys and girls in rural households in El Salvador: 1995–1999","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Une approche econometrique au probleme distribution-affectation","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A Study of the Argentine Labour Market","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Economic Development of Urban Areas","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The Austrian Theory of Value and Capital : Studies in the Life and Work of Eugen von Böhm-Bawerk",Mathematics Subject Classification: 01—History and biography
"

Economic Analysis of Criminal Procedure : Mapping Out the Aftermath of the Exclusionary Rule","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Trace Metal-Carbon Interactions in Marine Phytoplankton: Implications on the Cellular, Regional, and Global Scale",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Diagnostic Checking and Intra-Daily Effects in Time Series Models",Mathematics Subject Classification: 62—Statistics
"

Essays on price stickiness, inflation, and output","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Labor reallocation, productivity and output volatility in Japan","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Studying the causes and consequences of internal labor migration using survey and administrative data sources","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Location Choice, Product Choice, and the Human Resource Practices of Firms","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on the Formation of Social Networks from a Game Theoretical Approach","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Political and Public Economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays in Game Theory","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

On the Role of Imitation in Social Networks","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Social Choice and Public Economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Economics of Organisations and Development","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Money in the Theory of Economic Growth","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Network Externalities in Developing Economies","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Information acquisition, expertise, and consumer behavior in markets with informational asymmetries","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on the industrial organization of telecommunications","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Firms, Globalization and Financial constraints","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on the Dynamics of Bequests and Inequalities in France","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Frictional Markets","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Mercury Resistance as a Pressure Gauge","Mathematics Subject Classification: 80—Classical thermodynamics, heat transfer"
"

Banking structure and the effect of monetary policy on bank lending","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Physics of disordered media: Aggregation and diffusion","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Tunneling Transport Phenomena in Topological Systems",Mathematics Subject Classification: 81—Quantum Theory
"

Majorana Fermions in Chiral Topological Superconductors","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Three Essays on Dynamic Contracts with Applications to the Labour Market","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essais sur l'économie de la recherche et développement","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Some Developments on Mechanism Design and Auctions","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Hierarchical Semantics, Reasoning, and Translation",Mathematics Subject Classification: 68—Computer science
"

Evolutionary Game Dynamics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A Model for Fine-Grained Asynchronous Concurrency through Parallel Graph Reduction",Mathematics Subject Classification: 68—Computer science
"

Putting Algebra to Work in Compiler Construction",Mathematics Subject Classification: 68—Computer science
"

The Formation Ad Economic Effects of Price Expectation","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Entry Decisions and the Governance Form of Strategic Alliances","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Trois essais sur l'economie politique de l'information","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Computational Logic",Mathematics Subject Classification: 68—Computer science
"

The Design of a Distributed File System for the Stony Brook Multicomputer",Mathematics Subject Classification: 68—Computer science
"

Program Verification and the Macro Definition of Data Structures",Mathematics Subject Classification: 68—Computer science
"

Pattern Meta-Matching for Program Transformations",Mathematics Subject Classification: 68—Computer science
"

Logic Programming: A Functional Approach",Mathematics Subject Classification: 68—Computer science
"

Contributions to microscopic theories of classical and quantum liquids","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Software Templates",Mathematics Subject Classification: 68—Computer science
"

Towards a Theory of Program Synthesis: Automating Implementations of Abstract Data Types",Mathematics Subject Classification: 68—Computer science
"

Analysis of Communicating Finite State Machines",Mathematics Subject Classification: 68—Computer science
"

Static Analysis of Functional Programs",Mathematics Subject Classification: 68—Computer science
"

An Operational Semantics of Lazy Evaluation for Analysis",Mathematics Subject Classification: 68—Computer science
"

Reasoning about Systolic Algorithms",Mathematics Subject Classification: 68—Computer science
"

Syntax Driven Error Recovery in Top-Down Parsing",Mathematics Subject Classification: 68—Computer science
"

Linguistic Knowledge Based Discourse Modeling for Context Question Answering",Mathematics Subject Classification: 68—Computer science
"

Neuoplasticity in the Xenopus Visual System",Mathematics Subject Classification: 92—Biology and other natural sciences
"

The aperture averaged scintillation of the intensity of a Gaussian laser
beam propagated through strong optical turbulence and reflected by various targets","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Morphology and Elastohydrodynamics of Helical Bacteria and Spirochetes",Mathematics Subject Classification: 76—Fluid mechanics
"

Interactive Learning of Verb Semantics towards Human-Robot Communication",Mathematics Subject Classification: 68—Computer science
"

Incorporating non-verbal modalities in spoken language understanding for multimodal conversational systems",Mathematics Subject Classification: 68—Computer science
"

Eye gaze for reference resolution in multimodal conversational interfaces",Mathematics Subject Classification: 68—Computer science
"

Referential grounding towards mediating shared perceptual basis in situated dialogue",Mathematics Subject Classification: 68—Computer science
"

Semantic role labeling of implicit arguments for nominal predicates",Mathematics Subject Classification: 68—Computer science
"

Referring expression generation towards mediating shared perceptual basis in situated dialogue",Mathematics Subject Classification: 68—Computer science
"

Online adaptation for mobile device text input personalization",Mathematics Subject Classification: 68—Computer science
"

Kinetics of Microphase Separation in Polymer Systems: Theory and Computer Simulation","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Growth and roughening of non-equilibrium interfaces","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

A Complex Systems Approach to the Modeling and Characterization of Natural Ecosystems",Mathematics Subject Classification: 93—Systems theory; control
"

Two Problems in the Quantum Mechanics of Diatomic Molecules",Mathematics Subject Classification: 81—Quantum Theory
"

Studies in Nuclear Reactor Dynamics",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Scaling Properties of Driven Interfaces in Disordered Media",Mathematics Subject Classification: 76—Fluid mechanics
"

Critical phenomena in Heisenberg models of magnetism","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

A Counter Example to the Bloch-Nordsieck Theorem in Quantum Chromodynamics",Mathematics Subject Classification: 81—Quantum Theory
"

Model of Confinement in 2+1 Dimensional QCD",Mathematics Subject Classification: 81—Quantum Theory
"

Quantum scattering of slow electrons by neutral atoms",Mathematics Subject Classification: 81—Quantum Theory
"

La Estadística y la Probabilidad en los libros de texto de Bachillerato y en las pruebas de acceso a la Universidad",Mathematics Subject Classification: 97—Mathematics education
"

On the Amplitude Factorization in Gauge Theories",Mathematics Subject Classification: 81—Quantum Theory
"

The Optical Model, Lorentz Contraction and Proton-Proton Scattering","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Grammar, Uncertainty and Sentence Processing",Mathematics Subject Classification: 68—Computer science
"

Lattice Renormalization of $\phi^4$ Theory",Mathematics Subject Classification: 81—Quantum Theory
"

Learning and Generalization in the Creation of Information Extraction Systems",Mathematics Subject Classification: 68—Computer science
"

Mu-Mesonic Atoms and the Electromagnetic Radius of the Nucleus",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Inflation in generalized gravity models: dynamical analysis and singularities",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Cosmology and the Maupertuis-Jacobi Principle",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Wormhole Solutions: Scattering, Stability, And Quasi-normal Modes",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Wake-Bound States: Dispersive and Surface Effects",Mathematics Subject Classification: 81—Quantum Theory
"

Geometry and Dynamics of Generalized Gravity Models",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

A Theoretical Analysis of Quantum Control Landscapes",Mathematics Subject Classification: 81—Quantum Theory
"

Effective Models for the Electron",Mathematics Subject Classification: 81—Quantum Theory
"

Dynamical aspects of astrophysical discoidal systems",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Billiards: classical and quantum aspects",Mathematics Subject Classification: 81—Quantum Theory
"

Accretion of Exotic Matter into Black Holes",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Quantum tunneling and the Cosmic Censorship Conjecture",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Dynamical aspects of complex networks","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Testing the cosmic censorship conjecture with black holes",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Gravitational Wave Emission From Compact Sources: The Nonlinear Regime",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Integrability and resonances: applications of Melnikov methods",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Vector field modifications of General Relativity: cosmological and solar
system applications",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Scalar-Tensor Theories and the Accelerated Expansion of the Universe",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Einstein-Cartan Theory of Gravity Revisited",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Cold electroweak baryogenesis and quantum cosmological correlations",Mathematics Subject Classification: 81—Quantum Theory
"

Logarithmic Contributions To The Temperature In Yang-Mills Theory",Mathematics Subject Classification: 81—Quantum Theory
"

Aspects Of Field Theory At Finite Temperature",Mathematics Subject Classification: 81—Quantum Theory
"

Über das Verhalten von Potenzreihen mit zwei und drei Veränderlichen an der Konvergenzgrenze","Mathematics Subject Classification: 40—Sequences, series, summability"
"

Generalized Jacobi Identities in Gauge Theories",Mathematics Subject Classification: 81—Quantum Theory
"

W-Operators and Generating Functions of Hurwitz Numbers",Mathematics Subject Classification: 14—Algebraic geometry
"

Infrared divergences in Quantum Chromodynamics",Mathematics Subject Classification: 81—Quantum Theory
"

On the Free Energy in Non-Commutative Quantum Electrodynamics",Mathematics Subject Classification: 81—Quantum Theory
"

Gravitational Perturbations in a Thermal Medium",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Three And Four Gluon Vertices In Yang-Mills Theory",Mathematics Subject Classification: 81—Quantum Theory
"

Real time quantum field theory on a computer: the Hartree ensemble approximation",Mathematics Subject Classification: 81—Quantum Theory
"

Semiclassical Perturbation Theory of Molecular Collisions",Mathematics Subject Classification: 81—Quantum Theory
"

DLP: A Language for Distributed Logic Programming",Mathematics Subject Classification: 68—Computer science
"

On the Covariant Description of Spin",Mathematics Subject Classification: 81—Quantum Theory
"

Relativistic Analysis of the Electromagnetic Properties of the Deuteron",Mathematics Subject Classification: 81—Quantum Theory
"

Final State Interactions in Electron Induced Trinucleon Breakup Reactions",Mathematics Subject Classification: 81—Quantum Theory
"

Relativistic NN Scattering with Isobaric Degrees of Freedom",Mathematics Subject Classification: 81—Quantum Theory
"

Weak Interactions in Neutron Stars",Mathematics Subject Classification: 81—Quantum Theory
"

Cold electroweak baryogenesis",Mathematics Subject Classification: 81—Quantum Theory
"

Relativistic Analysis of the Constituent Quark Model for Mesons",Mathematics Subject Classification: 81—Quantum Theory
"

Incoherent Energy Transfer in Disordered Systems","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Calculations on Nucleon-Deuteron Scattering with Realistic Potentials",Mathematics Subject Classification: 81—Quantum Theory
"

The Feynman-Schwinger Representation of Field Theory Applied to Two-Body Bound States",Mathematics Subject Classification: 81—Quantum Theory
"

Numerical calculation of the baryon number violation in hot electroweak theory",Mathematics Subject Classification: 81—Quantum Theory
"

ALGOL 68 Transput",Mathematics Subject Classification: 68—Computer science
"

Proton-Proton Bremsstrahlung in a Relativistic Covariant Model",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Three-Nucleon Calculations Using the Faddeev Equations",Mathematics Subject Classification: 81—Quantum Theory
"

A Study of Neutron-Deuteron Scattering",Mathematics Subject Classification: 81—Quantum Theory
"

Understanding and Supporting Information Seeking Tasks among Multiple Resources",Mathematics Subject Classification: 68—Computer science
"

Some Exact Calculations on a Simple System of Spins ½",Mathematics Subject Classification: 81—Quantum Theory
"

Study of Resonances in View of Spin Determination",Mathematics Subject Classification: 81—Quantum Theory
"

Relativistic Models of Finite Nuclei",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Ham Reduction in Single-Ion and Cooperative Pseudo Jahn-Teller Effect",Mathematics Subject Classification: 81—Quantum Theory
"

Proton-Proton Bremsstrahlung and Elastic Nucleon-Nucleon Scattering : Relativistic Formulations",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Hamiltonian flow equations and the electron phonon problem","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Antiproton-Proton Scattering at LEAR Energies",Mathematics Subject Classification: 81—Quantum Theory
"

Inferencia estadística basada en medidas de divergencia para modelos loglineales con restricciones de desigualdad: aplicación en ensayos clínicos.",Mathematics Subject Classification: 62—Statistics
"

On the Handedness of Neutrinos",Mathematics Subject Classification: 81—Quantum Theory
"

Current Algebra and Kl3 Decay",Mathematics Subject Classification: 81—Quantum Theory
"

Probing lipid bilayers with fluorescence depolarization techniques","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Efimov Effect and Anomalous Transport Properties of a Quantum Lorentz Gas",Mathematics Subject Classification: 81—Quantum Theory
"

Topologische Vortex-Solitonen in der Ginzburg-Landau-Theorie des gebrochenzahligen Quanten-Hall-Effekts",Mathematics Subject Classification: 81—Quantum Theory
"

n-Orbital-Modell für ein zweidimensionales ungeordnetes Elektronensystem im starken Magnetfeld",Mathematics Subject Classification: 81—Quantum Theory
"

Das zweidimensionale Elektronengas im starken Magnetfeld und im Zufallspotential",Mathematics Subject Classification: 81—Quantum Theory
"

Yang-Baxter Equations, Hyperlattices and a Loop Model","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Analytic Methods and Exact Solutions for One-Dimensional Random Systems","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Semi-Inclusive Deep Inelastic Lepton Scattering on Nucleons and Nuclei",Mathematics Subject Classification: 81—Quantum Theory
"

A Model for Inclusive Nucleon-Nucleon Reactions",Mathematics Subject Classification: 81—Quantum Theory
"

Random Tilings and Solvable Lattice Models","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Zur Berechnung der Polarisation der bei ","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Cubatic Phase in Complex Liquids","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Flow equations for the quantum electrodynamics of the light-front",Mathematics Subject Classification: 81—Quantum Theory
"

Zugang zum Hubbardmodell mit Hilfe von Flussgleichungen",Mathematics Subject Classification: 81—Quantum Theory
"

Zur Zustandsdichte des n-Orbital-Modells",Mathematics Subject Classification: 81—Quantum Theory
"

Numerische Renormierungsgruppenrechnungen zur Anderson Lokalisierung in einer Dimension","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Dissipative quantum systems and flow equations",Mathematics Subject Classification: 81—Quantum Theory
"

Chaos in dilute hard sphere gases in and out of equilibrium","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Phasenübergänge in gonihedrischen Ising-Modellen","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Strangeness in Dense Hadronic Matter",Mathematics Subject Classification: 81—Quantum Theory
"

Combinación de predicciones y métodos de evaluación. Nuevas alternativas basadas en medidas de información",Mathematics Subject Classification: 62—Statistics
"

Equilibrium Crystal Shapes","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Meson-Baryon Coupling Constants in QCD Sum Rules",Mathematics Subject Classification: 81—Quantum Theory
"

Kinetic Theory of Dense Fluids","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Discrete symmetry breaking beyond the Standard Model",Mathematics Subject Classification: 81—Quantum Theory
"

Chaos in Systems with many Degrees of Freedom","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Azimuthal Asymmetries in Hard Scattering Processes",Mathematics Subject Classification: 81—Quantum Theory
"

The Infinite Momentum Frame Method in Field Theory with some Applications",Mathematics Subject Classification: 81—Quantum Theory
"

Multiquark States in the Bag Model",Mathematics Subject Classification: 81—Quantum Theory
"

Thermodynamics of Crystal Surfaces‎","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Signatures of gluon saturation in high energy scattering",Mathematics Subject Classification: 81—Quantum Theory
"

Thermodynamics of QCD-Inspired Theories",Mathematics Subject Classification: 81—Quantum Theory
"

Zum Einfluss eines ungeordneten Substratpotentials auf den gebrochenzahlig quantisierten Halleffekt","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Mapping the internal structure of hadrons through color and spin effects",Mathematics Subject Classification: 81—Quantum Theory
"

Quark Antisymmetrization in Nuclei",Mathematics Subject Classification: 81—Quantum Theory
"

Ein Monte-Carlo Variationsverfahren zur Darstellung von RVB-Zuständen in korrelierten Systemen",Mathematics Subject Classification: 81—Quantum Theory
"

On baryon antibaryon scattering",Mathematics Subject Classification: 81—Quantum Theory
"

Konforme Symmetrie und das Spektrum
kritischer Exponenten im n-Vektor Modell in 4-epsilon Dimensionen","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

",Mathematics Subject Classification: 81—Quantum Theory
"

Crecimiento regional y efecto competitivo modelización econométrica y predicción",Mathematics Subject Classification: 62—Statistics
"

Anomale Dimensionen von relevanten Operatoren in der O(m)-symmetrischen phi hoch 2n-Theorie","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Kritisches Verhalten des Beteiligungsverhältnisses in 2+epsilon Dimensionen","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Andersonlokalisierung in Untergitter-Modellen","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Zum Heisenberg-Modell im paramagnetischen Bereich und am kritischen Punkt",Mathematics Subject Classification: 81—Quantum Theory
"

Zweiteilchen-Näherung für Fermionensysteme mit Paarkorrelationen",Mathematics Subject Classification: 81—Quantum Theory
"

Das halb-unendliche Potts-Modell","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Feldtheoretische Beschreibung kritischer Phänomene in halbunendlichen Systemen","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Numerical Simulations of Electron Spin Resonance Spectra in the Slow Motion Regime",Mathematics Subject Classification: 81—Quantum Theory
"

Quantum Statistical Theory of Relaxation in Isolated Spin Systems","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

One-Boson-Exchange Models and Regge Poles : A Study of Low Energy Nucleon--Nucleon and Hyperon--Nucleon Scattering",Mathematics Subject Classification: 81—Quantum Theory
"

Classical Properties of Supersymmetric Extended Objects",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Electromagnetic mass differences of baryon, mesons and 3/2 resonances",Mathematics Subject Classification: 81—Quantum Theory
"

Absorption of slow $\pi$ mesons by deuterons",Mathematics Subject Classification: 81—Quantum Theory
"

Fayet-Iliopoulos Terms and BPS Cosmic Strings in N=2 Supergravity",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Characterisation of cosmic defects using field theory and analytical",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Semi-phenomenological two-nucleon potential up to 150 Mev",Mathematics Subject Classification: 81—Quantum Theory
"

Extending and testing observational signatures of Cosmic Strings",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

",Mathematics Subject Classification: 81—Quantum Theory
"

A Theoretical Analysis of Experimental Open Quantum Dynamics",Mathematics Subject Classification: 81—Quantum Theory
"

Extended Objects, Solitons and Bogomol'nyi Bounds",Mathematics Subject Classification: 35—Partial differential equations
"

Topics in Two Dimensional Gauge Theories",Mathematics Subject Classification: 81—Quantum Theory
"

Robust location measures for imprecise-valued random elements",Mathematics Subject Classification: 62—Statistics
"

Extremal extensions of positive maps and bound entangled quantum states",Mathematics Subject Classification: 81—Quantum Theory
"

Quantum state estimation using weak measurements and entanglement manipulation with local filters",Mathematics Subject Classification: 81—Quantum Theory
"

La Teoría de Redes en el análisis input-output","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Branes, Domain Walls and Cosmological Terms in Supergravity",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Charged Topological Defects",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Exotic Properties of Extended Objects in Field Theories",Mathematics Subject Classification: 81—Quantum Theory
"

","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Pion Production and the Second Pion-Nucleon Resonance",Mathematics Subject Classification: 81—Quantum Theory
"

Bremsstrahlung in High Energy Nucleon-Nucleon Collisions and Radiative Corrections to Meson-Nucleon Scattering",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Étude rhéologique du fluage et de l'hystéréris mécanique des matériaux",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Chirality Invariance and the Universal Fermi Interaction",Mathematics Subject Classification: 81—Quantum Theory
