thesis,subject
"

Applications of near vector spaces and fuzzy set theory in functional analysis",Mathematics Subject Classification: 46—Functional analysis
"

No free lunch and risk measures on Orlicz spaces",Mathematics Subject Classification: 46—Functional analysis
"

Two treatises on the astrolabe by Aby Rayhan Muhammad ibn Ahmad Biruni (973-1048 A.D.)",Mathematics Subject Classification: 01—History and biography
"

Stochastic Processes on Vector Lattices",Mathematics Subject Classification: 46—Functional analysis
"

A critical review of the hypothesis of a medieval origin for portolan charts",Mathematics Subject Classification: 01—History and biography
"

A life of learning in Leiden: the mathematician Frans van Schooten Jr. (1615-1660)",Mathematics Subject Classification: 01—History and biography
"

Generalized Martingale and Stopping Time Techniques in Banach Spaces",Mathematics Subject Classification: 46—Functional analysis
"

The Riesz Tensor Product of Archimedian Riesz Spaces",Mathematics Subject Classification: 46—Functional analysis
"

Non-singular Linear Integral Equations in Banach Function Spaces",Mathematics Subject Classification: 45—Integral equations
"

Beitrag zur Untersuchung von außergewöhnlichen Druck- und Temperatursteigerungen bei Dieselmotoren",Mathematics Subject Classification: 76—Fluid mechanics
"

Applications of computer algebra systems to the solution of problems of
combinatorial geometry",Mathematics Subject Classification: 52—Convex and discrete geometry
"

Applying Kripke Models to the Investigation of Superintuitionistic and Modal Logics",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

On Modal Logics of Elementary Classes of Kripke Frames",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Some Questions from Constructive Mathematical Logic. On the Languages Ю",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Predicative Second-Order Theories",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Mass Problems in Riemann Integration",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

A High-Performance Framework for Analyzing Massive Complex Networks",Mathematics Subject Classification: 68—Computer science
"

On Intrinsic Geometry of Saddle Surfaces",Mathematics Subject Classification: 53—Differential geometry
"

Discounted Cash Flow Methods and Environmental Decisions","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Visual-Inertial Odometry on Resource-Constrained Systems",Mathematics Subject Classification: 93—Systems theory; control
"

On Using Standardized Time Series to Analyze Stochastic Processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Steady-State Analyses: Variance Estimation in Simulations and Dynamic Pricing in Service Systems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Mathematics of Civil Infrastructure Network Optimization","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Topics in graph fall-coloring.",Mathematics Subject Classification: 05—Combinatorics
"

Data-driven Approaches for Texture and Motion",Mathematics Subject Classification: 68—Computer science
"

Eenwaardige reguliere functies",Mathematics Subject Classification: 26—Real functions
"

Transcendental Curves in the Leibnizian Calculus",Mathematics Subject Classification: 01—History and biography
"

Spatial Population Processes",Mathematics Subject Classification: 62—Statistics
"

The Identity Problem in Finitely Defined Groups and Semigroups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Integrating data collection and model analysis in simulation","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Multi Interactive Proof Systems with a Constant Number of Rounds and Their Applications",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Toepassing der Statistische Mechanica van Gibbs op molekulair-theoretische vraagstukken","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Ptolemy's Mathematical Approach: Applied Mathematics in the Second Century",Mathematics Subject Classification: 01—History and biography
"

Attainability of the minimal exponential growth rate in groups with periodic relations",Mathematics Subject Classification: 20—Group theory and generalizations
"

Decidability Problems for Propositional Calculi and Logics",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Two variable equations in free group",Mathematics Subject Classification: 20—Group theory and generalizations
"

Differentials, Higher-Order Differentials and the Derivative in the Leibnizian Calculus",Mathematics Subject Classification: 01—History and biography
"

Simultaneous Generalized Hill Climbing Algorithms for Addressing Sets of Discrete Optimization Problems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

A Convergence Analysis of Generalized Hill Climbing Algorithms","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Hybrid Neuro-Fuzzy Inference Models for Outcome Prediction in Acute Leukemia Using Gene Expression and Covariate Data",Mathematics Subject Classification: 68—Computer science
"

Gnomes in the Fog. The Reception of Brouwer's Intuitionism in the Twenties",Mathematics Subject Classification: 01—History and biography
"

Willebrord Snellius (1580-1626): a Humanist Reshaping the Mathematical Sciences",Mathematics Subject Classification: 01—History and biography
"

On Lakatos' Philosophy of Mathematics",Mathematics Subject Classification: 00—General
"

Onderzoekingen over de straling der zonnevlekken",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Algorithmes intérieurs-exterieurs pour la programmation linéaire et la programmation quadratique","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Books I and IV of Kushyar ibn Labban's Jami` Zij: An astronomical handbook by an 11th century Iranian scholar",Mathematics Subject Classification: 01—History and biography
"

Behavioral Modeling for Anomaly Detection in Industrial Control Systems",Mathematics Subject Classification: 68—Computer science
"

The kernel of the monodromy of the universal family of degree d smooth plane curves",Mathematics Subject Classification: 20—Group theory and generalizations
"

Efficient Parallel Algorithms for Error Correction and Transcriptome Assembly of Biological Sequences",Mathematics Subject Classification: 68—Computer science
"

A Novel Method for Cluster Analysis of RNA Structural Data",Mathematics Subject Classification: 68—Computer science
"

Numerical and Streaming Analyses of Centrality Measures on Dynamic Graphs",Mathematics Subject Classification: 68—Computer science
"

","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Verandering van den galvanischen toestand van zuivere metalen met de temperatuur","Mathematics Subject Classification: 80—Classical thermodynamics, heat transfer"
"

Ebene Lagerungen von Kreisen, deren Radien nicht sehr verschieden sind",Mathematics Subject Classification: 52—Convex and discrete geometry
"

Strong Markov Processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Boundary Measures and Cubical Covers of sets in $\Bbb{R}^n$",Mathematics Subject Classification: 28—Measure and integration
"

Bijdrage tot de toepassing van de waarschijnlijkheidsrekening in de natuurkunde","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Méthodes de pénalités mixtes : Nouvelle stratégie d'extrapolation et convergence superlinéaire en deux étapes","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Statische Berechnung steifer Vierecknetze",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

",Mathematics Subject Classification: 53—Differential geometry
"

Nuances in Visual Recognition",Mathematics Subject Classification: 68—Computer science
"

An Interactive System for Combinatorial Scientific Computing with an Emphasis on Programmer Productivity",Mathematics Subject Classification: 68—Computer science
"

On Systems of Equations in a Free Group",Mathematics Subject Classification: 20—Group theory and generalizations
"

Higher-order Fourier Analysis over Finite Fields and Applications",Mathematics Subject Classification: 68—Computer science
"

The Word Identity and Divisibility Problems in Finitely-Defined Semigroups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Balance Optimization Subset Selection: A Framework for Causal Inference with Observational Data","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Optimality, Uncertainty, and Dynamic Programming with Lower Previsions",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Median Shapes",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Experiments in Medical Image Segmentation","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Over de theorie der trillende platen en haar verband met de experimenten",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Over een bijzondere soort van geheele functiën; Uitmeting van den sterrehoop G.C. 4410, zoowel door rechtstreeksche waarneming, als op fotografische platen",Mathematics Subject Classification: 33—Special functions
"

The variable star êta geminorum",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Effects of Phonon Interactions on the Scattering of Neutrons by Crystals",Mathematics Subject Classification: 81—Quantum Theory
"

Exploring Pediatric Immunization Markets Using Operations Research and Game Theory","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Mapping Parallel Graph Algorithms to Throughput-Oriented Architectures",Mathematics Subject Classification: 68—Computer science
"

Algorithmic problems and quadratic equations in hyperbolic groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

STATISTICAL INFERENCE FOR VARYING COEFFICIENT MODELS",Mathematics Subject Classification: 62—Statistics
"

Control and Noise Immunity of High Resolution Experiments on Earth Orbit",Mathematics Subject Classification: 68—Computer science
"

On The Design of Architecture-Aware Algorithms For Emerging Applications",Mathematics Subject Classification: 68—Computer science
"

Intensities of Spectral Lines",Mathematics Subject Classification: 81—Quantum Theory
"

Theory on a Partially Ionized Gas Centrifuge",Mathematics Subject Classification: 76—Fluid mechanics
"

Sequential Decision Making For Choice Functions On Gambles",Mathematics Subject Classification: 62—Statistics
"

Excited States of Atoms and Molecules",Mathematics Subject Classification: 81—Quantum Theory
"

Binary search trees, rectangles and patterns",Mathematics Subject Classification: 68—Computer science
"

Thermodynamic Performance of a Gas-Core Fission Reactor","Mathematics Subject Classification: 80—Classical thermodynamics, heat transfer"
"

Multiagent Industrial Symbiosis Systems",Mathematics Subject Classification: 93—Systems theory; control
"

High Performance Computing for Irregular Algorithms and Applications with a Focus on Big Data Analytics",Mathematics Subject Classification: 68—Computer science
"

Graph Analysis Combining Numerical, Statistical, and Streaming Techniques",Mathematics Subject Classification: 68—Computer science
"

Strengthening the Sustainability of Pediatric Vaccine Supply by using Operations Research Methods","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

New Methods for Branch-and-Bound Algorithms","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Optimality, Uncertainty, and Performance of Passenger Screening in Aviation Security Systems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

De aequationibus nonnullis differentialibus",Mathematics Subject Classification: 34—Ordinary differential equations
"

Nonparametric Curve Estimation with Bernstein Estimates",Mathematics Subject Classification: 62—Statistics
"

Interactive Data Management and Data Analysis",Mathematics Subject Classification: 68—Computer science
"

Adaptive control of conflict flows",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Investigation of x-radiation","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

An investigation of automatic feature extraction for clustered microcalcifications on digital mammograms",Mathematics Subject Classification: 68—Computer science
"

Why wait? Organizing integrated processes in cancer care","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Some Extensions of the Airy Disc Formula","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Scalable Cluster Technologies for Mission-Critical Enterprise Computing",Mathematics Subject Classification: 68—Computer science
"

The Authoring Metaphor to Machine Understanding of Multimedia",Mathematics Subject Classification: 68—Computer science
"

Theoretische en numerieke behandeling van de buiging door een ronde opening","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Stochastic Sequential Resource Allocation and Passenger Assignment in Aviation Security Systems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

On the Design and Implementation of Parallel Algorithms for Graph Problems on Shared-Memory Machines",Mathematics Subject Classification: 68—Computer science
"

Electrostatic Fields in Ionic Crystals",Mathematics Subject Classification: 81—Quantum Theory
"

Über eine Erweiterung des Verfahrens von Theil und van de Panne auf allgemeine konvexe Optimierungsprobleme",Mathematics Subject Classification: 65—Numerical analysis
"

Graph Theory Models and Algorithms for Political Districting: An Approach to Inform Public Policy","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Analyzing Hybrid Architectures for Massively Parallel Graph Analysis",Mathematics Subject Classification: 68—Computer science
"

Generalized Sequential Assignment Problem","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Algorithm Design on Multicore Processors for Massive-Data Analysis",Mathematics Subject Classification: 68—Computer science
"

Scalable Hybrid Sparse Linear Solvers",Mathematics Subject Classification: 68—Computer science
"

Multimethod solvers: algorithms, applications and software",Mathematics Subject Classification: 68—Computer science
"

Compression, Correlation and Detection for Energy Efficient Wireless Sensor Networks",Mathematics Subject Classification: 68—Computer science
"

A New Modelling Language for Cyber-physical Systems",Mathematics Subject Classification: 68—Computer science
"

Synthesis of Synchronous Programs to Parallel Software Architectures",Mathematics Subject Classification: 68—Computer science
"

Model-based Design of Embedded Systems by Desynchronization",Mathematics Subject Classification: 68—Computer science
"

Henry C. Carey als Nationalökonom","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Two Combinatorial Optimization Problems at the Interface of Computer Science and Operations Research","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

New developments in Stein's method with applications",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Tri-orthogonal polarization diverse communications","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Generalized Hill Climbing Algorithms for Discrete Optimization Problems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

A Measurement and Simulation Methodology for Parallel Computing Performance Studies",Mathematics Subject Classification: 68—Computer science
"

Complexity of Recognition of an Approximate Occurrence of Words on Turing Machines",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Assessing the Finite-Time Performance of Local Search Algorithms","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

The Design and Analysis of Pediatric Vaccine Formularies: Theory and Practice","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Interacting Hospital Departmentsand Uncertain Patient Flows:Theoretical Models and Applications","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

On Relative Interpretability of Some Extensions of Arithmetic",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Integrated Decision Making in Healthcare","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Numerical Methods for Problems with Moving Meshes",Mathematics Subject Classification: 65—Numerical analysis
"

Specification Testing of GARCH Regression Models",Mathematics Subject Classification: 62—Statistics
"

Routing Fountains: Leveraging Broadcast Channels to Improve the Dissemination of Control Information for Large Inter-Domain Networks",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Broadband Monolithic Constrained Lens Design","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Media Access Control for Optical CDMA Networks Through Interference Avoidance",Mathematics Subject Classification: 68—Computer science
"

Die Verhältnisse des Kohlenbergbaues in den Vereinigten Staaten mit besonderer Bezugnahme auf die Lage der Bergarbeiters seit dem Jahre 1885","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Versuch einer Bevölkerungslehre ausgehend von einer Kritik des Malthus'schen Bevölkerungsprincips","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Die Finanzverhältnisse der Einzelstaaten der Nordamerikanischen Union","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

On the List Coloring Problem and Its Equitable Variants",Mathematics Subject Classification: 05—Combinatorics
"

Contributions to Algorithmic Matroid Problems",Mathematics Subject Classification: 05—Combinatorics
"

Création interactive de mondes virtuels: Combiner génération procédurale et contrôle utilisateur intuitif",Mathematics Subject Classification: 68—Computer science
"

Cold Collisions Of Alkali Atoms in A Laser Field","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Asymptotic analysis of network structures: degree-degree correlations and directed paths",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

A Full Probabilistic Approach to Waiting Time Distributions",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Collective Motion in Nuclei and Its Excitation in Scattering",Mathematics Subject Classification: 81—Quantum Theory
"

Flowing Through Hospitals","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Online Scheduling & Project Scheduling","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Wendbaarheid in beweging : een onderzoek naar de wendbaarheid van de handelingsstructuur van VWO-leerlingen aan de hand van lesmateriaal over bewegingen","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

De atomicorum doctrina commentationis specimen primum","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Coincidence Measurements on Break-up of Few-Nucleon Systems with the Multidetector BOL",Mathematics Subject Classification: 81—Quantum Theory
"

A writer's nonlinear valuation model for the call option","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Managing urgent care in hospitals","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Formal Methods in Knowledge Engineering",Mathematics Subject Classification: 68—Computer science
"

The structure of simply connected homogeneous Riemannian $Z$-manifolds",Mathematics Subject Classification: 53—Differential geometry
"

Theorems of Stability for Surfaces Close to Sphere","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

Independent and Dominating Sets in Wireless Communication Graphs","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

",Mathematics Subject Classification: 05—Combinatorics
"

",Mathematics Subject Classification: 05—Combinatorics
"

Efficiency of Local Search","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Crystallisation on a Sphere : Computational Studies of Two-Dimensional Lennard-Jones Systems","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

On the Design and Analysis of Practical Parallel Algorithms for Combinatorial Problems with Applications to Image Processing",Mathematics Subject Classification: 68—Computer science
"

Methodological Aspects of Designing Induction-Based Applications",Mathematics Subject Classification: 68—Computer science
"

Quasi-interpolation and its applications",Mathematics Subject Classification: 41—Approximations and expansions
"

Enhancing Network Object Caches Through Cross-domain Prediction",Mathematics Subject Classification: 68—Computer science
"

Het spectrum van neodymium: structuur, Zeeman-effect en isotopieverschuiving",Mathematics Subject Classification: 81—Quantum Theory
"

Background Use of Idle Resource Capacity",Mathematics Subject Classification: 68—Computer science
"

Exact algorithms for the Steiner Tree Problem","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

De wisselwerking in de theorie van de beta radioactiviteit",Mathematics Subject Classification: 81—Quantum Theory
"

Planning of outsourced operations in pharmaceutical supply chains","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Nuclear Spectroscopic Investigations of Some Isotopes of Caesium, Lead and Mercury",Mathematics Subject Classification: 81—Quantum Theory
"

Three Existence Probems in Extremal Graph Theory",Mathematics Subject Classification: 05—Combinatorics
"

",Mathematics Subject Classification: 05—Combinatorics
"

Algorithms for Vertex Weighted Matching in Graphs",Mathematics Subject Classification: 68—Computer science
"

Empirical Likelihood with Applications in Time Series",Mathematics Subject Classification: 62—Statistics
"

Over het oplossen van technische problemen","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Logic Programming for Knowledge-Intensive Interactive Applications",Mathematics Subject Classification: 68—Computer science
"

Noahnet: An Experimental Flood Local Area Network","Mathematics Subject Classification: 94—Information and communication, circuits"
"

The architecture and implementation of MEMNET: a high--speed shared-memory
computer communication network",Mathematics Subject Classification: 68—Computer science
"

Retail inventory management with lost sales",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Concepts and Trade-offs in Supply Chain Finance","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Collaboration between multiple newsvendors","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A Study of Non-Newtonian Behaviour of Blood Flow through Stenosed Arteries",Mathematics Subject Classification: 76—Fluid mechanics
"

Problems in list coloring, triangle covering, and pursuit-evasion games",Mathematics Subject Classification: 05—Combinatorics
"

Exact and Asymptotic Dot Product Representations of Graphs",Mathematics Subject Classification: 05—Combinatorics
"

Algebraic Complexity",Mathematics Subject Classification: 00—General
"

A Microeconometric Analysis of the Welfare of Households in Vietnam and China : Poverty, Vulnerability and Inequality","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

End-to-End Resilience Mechanisms for Network Transport Protocols","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Strengthening the Security of Key Exchange Protocols",Mathematics Subject Classification: 68—Computer science
"

Geometric neurodynamical classifiers applied to breast cancer",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

A Framework to Quantify Network Resilience and Survivability","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Designing and Understanding Forensic Bayesian Networks using Argumentation",Mathematics Subject Classification: 68—Computer science
"

Predicate Logics of First-Order Theories",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Scyther: Semantics and verification of security protocols",Mathematics Subject Classification: 68—Computer science
"

Über lineare Gleichungen zwischen elliptischen Koordinaten",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Dense Visual SLAM",Mathematics Subject Classification: 68—Computer science
"

Entwurf und Modellierung einer universellen Telearbeitsumgebung auf Basis einer serviceorientierten Architektur",Mathematics Subject Classification: 68—Computer science
"

On Kolmogorov non-stochastic strings",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Hybrid Scene Characterisation Applied to Natural Images",Mathematics Subject Classification: 68—Computer science
"

Human robot interaction in a crowded environment",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Perception and Orientation in Minimally Invasive Surgery",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Handelingssequenties bij courseware-ontwikkeling: werkwijzen in de ontwikkelingsomgeving EDUC",Mathematics Subject Classification: 97—Mathematics education
"

Proficiency gain and competency assessment in laparoscopic colorectal surgery",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Quality of care in surgery and methods to assess the volume-outcome relationship",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Judgment and Decision Making in Surgery",Mathematics Subject Classification: 92—Biology and other natural sciences
"

The use of rapid sampling microdialysis in monitoring human bowel and anastomosis ischaemia",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Instruction with 3D Computer Generated Anatomy",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Random Threshold Graphs and Related Topics",Mathematics Subject Classification: 05—Combinatorics
"

A Photoplethysmography System Optimised for Pervasive Cardiac Monitoring",Mathematics Subject Classification: 68—Computer science
"

New Applications of the Nearest-Neighbor Chain Algorithm",Mathematics Subject Classification: 68—Computer science
"

Topological Algorithms for Geographic and Geometric Graphs",Mathematics Subject Classification: 68—Computer science
"

The Impact of Working Time on Employment, Wages and Productivity : Evidence from IAB Establishment Panel Data","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Segmentation of the Left Atrium and Pulmonary Veins from Contrast-Enhanced MR Images",Mathematics Subject Classification: 68—Computer science
"

Spatiotemporal visual analysis of human actions",Mathematics Subject Classification: 68—Computer science
"

Coronary Segmentation in Optical Coherence Tomography",Mathematics Subject Classification: 68—Computer science
"

Spatio-temporal modeling and analysis of brain development - See more at:
http://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.576025#sthash.Y4bnrQSw.dpuf",Mathematics Subject Classification: 68—Computer science
"

Alignment and visualisation in image-guided intervention",Mathematics Subject Classification: 68—Computer science
"

Machine learning for image-based classification of Alzheimer's disease",Mathematics Subject Classification: 68—Computer science
"

Analysis of MRI for Knee Osteoarthritis using Machine Learning",Mathematics Subject Classification: 68—Computer science
"

Tracking longitudinal change using MR image data",Mathematics Subject Classification: 68—Computer science
"

Estimating Gene Interactions Using Information Theoretic Functionals",Mathematics Subject Classification: 68—Computer science
"

Analysis of 3D Face Reconstruction",Mathematics Subject Classification: 68—Computer science
"

Efficient and scalable exact inference algorithms for Bayesian networks",Mathematics Subject Classification: 68—Computer science
"

A flexible access platform for robot-assisted minimally invasive surgery",Mathematics Subject Classification: 92—Biology and other natural sciences
