thesis,subject
"

",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

",Mathematics Subject Classification: 51—Geometry
"

Geometry of Affine Space with Triangular Fundamental Group",Mathematics Subject Classification: 51—Geometry
"

Contribution aux problèmes de maximisation de l’utilité robuste sous contraintes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Personality Factors and Experimental Conditions as Determinants of Rigidity in Problem Solving Behavior","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Heed: A framework for situation aware monitoring","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Estimation de l'histoire démographique des populations à partir de génomes entièrement séquencés",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Classification des points d'un ouvert d'un espace euclidien relativement à la distance au bord : étude topologique et quantitative des classes obtenues",Mathematics Subject Classification: 52—Convex and discrete geometry
"

Encryption Mechanisms for Digital Content Distribution",Mathematics Subject Classification: 68—Computer science
"

Decomposing Graphs With Two Associate Classes Into Paths Of Length 3 And The Intersection Problem Of Latin Rectangles",Mathematics Subject Classification: 05—Combinatorics
"

The Hydromechanics of a Compressible Fluid",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

",Mathematics Subject Classification: 53—Differential geometry
"

Environmental controls of coral growth: Data driven multi-scale analyses of rates and patterns of growth in massive Porites corals around the Thai-Malay Peninsula",Mathematics Subject Classification: 68—Computer science
"

Globular Cluster Systems as Clues to the Formation and Evolution of Early-Type Galaxies",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Modèles de Chocs et Processus de Dégradation pour l'Analyse de Fiabilité
des Equipements Electriques",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

The Asymptotic Behavior of Evolution Families",Mathematics Subject Classification: 93—Systems theory; control
"

The Asymptotic Behavior of Linear Skew-Product Flows",Mathematics Subject Classification: 93—Systems theory; control
"

Hankel Operator On White Noise Space And Quantum Gross Laplacian",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Pricing Inflation and Interest Rates Derivatives with Macroeconomic Foundations",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Die 3-3 1/2 jährige und die 2 jährige Temperaturschwankung",Mathematics Subject Classification: 86—Geophysics
"

Stochastic Models for Valuation and Risk Management of Credit–Sensitive Hybrid Derivatives",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

A Panoramic View of Nonlinear Valuation Encompassing Valuation Adjustments","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Ondes progressives pour les équations de Gross-Pitaevskii",Mathematics Subject Classification: 35—Partial differential equations
"

Mechanisms of human error and human error detection","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Stability of solitons and multi-solitons for Landau-Lifschitz equation",Mathematics Subject Classification: 35—Partial differential equations
"

Méthodes moléculaires et multi-échelles pour la simulation numérique des matériaux",Mathematics Subject Classification: 65—Numerical analysis
"

Reliability Aspects for Electrical Systems: Weibull - Markov Model and Maintenance Optimization",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Spherical spin glasses",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Fast Spectral Element Methods for Wave Equation and Navier-Stokes Equations and Its Applications",Mathematics Subject Classification: 65—Numerical analysis
"

The Density of   Rational Points and Invariants of Genus One Curves",Mathematics Subject Classification: 11—Number theory
"

",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Modeling of high-dimensional realized volatility matrices with financial applications",Mathematics Subject Classification: 62—Statistics
"

Volatility and Correlation in Financial Markets: Theoretical Developments and Numerical Analysis",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Computational and modelling solutions for interest rate and credit derivatives market models",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

A consistent framework for valuation under collateralization, credit risk and funding costs",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Die Edgeworth-Approximation zur Kalibrierung eines Lévy-Hybridmodells unter dem physikalischen Maß",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Valuation of portfolio credit derivatives and data-based default prediction",Mathematics Subject Classification: 62—Statistics
"

Topics in Mathematical Finance: From Interest Rate Models to Exotic Options",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Resource Allocation in Parallel Shared-Nothing Parallel Database Systems",Mathematics Subject Classification: 68—Computer science
"

Heuristic Search Under Time and Quality Bounds",Mathematics Subject Classification: 68—Computer science
"

Robotics Needs Non-classical Planning",Mathematics Subject Classification: 68—Computer science
"

Heuristic Search with Limited Memory",Mathematics Subject Classification: 68—Computer science
"

Investigating High School Mathematics Teachers' Formative Assessment Practices",Mathematics Subject Classification: 97—Mathematics education
"

Educative Supports for Teachers in Middle School Mathematics Curriculum
Materials: What is Offered and How is it Expressed?",Mathematics Subject Classification: 97—Mathematics education
"

Sharp approximation for density dependent Markov chains",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Cache-Oblivious Scientific Computing",Mathematics Subject Classification: 68—Computer science
"

Untersuchungen von Funktionalen zufälliger Prozesse",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Homogene Stochastische Differentialgleichungen mit Gewöhnlicher Drift",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Clustering and Network Analysis with Biological Applications",Mathematics Subject Classification: 68—Computer science
"

Schätzung von Ausfallraten",Mathematics Subject Classification: 62—Statistics
"

Zur Theorie der optimalen Steuerung von Markovschen steuerbaren Prozessen mit diskreter Zeit",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Geometry and Optimization of Relative Arbitrage",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Sequentielle Unterscheidung zweier einfacher Hypothesen und das Strukturbruchproblem für Markovsche Beobachtungsfolgen",Mathematics Subject Classification: 62—Statistics
"

Topics in rank-based stochastic differential equations",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Some examples of the spatial evolution of two-parameter processes with
non-adapted initial conditions",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Généralisation du théorème de Greenberg-Stevens au cas du carré symétrique
d’une forme modulaire et application au groupe de Selmer",Mathematics Subject Classification: 11—Number theory
"

On the Existence of a Certain Class of Nonlinear Stochastic Processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

On the Optimal Stopping Problem driven by Spectrally Negative Levy Processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Online Structured Learning for Real-Time Computer Vision Gaming Applications",Mathematics Subject Classification: 68—Computer science
"

Stochastische Differentialgleichungen mit Inhomogenen Koeffizienten",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Eindimensionale stochastische Differentialgleichungen ohne Drift mit zeitabhängigen Koeffizienten",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Integraldarstellung bezüglich stetiger lokaler Martingale",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Zur Theorie des optimalen Stoppens von Standard-Markov-Prozessen",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

On The Efficiency Of Recursive Evaluations With Applications To Risk Theory",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

On the Predictable Representation Property of Martingales Associated with
Lévy Processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Dual integral characterizations for the stability of evolutionary processes in Banach spaces",Mathematics Subject Classification: 47—Operator theory
"

Dichotomic and trichotomic behaviors for linear differential equations",Mathematics Subject Classification: 34—Ordinary differential equations
"

Multitype Galton-Watson Processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Stochastic analysis of multivariate point processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Dependencies of extreme events in Finance",Mathematics Subject Classification: 62—Statistics
"

Credit Portfolio Modelling with Elliptically
Contoured Distributions: Approximation, Pricing, Dynamisation",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

",Mathematics Subject Classification: 05—Combinatorics
"

Some Continuous Linear Multi-step Methods for the Solution of First and Second Order Volterra Integro-Differential Equations",Mathematics Subject Classification: 65—Numerical analysis
"

A Mathematical Model of Ebola Virus Disease with Multi-Intervention Strategies in a Heterogeneous Population",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Advances in local stereology with emphasis on surface area estimation and Wicksell’s problem",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Spherical isoperimetric inequalities",Mathematics Subject Classification: 52—Convex and discrete geometry
"

Rearrangement and Sobolev inequalities via projection averages",Mathematics Subject Classification: 46—Functional analysis
"

",Mathematics Subject Classification: 68—Computer science
"

Asset liability management and joint mortality modelling in old-age insurance",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Markov Random Fields On Trees",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Schnittmittelungen und equivariante Endomorphismen konvexer Körper",Mathematics Subject Classification: 52—Convex and discrete geometry
"

Essays On The Treatment Of Cash Flows Under Stochastic Interest Rates",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

General Volumes in the Orlicz-Brunn-Minkowski Theory and Related Minkowski Problems",Mathematics Subject Classification: 52—Convex and discrete geometry
"

High-Dimensional Asymptotics for Random Polytopes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Geometry of Iteration Stable Random Tessellations",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Tensorwertige additive Funktionale auf konvexen Körpern",Mathematics Subject Classification: 52—Convex and discrete geometry
"

Security Architectures and Protocols for Overlay Network Services",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

Discovering and Tracking Interesting Web Services",Mathematics Subject Classification: 68—Computer science
"

Spin(9)-invariant valuations",Mathematics Subject Classification: 53—Differential geometry
"

Interpolation and Extremal Theorems: The Forest Number of Graphs",Mathematics Subject Classification: 05—Combinatorics
"

Generalizations of stability and dichotomy properties in Banach spaces",Mathematics Subject Classification: 34—Ordinary differential equations
"

Competing Brownian Particles",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

IMPACTS OF CAUSE-OF-DEATH MORTALITY CHANGES: A POPULATION DYNAMICS APPROACH",Mathematics Subject Classification: 62—Statistics
"

",Mathematics Subject Classification: 65—Numerical analysis
"

Graph Designs",Mathematics Subject Classification: 05—Combinatorics
"

Impacts of cause-of-death mortality changes: a population dynamics approach",Mathematics Subject Classification: 62—Statistics
"

Safety Verification of Low-Level Code",Mathematics Subject Classification: 68—Computer science
"

Data Placement in Widely Distributed Systems",Mathematics Subject Classification: 68—Computer science
"

Comparison of KP and BBM-KP Models",Mathematics Subject Classification: 35—Partial differential equations
"

Modal analysis of longwave equations",Mathematics Subject Classification: 76—Fluid mechanics
"

Random surfaces: large deviations and gradient Gibbs measure classifications",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

On the Burnside Problem",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

Application of Random Sets to Image Analysis",Mathematics Subject Classification: 62—Statistics
"

Eigenvalue fluctuations for random regular graphs",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Stationary and Stability Aspects of Stochastic Networks",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Nonparametric Methods in Spot Volatility Estimation",Mathematics Subject Classification: 62—Statistics
"

Multiscale Basis Optimization for Darcy Flow",Mathematics Subject Classification: 65—Numerical analysis
"

A Three Dimensional Finite Element Method and Multigrid Solver for a Darcy-Stokes System and Applications to Vuggy Porous Media",Mathematics Subject Classification: 65—Numerical analysis
"

Analysis of a Darcy-Stokes System Modeling Fluid Flow in Vuggy Porous Media",Mathematics Subject Classification: 35—Partial differential equations
"

Equitable Block-Colorings of Graph-Decompositions and Tiling Generalized Petersen Graphs",Mathematics Subject Classification: 05—Combinatorics
"

",Mathematics Subject Classification: 05—Combinatorics
"

Asymptotic Expansions and L(Infinity)-Error Estimates for Mixed Finite Element Methods for Second Order Elliptic Problems",Mathematics Subject Classification: 65—Numerical analysis
"

Asymptotic behaviors of linear discrete-time systems in Banach spaces",Mathematics Subject Classification: 39—Finite differences and functional equations
"

Applications of Berkovich spaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Cardy embedding of random planar maps and a KPZ formula for mated trees",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

DeepSpec: Modular Certified Programming with Deep Specifications",Mathematics Subject Classification: 68—Computer science
"

Eigenvalue Fluctuations of Random Matrices beyond the Gaussian Universality
Class",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Global Stability of System of Conrol",Mathematics Subject Classification: 93—Systems theory; control
"

Entrainment of Bacterial Synthetic Oscillators using Proteolytic Queueing and Aperiodic Signaling",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Application-level Optimization of End-to-end Data Transfer Throughput",Mathematics Subject Classification: 68—Computer science
"

Numerical Methods for Large-scale Ill-posed Problems",Mathematics Subject Classification: 65—Numerical analysis
"

Structures minces férromagnétiques et férroélectriques",Mathematics Subject Classification: 35—Partial differential equations
"

",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Preserving Privacy in On-Line Analytical Processing Data Cubes",Mathematics Subject Classification: 68—Computer science
"

Towards Unifying Multi-resolution And Multi-description: A Distortion-diversity Perspective",Mathematics Subject Classification: 68—Computer science
"

Stretch Preserving Oblivious Routing Algorithms",Mathematics Subject Classification: 68—Computer science
"

Oblivious buy-at-bulk Network Design Algorithms",Mathematics Subject Classification: 68—Computer science
"

Stock market and real activity cointegration analysis: Application to U.S. and Japan markets","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Plurisubharmonische definierende Funktionen pseudokonvexer Gebiete",Mathematics Subject Classification: 30—Functions of a complex variable
"

Die Beanspruchung schwingender Schaufeln im Fliehkraftfeld",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Schwache Wirkfelder operatorwertiger Matrizen",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Contrôle optimal stochastique et stratégie d’entreprise",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Aspects of Markov Chains and Particle Systems",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Routing and Performance Evaluation in Interconnection Networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Diversity-Multiplexing Tradeoff: A Comprehensive View of Multiple Antenna Systems","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Quantum enhanced sensing and communication",Mathematics Subject Classification: 81—Quantum Theory
"

Feedback Communication over Unknown Channels","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Multi-Access Communications with Decision Feedback Decoding","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Fundamental limits and optimal operation in large wireless networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Semantically-Aware Data Discovery And Placement In Collaborative Computing Environments",Mathematics Subject Classification: 68—Computer science
"

Computational Experiments Quantifying the Scale-up of Geometric Facies Structure on Conductivity and Transport through Composite Porous Media",Mathematics Subject Classification: 86—Geophysics
"

Quantum state discrimination with bosonic channels and Gaussian states",Mathematics Subject Classification: 81—Quantum Theory
"

",Mathematics Subject Classification: 81—Quantum Theory
"

When All Information is Not Created Equal","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Spectral analysis in bipartite biregular graphs and community detection",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Black Holes, Demons and the Loss of Coherence: How Complex Systems get Information, and what They do with It.",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Hyperbolic Stochastic Partial Differential Equations Driven By Boundary Noises",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Stochastic Control and Free Boundary Problems for Sailboat Trajectory
Optimization",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Stochastic differential equations with applications in economics and finances",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

",Mathematics Subject Classification: 05—Combinatorics
"

The computational power of many-body systems",Mathematics Subject Classification: 81—Quantum Theory
"

",Mathematics Subject Classification: 05—Combinatorics
"

Hamilton Cycles in Multipartite Graphs With Two Associate Classes",Mathematics Subject Classification: 05—Combinatorics
"

Interpretation of mammalian brain rhythms of sensorimotor processing",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Quantum computation beyond the circuit model",Mathematics Subject Classification: 81—Quantum Theory
"

Local Hamiltonians in Quantum Computation",Mathematics Subject Classification: 81—Quantum Theory
"

Randomness in Biological Transport",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Classical multimonopole configurations and fractional charges in Fermion-monopole systems",Mathematics Subject Classification: 81—Quantum Theory
"

Monotone interactions of random walks and graphs",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

",Mathematics Subject Classification: 46—Functional analysis
"

Semiring congruences and tropical geometry",Mathematics Subject Classification: 14—Algebraic geometry
"

Delay Differential Analysis of Neural Data",Mathematics Subject Classification: 62—Statistics
"

Modelling the Commercial Activity for Wholesale Trade Firms",Mathematics Subject Classification: 68—Computer science
"

Properness and Von Neumann Morgenstern Utility Functions","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The untwisting number of a knot",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

An Infinite Presentation of the Torelli Group",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

The Role of Synchrony in Thalamocortical Neural Coding",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Ising Graphical Model",Mathematics Subject Classification: 68—Computer science
"

Reverse Affine Isoperimetric Inequalities",Mathematics Subject Classification: 52—Convex and discrete geometry
"

SO(n)-equivariant Minkowski valuations",Mathematics Subject Classification: 52—Convex and discrete geometry
"

Charged particles in a homogeneous magnetic field",Mathematics Subject Classification: 81—Quantum Theory
"

Some aspects of quantum field theory",Mathematics Subject Classification: 81—Quantum Theory
"

",Mathematics Subject Classification: 62—Statistics
"

Topics in the arithmetic of hypersurfaces and K3 surfaces",Mathematics Subject Classification: 11—Number theory
"

Decycling and Dominating Cubes and Grids",Mathematics Subject Classification: 05—Combinatorics
"

Hamilton Decomposition of Graphs",Mathematics Subject Classification: 05—Combinatorics
"

Stability and unstability of Volterra type integro-differential systems",Mathematics Subject Classification: 45—Integral equations
