thesis,subject
"

Reputation Object Representation Model for enabling Reputation
Interoperability",Mathematics Subject Classification: 68—Computer science
"

A Virtual Machine Architecture for IT-Security Laboratories",Mathematics Subject Classification: 68—Computer science
"

Algebraic Attacks on Certain Stream Ciphers",Mathematics Subject Classification: 68—Computer science
"

Systematische Entwarfsmuster für praktische Kryptosysteme",Mathematics Subject Classification: 68—Computer science
"

Web-Präsenz-Management im Unternehmen [Elektronische Ressource] : Entwicklung und Einsatz eines Java-basierten Online-Redaktionssystems",Mathematics Subject Classification: 68—Computer science
"

Gene Prediction with a Hidden Markov Model",Mathematics Subject Classification: 68—Computer science
"

On Lower Bounds for Parity Branching Programs",Mathematics Subject Classification: 68—Computer science
"

Usage-based Testing for Event-driven Software",Mathematics Subject Classification: 68—Computer science
"

PAC-Lernen zur Insolvenzvorhersage und Hotspot-Identifikation",Mathematics Subject Classification: 68—Computer science
"

Discontinuous Galerkin Finite Element Method With Structure Preserving Time Integrators for Gradient Flow Equations",Mathematics Subject Classification: 65—Numerical analysis
"

Request Prediction and Hyperlink Proposals: Methodologies and Mathematics behind Web Applications",Mathematics Subject Classification: 68—Computer science
"

Algorithms for Interval Coloring, Geometric Packing and Memory Optimization",Mathematics Subject Classification: 68—Computer science
"

Physical Separation Technology and its Lock-Keeper Implementation",Mathematics Subject Classification: 68—Computer science
"

Über die durch Kodierung induzierte Hierarchie von Umwelten und Labyrinthen","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Derivative Free Methods for Nonsmooth and Global Optimization with Application in Data Mining","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Newton-Flows for Meromorphic Functions",Mathematics Subject Classification: 05—Combinatorics
"

On Newton polytopes and growth properties of multivariate polynomials",Mathematics Subject Classification: 26—Real functions
"

Solving optimal control time-dependent diffusion-convection-reaction
equations by space-time discretization",Mathematics Subject Classification: 65—Numerical analysis
"

Geometric Integrators for Coupled Nonlinear Schroedinger Equations",Mathematics Subject Classification: 65—Numerical analysis
"

Local Improvements to Reduced-Order Approximations of PDE-Constrained Optimization Problems",Mathematics Subject Classification: 65—Numerical analysis
"

Modellbildung und Empfindlichkeitsanalyse bei physikalischen Prozessen, die durch Systeme mit verteilten Parametern beschrieben werden",Mathematics Subject Classification: 65—Numerical analysis
"

Bundle Methods in Nonsmooth DC Optimization","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Variational Analysis in Multiobjective Optimization",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Variational Analysis in Constrained and Semi-Infinite Optimization",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Optimal Control of Heredetary Systems",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Optimal Control of Differential Inclusions in Infinite Dimensional Spaces and Semilinear Evolution Inclusions",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Parabolic Regularity in Variational Analysis and Optimization",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Critical Multipliers in Extended Nonlinear Programming","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Generalized Differential Calculus in Variational Analysis",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Finite-Difference Approximations and Optimal Control of Differential
Inclusions",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Discrete Approximations and Minimax Synthesis in Dynamic Optimization",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Second-Order Variational Analysis and Stability in Optimization",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Well-Posedness in Variational Analysis and Its Applications",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Optimal Control of the Sweeping Process",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Variational Analysis of Marginal Functions and Set-Valued Mappings with Applications to Optimization and Stability",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Generalized Differential Calculus and Applications to Optimization","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Generalized Second WelfareTheorem in Microeconomics",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Second Welfare Theorem for Economies with Public Goods",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Metric Regularity in Variational Analysis",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Optimal Control of a Perturbed Sweeping Process with Applications to the Crowd Motion Model",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Optimal Control of Singular Differential Systems",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Contribution à l'optimisation vectorielle","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Two Essays on an entrepreneurial economy: incomplete markets and default, collateral and asymmetric information","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Banks and Credit Derivatives in a General Equilibrium Model with Incomplete Markets and Default","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

",Mathematics Subject Classification: 46—Functional analysis
"

No-arbitrage and multi-period economy","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Contribution à la théorie de l'équilibre général: non-convexités et marchés incomplets","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Trading Constraints and Incomplete markets: Information and Existence.","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Random walk hypotheses and profitability of momentum based trading rules",Mathematics Subject Classification: 62—Statistics
"

Contributions à la théorie de l'équilibre général économique, économies régulières et ambiguïté","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Infinite Horizon Incomplete Markets: Equilibrium, Default and Bubbles","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Economias com infinitos bens","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Two Essays on Optimal Consumption with Incomplete Markets",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Default and Collateral in a General Equilibrium Model with Incomplete Markets","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Pure Strategy Equilibria in Auctions under more General Assumptions","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

On asymptotic behavior of economies with complete markets: the role of ambiguity aversion","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Disruption Risk Management and Supply-Chain Resilience","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A New Adaptive Variable Selection Criterion and Its Applications in Financial Markets",Mathematics Subject Classification: 62—Statistics
"

SPECTRAL ESTIMATION OF HIDDEN MARKOV MODELS",Mathematics Subject Classification: 62—Statistics
"

Three Topics in Variable Selection",Mathematics Subject Classification: 62—Statistics
"

Strong Limit Theorems for Trimmed Sums",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

On Gaussian HJM Framework for Eurodollar Futures",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

A self-exciting switching model",Mathematics Subject Classification: 62—Statistics
"

Essays on Sustainable Supply Chains","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

On Assortment Optimization under Active Learning","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

The Lipschitz metric on Outer Space",Mathematics Subject Classification: 20—Group theory and generalizations
"

Essays in Problems of Optimal Sequential Decisions","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Deformation Spaces of G-Trees",Mathematics Subject Classification: 20—Group theory and generalizations
"

Location and Districting of Hierarchical Facilities","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Capacity-Oriented Planning and Scheduling in Production and Distribution Systems",Mathematics Subject Classification: 05—Combinatorics
"

Constrained multigrid optimization techniques for solving continuous dynamic disequilibrium network design problems",Mathematics Subject Classification: 62—Statistics
"

Growth model estimation in fisheries",Mathematics Subject Classification: 62—Statistics
"

Deterministic and Probabilistic Models for the Siting of Fire Fighting Equipment and Stations","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

The Marketing Operations Interface in Consumer Retail: Theory and Practical Approach","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Vehicle Routing Problems with Product Mixing and Extensions","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Optimal Solution Methods for the Hierarchical Network Design Problem","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

A New Perspective on Multi-Echelon Inventory Systems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Scheduling problems with earliness and tardiness costs : a just-in-time approach","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

The Optimal Allocation of Stream Dissolved Oxygen Resources","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Supply Risks in Supply Chain Management","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Applications of Single Party and Multiple Party Decision Making under Risk and Uncertainty to Water Resources Allocation Problems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Optimisation in Choice-Based Network Revenue Management","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Inventory repositioning in multi-location systems with lateral transshipment","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Capacity Optimization for Supply Chains","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Extensions of fundamental hub location models","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Efficient Scheduling of Operating Rooms","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Solving the Vehicle Routing Problem with Delivery and Optional Collection","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Hazardous materials transportation in urban areas","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Regulation for dynamic spectrum management","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Contributions to the Theory of Gittins Indices",Mathematics Subject Classification: 62—Statistics
"

",Mathematics Subject Classification: 62—Statistics
"

Process Design and Financial Planning of Sewage Treatment Works","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Queueing Location Models: Formulations and Heuristics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Scheduling and Programming the Sugar Cane Crops in Peru","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

The static retail revenue management problem","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Plant Location Problems with Nonlinear Production Functions","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Technology Selection and Coordination","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Multi-Period Mean-Variance Option Portfolio Strategies",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Dynamic, Multiobjective Models for Regional Public Investment Panning","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

An Assessment of Multiobjective Solution Techniques for River Basin Planning Problems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Pricing in Communication Networks","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

On-line Estimation of Effective Bandwidths in Multi-class ATM Networks","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Some Issues in Designing Edge Pricing Schemes","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Modelling The Impact of Vaccination And Competition On Pneumococcal Carriage And Disease In Scotland.",Mathematics Subject Classification: 62—Statistics
"

Moduli Spaces of Differential Geometric Structures",Mathematics Subject Classification: 01—History and biography
"

A National Reporting System For Infectious Diseases In Scotland.",Mathematics Subject Classification: 62—Statistics
"

Simple age-structure models of laboratory insect populations",Mathematics Subject Classification: 92—Biology and other natural sciences
"

The Economic Allocation of Tuberculosis Control Activities in Developing Nations","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Optimal resource allocation in chemical research",Mathematics Subject Classification: 62—Statistics
"

Essays on Indexability of Stochastic Scheduling and Dynamic Allocation Problems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Optimal Control of Epidemic Processes",Mathematics Subject Classification: 93—Systems theory; control
"

Modelling Aspects of the AIDS Pandemic",Mathematics Subject Classification: 92—Biology and other natural sciences
"

A Multivariate Statistical Investigation of the Factors Affecting Nurse Training in the Clinical Area",Mathematics Subject Classification: 62—Statistics
"

Modelling Genetic Effects In The Transmission of Pneumococcal Carriage.",Mathematics Subject Classification: 62—Statistics
"

Analysis of Peer-to-Peer Systems in Communication Networks","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Bayesian Belief Networks Using Conditional Phase-Type Distibutions",Mathematics Subject Classification: 62—Statistics
"

Incentive mechanisms for the design of shared infrastructures","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Evaluation Models for Different Routing Protocols in Wireless Sensor Networks","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Problems of Stochastic Optimal Control and Yield Management","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Resource Allocation in Systems of Queues",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

The Optimal Organization of Multiserver Systems","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Symmetric Rendezvous Problem with Overlooking","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Mathematical Modelling And Statistical Evaluation of Vaccination Programmes For The Control of Various Diseases of Humans",Mathematics Subject Classification: 62—Statistics
"

Mathematical Modelling And Computer Simulation of the Spread of Infectious Diseases.",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Methods for Classification of Biological Samples via NMR Metabolomics Spectroscopy",Mathematics Subject Classification: 62—Statistics
"

Assessing The Impact of Variable Infectivity On The Rransmission of HIV Amongst Intravenous Drug Users.",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Statistical Issues in Detection of Biological signals in the Analysis of Microarray Gene Expression Data",Mathematics Subject Classification: 62—Statistics
"

Modelling The Spread of HIV/AIDS Amongst Injecting Drug Users",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Listeria monocytogenes in silage: a mathematical modelling approach",Mathematics Subject Classification: 62—Statistics
"

Backward Bifurcation In Epidemic Models.",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Advances In The Design of Aperture Filters.",Mathematics Subject Classification: 62—Statistics
"

Deformations of Special Lagrangian Submanifolds",Mathematics Subject Classification: 53—Differential geometry
"

Time series Online Bayesian kernel density segmentation
Applications in Real time Activity Recognition using Smartphone Accelerometer",Mathematics Subject Classification: 62—Statistics
"

Rational Verification in Multi-Agent Systems",Mathematics Subject Classification: 68—Computer science
"

Randomized Algorithms: Approximation, Generation, and Counting",Mathematics Subject Classification: 68—Computer science
"

Projective Characters of Extra-Special and Metacyclic $p$-Groups and Other Related Topics",Mathematics Subject Classification: 20—Group theory and generalizations
"

Preprocessing and Biomarker Detection Analysis for Biological Mass Spectrometry Data",Mathematics Subject Classification: 62—Statistics
"

Statistical Analysis of Gene Expression Data from DNA Microarrays Based on Partial Least Squares and Related Dimension Reduction Methods",Mathematics Subject Classification: 62—Statistics
"

Measurement Error Case Series Models for Assessing Infection-Cardiovascular Risk in Patients on Dialysis in the United States",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Improving the Classification of Microarray Data: Supervised and Unsupervised Methods",Mathematics Subject Classification: 62—Statistics
"

Differential Expression Analysis for Proteomics Data by 2D Gel Electrophoresis",Mathematics Subject Classification: 62—Statistics
"

Data Transformations for Gene-Expression Microarrays",Mathematics Subject Classification: 62—Statistics
"

Statistical Approaches for Detection of Relevant Genes and Pathway in Analysis of Gene Expression Data",Mathematics Subject Classification: 62—Statistics
"

Centralizers in Fundamental Groups of Graphs of Groups",Mathematics Subject Classification: 62—Statistics
"

Robust Testing Procedures Based on S-Estimates for the Dispersion Parameter of Univariate and Multivariate Normal Distributions and for the Two-Way Mixed Effect Model",Mathematics Subject Classification: 62—Statistics
"

Metric Properties of Thompson's Groups F(n) and F(n.m)",Mathematics Subject Classification: 20—Group theory and generalizations
"

Logic, Computation and Constraint Satisfaction",Mathematics Subject Classification: 68—Computer science
"

Transversal Covers and Packings",Mathematics Subject Classification: 05—Combinatorics
"

Covering Arrays on Graphs: Qualitative Independence Graphs and Extremal Set-Partition Theory",Mathematics Subject Classification: 05—Combinatorics
"

Constructive aspects of the generalized orthogonal group",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Functional Processors with Applications to Imperative Programming",Mathematics Subject Classification: 68—Computer science
"

A Categorical Approach to Universal Algebra","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

On an Infinite Integral Linear Group",Mathematics Subject Classification: 20—Group theory and generalizations
"

The Laws of Some Free Nilpotent Groups of Small Ranks",Mathematics Subject Classification: 20—Group theory and generalizations
"

Sub-group Structure of Free Products of Groups with an Amalgamated Subgroup",Mathematics Subject Classification: 20—Group theory and generalizations
"

The Andrews-Curtis Conjecture and the recalcitrance of groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Inequalities for the Permanent Function",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Oscillation Problems for Linear Differential Equations",Mathematics Subject Classification: 34—Ordinary differential equations
"

Basic Commutators for Polynilpotent Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Varieties of Groups and Wreath Products",Mathematics Subject Classification: 20—Group theory and generalizations
"

Matrix Methods in Ring Theory",Mathematics Subject Classification: 16—Associative rings and algebras
"

Application of Singular Value Decomposition to DNA Micro Array",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Enumerating Matchings in Regular Graphs",Mathematics Subject Classification: 05—Combinatorics
"

ALGEBRAIC COMPLEXITY PROBLEMS IN STATISTICS USING COMBINATORIAL AND TENSOR METHODS",Mathematics Subject Classification: 62—Statistics
"

Quantum Markov Maps: Structure and Asymptotics",Mathematics Subject Classification: 46—Functional analysis
"

Higher Order Derivatives and Norms of Certain Matrix Functions",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Quantifying Uncertainty in Random Algebraic Objects Using Discrete Methods",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Some Problems in Differential and
Subdifferential Calculus of Matrices",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Some Problems in Multivariable Operator Theory",Mathematics Subject Classification: 47—Operator theory
"

",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

On quantum homogeneous spaces and local index formula in noncommutative geometry","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

Gauge Integrals on Metric Measure Spaces",Mathematics Subject Classification: 26—Real functions
"

Algebraic And Geometric Properties of Hierarchical Models",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Konvergenz stochastischer Prozesse mit Werten in einer lokalkompakten abelschen Gruppe",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Multivariate List Decoding of Evaluation Codes with a Gröbner Basis Perspective",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Free resolutions associated to representable matroids",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Standard Dilations of Tuples and Representations of Certain C*-Algebras",Mathematics Subject Classification: 47—Operator theory
"

Complete unitary invariants for tuples of Hilbert space operators",Mathematics Subject Classification: 47—Operator theory
"

A study of complex geometry and function theory of two polynomially convex domains in $\mathbb C^n$",Mathematics Subject Classification: 32—Several complex variables and analytic spaces
"

Dilations, functional model and a complete unitary invariant for a Γ-contraction",Mathematics Subject Classification: 47—Operator theory
"

Operator Theory on Two Domains Related to $\mu$-synthesis",Mathematics Subject Classification: 47—Operator theory
"

Some Problems in Joint Spectral Theory",Mathematics Subject Classification: 47—Operator theory
"

Oscillation theory for elliptic multiparameter eigenvalue problems",Mathematics Subject Classification: 47—Operator theory
"

Boij-Söderberg Decompositions, Cellular Resolutions, and Polytopes",Mathematics Subject Classification: 13—Commutative rings and algebras
"

The h-Vectors of Matroids and the Arithmetic Degree of Squarefree Strongly Stable Ideals",Mathematics Subject Classification: 14—Algebraic geometry
"

Determinantal Ideals from Symmetrized Skew Tableaux",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Hilbert polynomials and strongly stable ideals",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Homogeneous Gorenstein Ideals and Boij Söderberg Decompositions",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Lefschetz properties and enumerations",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Asymptotic Estimates for a Class of Non-selfadjoint Systems",Mathematics Subject Classification: 34—Ordinary differential equations
"

Algebraic Properties of Edge Ideals",Mathematics Subject Classification: 13—Commutative rings and algebras
"

An Iterative Spectral Approach to Recovering Planted Partitions",Mathematics Subject Classification: 05—Combinatorics
"

Matchings in groups and vector spaces",Mathematics Subject Classification: 05—Combinatorics
"

Complex Non-Oscillation Theorems and Criteria of Univalence",Mathematics Subject Classification: 34—Ordinary differential equations
"

Nonoscillation and Disconjugacy",Mathematics Subject Classification: 34—Ordinary differential equations
"

On the Minimax Characterization of Sturm-Liouville Eigenvalues",Mathematics Subject Classification: 34—Ordinary differential equations
"

Disconjugacy and Disfocality of Differential Systems",Mathematics Subject Classification: 34—Ordinary differential equations
"

Oscillation Criteria for Fourth Order Linear Differential Equations",Mathematics Subject Classification: 34—Ordinary differential equations
"

Analysis of Sequential Caputo Fractional Differential Equations with Applications",Mathematics Subject Classification: 34—Ordinary differential equations
"

Oscillation Crtiteria for Third-Order Linear Differential Equations",Mathematics Subject Classification: 34—Ordinary differential equations
"

Bounds for the Solutions of a Certain Class of Non-linear Partial Differential Equation",Mathematics Subject Classification: 35—Partial differential equations
