thesis,subject
"

Inequalities on Time Scales",Mathematics Subject Classification: 26—Real functions
"

Applications Of Convex Analysis To Mechanics Of Deformable Solid Bodies",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Contributions to the Study of Dynamical Systems",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

New Inequalities Based On Convexity",Mathematics Subject Classification: 26—Real functions
"

Some Classes of Linear Operators on Ordered Spaces",Mathematics Subject Classification: 46—Functional analysis
"

The Product-Operator in Linear Semi-Ordered Spaces and its Applications",Mathematics Subject Classification: 46—Functional analysis
"

Fixed Points for Multivalued Maps",Mathematics Subject Classification: 46—Functional analysis
"

On Lattice Ordered Algebras",Mathematics Subject Classification: 46—Functional analysis
"

",Mathematics Subject Classification: 46—Functional analysis
"

",Mathematics Subject Classification: 46—Functional analysis
"

Topological Riesz Spaces",Mathematics Subject Classification: 46—Functional analysis
"

Partially Ordered Banach Spaces",Mathematics Subject Classification: 46—Functional analysis
"

Some nonconvex geometric results in variational analysis and optimization","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

",Mathematics Subject Classification: 46—Functional analysis
"

Problems in Functional Analysis",Mathematics Subject Classification: 46—Functional analysis
"

Combinatorial Aspects of the Representation Theory of Weyl Groups",Mathematics Subject Classification: 05—Combinatorics
"

Complex Reflection Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Markov Chains on Partitions and Inﬁnite-Dimensional Diffusion Processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Representations of reductive groups over local nonarchimedean fields",Mathematics Subject Classification: 20—Group theory and generalizations
"

On the coordinatization of the Laguerre planes",Mathematics Subject Classification: 51—Geometry
"

Functional Calculus and Coadjoint Orbits",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Macdonald Modules for Weyl Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Some Properties of Vector Valued Measures",Mathematics Subject Classification: 46—Functional analysis
"

Some Properties Of Semi-uniform Functions",Mathematics Subject Classification: 46—Functional analysis
"

On Topological Riesz Spaces",Mathematics Subject Classification: 46—Functional analysis
"

A study on perfect and regular rings",Mathematics Subject Classification: 16—Associative rings and algebras
"

Semi Uniform Structures with Dual Coverings",Mathematics Subject Classification: 54—General topology
"

Characterizations of Some Rings By Small Modules And Decomposability of Modules",Mathematics Subject Classification: 16—Associative rings and algebras
"

Modules which are Lifting Relative to Module classes",Mathematics Subject Classification: 16—Associative rings and algebras
"

Ring Theory",Mathematics Subject Classification: 16—Associative rings and algebras
"

CESS Modules",Mathematics Subject Classification: 16—Associative rings and algebras
"

Module Theory",Mathematics Subject Classification: 16—Associative rings and algebras
"

Commutativity of Rings",Mathematics Subject Classification: 16—Associative rings and algebras
"

On The Line Classes In Some Finite Hyperbolic Planes",Mathematics Subject Classification: 51—Geometry
"

Quantum Programming",Mathematics Subject Classification: 68—Computer science
"

Some Properties of Transformations in Köthe Spaces",Mathematics Subject Classification: 46—Functional analysis
"

On The Zeroes of the Solutions of Some Second Order Differential Equations",Mathematics Subject Classification: 34—Ordinary differential equations
"

Transformations Of Coefficients With Haar Measures In Locally Compact Spaces","Mathematics Subject Classification: 22—Topological groups, Lie groups"
"

Fredholm theory in rings",Mathematics Subject Classification: 46—Functional analysis
"

Hankel Operators and H^2 Functions",Mathematics Subject Classification: 47—Operator theory
"

On $(m,p)$-isometric operators and operator tuples on normed spaces",Mathematics Subject Classification: 47—Operator theory
"

Contributions to Harmonic Analysis",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

On the Cantor-Bernstein problem for symmetric sequence spaces (In Spanish)",Mathematics Subject Classification: 46—Functional analysis
"

Some Lacunary and Random Fourier Series",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Brownian Motion and Heat Kernels on Lie Groups",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

",Mathematics Subject Classification: 46—Functional analysis
"

Topologia dziedziny a rozkłady pewnych funkcji pierwszej klasy Baire'a na sumy i różnice funkcji o domkniętym wykresie (Domain's topology and decompositions of some Baire class one functions into sums and differences of functions with closed graph)",Mathematics Subject Classification: 26—Real functions
"

The Generalized Continuous Wavelet Transform on Hilbert Modules",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Quasimeasures and Multiplier Problems",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Some Topics on (Lp,Lq) - Multiplier Problems",Mathematics Subject Classification: 42—Fourier analysis
"

Bernstein's Inequality for Locally Compact Groups",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

The Heat Equation and Generalised Heisenberg Groups",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Brownian Motion and Heat Kernels on Compact Lie Groups and Symmetric Spaces",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Free Associative Algebras",Mathematics Subject Classification: 16—Associative rings and algebras
"

Symmetry Groups of Partial Differential Equations and Harmonic Analysis",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Compact Group Actions and Harmonic Analysis",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

",Mathematics Subject Classification: 20—Group theory and generalizations
"

Generalisations of the Hahn-Banach Theorem",Mathematics Subject Classification: 46—Functional analysis
"

Multiplier Problems for Spaces of Continuous Functions with P-Summable Transforms",Mathematics Subject Classification: 42—Fourier analysis
"

Linear Operators Intertwining with Groups Rrepresentations",Mathematics Subject Classification: 46—Functional analysis
"

Secure Electronic Exam","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Fourier Coefficients of Lp-functions",Mathematics Subject Classification: 42—Fourier analysis
"

",Mathematics Subject Classification: 51—Geometry
"

Some properties and generalization of taxi, maximum, Chinese checker and alpha planes",Mathematics Subject Classification: 51—Geometry
"

Fixed Point Scheme of the Hilbert Scheme Under a 1-Dimensional Additive
Algebraic Group Action",Mathematics Subject Classification: 14—Algebraic geometry
"

Proving Nonexistence of Certain Nets by Using Tropical Degenerations",Mathematics Subject Classification: 14—Algebraic geometry
"

Prime Submodules and Radicals",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Hilbert functions of Gorenstein monomial curves",Mathematics Subject Classification: 14—Algebraic geometry
"

Some Special Ideals of Commutative Rings and Some Special Submodules of Modules",Mathematics Subject Classification: 13—Commutative rings and algebras
"

On Medial Semigroups",Mathematics Subject Classification: 20—Group theory and generalizations
"

",Mathematics Subject Classification: 20—Group theory and generalizations
"

A Study of Commutative Cancellative Idempotent - Free Semigroups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Automorphism group and subfields of the generalized Giulietti-Korchmaros function field",Mathematics Subject Classification: 14—Algebraic geometry
"

Kummer Extensions of Function Fields with
Many Rational Places",Mathematics Subject Classification: 14—Algebraic geometry
"

On the minimum distance of algebraic geometry codes",Mathematics Subject Classification: 14—Algebraic geometry
"

Improbable Differential Cryptanalysis",Mathematics Subject Classification: 68—Computer science
"

Singular Holomorphic Foliations",Mathematics Subject Classification: 14—Algebraic geometry
"

Complete Intersection Monomial Curves and Non-Decreasing Hilbert Functions",Mathematics Subject Classification: 14—Algebraic geometry
"

Mathematics Anxiety and Learned Helplessness",Mathematics Subject Classification: 97—Mathematics education
"

Compactifications of Moduli Spaces for Curves",Mathematics Subject Classification: 14—Algebraic geometry
"

Contributions to the Theory of Function Fields in Positive Characteristic",Mathematics Subject Classification: 14—Algebraic geometry
"

On algebraic curves in prime characteristic",Mathematics Subject Classification: 14—Algebraic geometry
"

T0 and T1 Approach Space",Mathematics Subject Classification: 54—General topology
"

Connectedness in Topological Categories.",Mathematics Subject Classification: 54—General topology
"

Sobre algunas ecuaciones diofanticas.",Mathematics Subject Classification: 11—Number theory
"

The method of linear forms in logarithms and generalized Fibonacci sequences.",Mathematics Subject Classification: 11—Number theory
"

Algunas ecuaciones diofánticas con sucesiones de Fibonacci, de Padovan y de potencias de dos",Mathematics Subject Classification: 11—Number theory
"

Sur les Semi modules, Projectifs, Générateurs, S-Hopfiens et S-Co-Hopfiens",Mathematics Subject Classification: 16—Associative rings and algebras
"

Courbes elliptiques, Cryptographie à clés publiques et Protocoles d’échange
de clés",Mathematics Subject Classification: 12—Field theory and polynomials
"

Rational function decomposition and Diophantine equations",Mathematics Subject Classification: 11—Number theory
"

Bases de Gröbner-Shirshov sur les anneaux de valuation et Caractérisation de certaines bases de Gröbner non commutatives finies",Mathematics Subject Classification: 12—Field theory and polynomials
"

Rangovi familija eliptickih krivulja i primjene na diofantske probleme [English: Ranks of families of elliptic curves and applications to Diophantine problems]",Mathematics Subject Classification: 11—Number theory
"

Comparaison entre effilement interne  et effilment minimal",Mathematics Subject Classification: 31—Potential theory
"

Nove strategije pri rješavanju zadataka iz teorije brojeva u nastavi matematike u osnovnim i srednjim školama (engl. New Strategies to Solve Problems in Number Theory in Mathematics Education in Primary and Secondary Schools)",Mathematics Subject Classification: 97—Mathematics education
"

Allure des fonctions harmoniques le long des lignes de Green et généralisations",Mathematics Subject Classification: 31—Potential theory
"

Inégalités de Harnack à la frontière pour des opérateurs paraboliques",Mathematics Subject Classification: 31—Potential theory
"

",Mathematics Subject Classification: 31—Potential theory
"

Arithmetic properties of generalized Fibonacci sequences",Mathematics Subject Classification: 11—Number theory
"

Diophantine equations with Tribonacci numbers",Mathematics Subject Classification: 11—Number theory
"

Sur les semi-modules R-semi-simples, S-hopfiens et S-co-hopfiens",Mathematics Subject Classification: 16—Associative rings and algebras
"

Sur quelques extensions quasi-Frobenuisiennes et séparables d’anneaux et quelques classes d’anneaux (FGI, FGS, FGR)",Mathematics Subject Classification: 16—Associative rings and algebras
"

Généralisation des bases de Gröbner commutatives et non commutatives sur
certains types d'anneaux",Mathematics Subject Classification: 16—Associative rings and algebras
"

Structures de certaines classes d’algèbres de Banach à puissances associatives",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

Commutateurs et dérivations généralisées à spectre localement fini dans les
algèbres de Banach",Mathematics Subject Classification: 16—Associative rings and algebras
"

Sur les applications linéaires qui préservent certaines propriétés dans les
algèbres de Banach",Mathematics Subject Classification: 16—Associative rings and algebras
"

Paires de Jordan Banach Noethériennes",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

Caractérisation des algèbres de Jordan Banach non commutatives de capacité finie et Caractérisation spectrale des algèbres de Jordan Banach non commutatives
modulaires annihilatrices",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

Caractérisation des algèbres normées commutatives",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

",Mathematics Subject Classification: 11—Number theory
"

Máximos Comunes Divisores, Divisibilidad de Numeros de Clase (Divisibility of class numbers, greatest common divisors)",Mathematics Subject Classification: 11—Number theory
"

Formes linéaires de logarithmes et applications",Mathematics Subject Classification: 11—Number theory
"

Diophantine Equations and Linearly Recurrent Sequences",Mathematics Subject Classification: 11—Number theory
"

Funciones de conteo para dos problemas diofánticos de los números de Fibonacci",Mathematics Subject Classification: 11—Number theory
"

Separation properties in the category of closure spaces",Mathematics Subject Classification: 54—General topology
"

Bases and applications of Riemann-Roch spaces of function fields with many rational places",Mathematics Subject Classification: 14—Algebraic geometry
"

Pseudocodewords of parity-check codes","Mathematics Subject Classification: 94—Information and communication, circuits"
"

On the Representation of Finite Fields",Mathematics Subject Classification: 12—Field theory and polynomials
"

Endomorphisms of projective varieties",Mathematics Subject Classification: 14—Algebraic geometry
"

",Mathematics Subject Classification: 14—Algebraic geometry
"

",Mathematics Subject Classification: 14—Algebraic geometry
"

Toward resolution of singularities over a field of positive characteristic
: foundation : the language of the idealistic filtration",Mathematics Subject Classification: 14—Algebraic geometry
"

The Endomorphism Rings of Some Abelian Varieties",Mathematics Subject Classification: 14—Algebraic geometry
"

Research on the 14th problem of Hilbert",Mathematics Subject Classification: 13—Commutative rings and algebras
"

On frobeniusean algebras",Mathematics Subject Classification: 08—General algebraic systems
"

On the structure of absolute separable algebra",Mathematics Subject Classification: 16—Associative rings and algebras
"

Blowing ups of 3-dimensional terminal singularities",Mathematics Subject Classification: 14—Algebraic geometry
"

The Mukai conjecture for log Fano manifolds",Mathematics Subject Classification: 14—Algebraic geometry
"

The indices of log canonical singularities",Mathematics Subject Classification: 14—Algebraic geometry
"

A measure of integrity for local analytic algebras",Mathematics Subject Classification: 32—Several complex variables and analytic spaces
"

Local Rough Sets and Rough Subgroupoids",Mathematics Subject Classification: 20—Group theory and generalizations
"

k-S-Rings",Mathematics Subject Classification: 20—Group theory and generalizations
"

",Mathematics Subject Classification: 55—Algebraic topology
"

Weak Cayley Table Isomorphisms",Mathematics Subject Classification: 20—Group theory and generalizations
"

Coincidence Nielsen Numbers for Covering Maps for Orientable and Nonorientable Manifolds",Mathematics Subject Classification: 55—Algebraic topology
"

The Dimension of the Restricted Hitchin Component for Triangle Groups",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

On the Groups of Automorphisms of Principal and Fibre Bundles",Mathematics Subject Classification: 55—Algebraic topology
"

Long Toda Brackets and Some Applications to the Stable Homotopy of Spheres",Mathematics Subject Classification: 55—Algebraic topology
"

Algebraic and combinatorial properties of Schur rings over cyclic groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Topological Covering Groupoids","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

The Coverings of Lie Groupoids","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Applications of the Twisted Steenrod Action to the Hit Problem",Mathematics Subject Classification: 55—Algebraic topology
"

Stably complex structures on self-intersection manifolds of 
immersions",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

On the metastable homotopy groups of torsion spheres",Mathematics Subject Classification: 55—Algebraic topology
"

The double point surfaces of immersions in complex projective spaces",Mathematics Subject Classification: 55—Algebraic topology
"

Some Problems in Algebraic Topology.",Mathematics Subject Classification: 55—Algebraic topology
"

Hyperbolic Structures from Link Diagrams",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

Lagrangian representations of (p,p,p)-triangle groups",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

On the Odd Primary Components of the Stable Homotopy Groups of Complex Stiefeld Manifolds",Mathematics Subject Classification: 55—Algebraic topology
"

On spherical classes in $H_*QS^n$",Mathematics Subject Classification: 55—Algebraic topology
"

Khovanov homology of torus links: structure and computations",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

Bordism of Immersions",Mathematics Subject Classification: 55—Algebraic topology
"

Topological complexity of surface braid groups",Mathematics Subject Classification: 55—Algebraic topology
"

The Gamma Construction for Stable Homotopy Theory",Mathematics Subject Classification: 55—Algebraic topology
"

Galois Cohomology of Linear Algebraic Groups",Mathematics Subject Classification: 11—Number theory
"

Iwasawa Theory of Fine Selmer Groups",Mathematics Subject Classification: 11—Number theory
"

Elegant and Harmonious Graph Labelings",Mathematics Subject Classification: 05—Combinatorics
"

Reality Properties of Conjugacy Classes in Algebraic Groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Isogeny-based Quantum Resistant Undeniable Blind Signature and Authenticated Encryption Schemes",Mathematics Subject Classification: 68—Computer science
"

Some conjugacy problems in algebraic groups",Mathematics Subject Classification: 20—Group theory and generalizations
"

Division Algebras of Higher Degree over Rational Function Fields in One Variable",Mathematics Subject Classification: 14—Algebraic geometry
"

Hasse principle for Hermitian spaces",Mathematics Subject Classification: 11—Number theory
"

Construction of New Classes of Jordan Algebras: Non-Trivial F_4-Bundles on the Plane",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

Graph Labelings",Mathematics Subject Classification: 05—Combinatorics
"

Some Results on Projectivities",Mathematics Subject Classification: 05—Combinatorics
"

3-Equtable and Other Graph Labelings",Mathematics Subject Classification: 05—Combinatorics
"

Graph Labelings",Mathematics Subject Classification: 05—Combinatorics
"

The Discrete Logarithm Problem in the Jacobian of Algebraic Curves",Mathematics Subject Classification: 11—Number theory
"

Some issues in public key cryptography: hard-core predicates, distributed protocols and functional encryption","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Graphs and Hypergraphs as Interconnection Network Models",Mathematics Subject Classification: 05—Combinatorics
"

Inequalities with Small Coefficients and the Reformulation of Integer Programmes","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

On Linear Secret Sharing Schemes and Distributed Cryptographic Protocols","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Fairness in Secure Computation",Mathematics Subject Classification: 68—Computer science
"

Contributions to secret sharing and other distributed cryptosystems","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Esquemes per a compartir secrets (Secret sharing schemes)","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Some Digital Signature Schemes with Collective Signers","Mathematics Subject Classification: 94—Information and communication, circuits"
"

K_2 and L-Series of Elliptic Curves over Real Quadratic Fields",Mathematics Subject Classification: 11—Number theory
"

The Plectic Weight Filtration on Cohomology of Shimura Varieties and Partial Frobenius",Mathematics Subject Classification: 11—Number theory
"

p-Adic Fourier Analysis",Mathematics Subject Classification: 11—Number theory
"

Plectic arithmetic of Hilbert modular varieties",Mathematics Subject Classification: 11—Number theory
"

Improvements to the Gaudry-Schost Algorithm for Multidimensional discrete logarithm problems and Applications",Mathematics Subject Classification: 11—Number theory
"

Syntomic Cohomology and Explicit Reciprocity Laws",Mathematics Subject Classification: 14—Algebraic geometry
"

Improving the Efficiency of Code-Based Cryptography",Mathematics Subject Classification: 11—Number theory
"

K-Theory of Fermat Curves",Mathematics Subject Classification: 11—Number theory
"

Efficient Arithmetic On Hyperelliptic Curves With Real Representation",Mathematics Subject Classification: 11—Number theory
"

Algorithms for the Elliptic Curve Discrete Logarithm and the Approximate Common Divisor Problem",Mathematics Subject Classification: 11—Number theory
"

Compressing Elements in Discrete Logarithm Cryptography",Mathematics Subject Classification: 11—Number theory
"

Applications of Frobenius Expansions in Elliptic Curve Cryptography",Mathematics Subject Classification: 11—Number theory
"

The Jacobian of Modular Curves Associated to Cartan Subgroups",Mathematics Subject Classification: 11—Number theory
"

Energy Efficiency and Privacy in Device-to-Device Communication",Mathematics Subject Classification: 68—Computer science
"

The Enumeration of Perfect Quadratic Forms in Seven Variables",Mathematics Subject Classification: 11—Number theory
"

Arakelov motivic cohomology",Mathematics Subject Classification: 14—Algebraic geometry
"

Iwasawa Theory For Modular Forms At Supersingular Primes",Mathematics Subject Classification: 11—Number theory
"

On the algebraic side of the Iwasawa theory of some non-ordinary Galois representations",Mathematics Subject Classification: 11—Number theory
"

Topics in Complex Multiplication",Mathematics Subject Classification: 11—Number theory
"

Parity of ranks of Jacobians of hyperelliptic curves of genus 2",Mathematics Subject Classification: 11—Number theory
"

Root numbers of abelian varieties and their Galois representations",Mathematics Subject Classification: 11—Number theory
"

Generalized Motives and Symplectic Orientations",Mathematics Subject Classification: 19—K-theory
"

The Generalized Vaserstein Symbol",Mathematics Subject Classification: 19—K-theory
"

Milnor-Witt sheaves and modules",Mathematics Subject Classification: 14—Algebraic geometry
"

Problems in Diophantine Geometry",Mathematics Subject Classification: 11—Number theory
"

The transcendental part of higher Brauer groups in weight 2",Mathematics Subject Classification: 14—Algebraic geometry
"

Torsion Free and Absolutely Pure Sheaves",Mathematics Subject Classification: 14—Algebraic geometry
"

Réalisations tannakiennes des motifs mixtes triangulés",Mathematics Subject Classification: 14—Algebraic geometry
"

On the ampleness of the cotangent bundles of complete intersections",Mathematics Subject Classification: 14—Algebraic geometry
"

SUR LE SECOND THÉORÈME PRINCIPAL
 (ENGLISH: ON THE SECOND MAIN THEOREM)",Mathematics Subject Classification: 32—Several complex variables and analytic spaces
"

Sur la conjecture de Green-Griffiths logarithmique",Mathematics Subject Classification: 14—Algebraic geometry
"

Concentration de genre et laminarité",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Groupes de Chow orientés",Mathematics Subject Classification: 19—K-theory
"

Alguns punts d'àlgebra homotòpica","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Bayesian Complementary Clustering, MCMC, and Anglo-Saxon Placenames",Mathematics Subject Classification: 62—Statistics
"

Hypersurfaces holomorphes ou symplectiques évitant une sous-variété lagrangienne",Mathematics Subject Classification: 51—Geometry
"

Contributions à l'étude des sous-variétés aléatoires",Mathematics Subject Classification: 51—Geometry
"

Exposants de Liapounoff et points periodiques des endomorphismes holomorphes de CP^k",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Forme de Blanchfield et cobordisme d’entrelacs bords",Mathematics Subject Classification: 55—Algebraic topology
"

Higher Brauer Groups",Mathematics Subject Classification: 14—Algebraic geometry
"

The Riemann-Roch theorem and Gysin morphism in arithmetic geometry",Mathematics Subject Classification: 19—K-theory
"

Quelques aspects sur l'homologie de Borel-Moore dans le cadre de l'homotopie motivique: poids et G-théorie de Quillen",Mathematics Subject Classification: 14—Algebraic geometry
"

Modules homotopiques avec transferts et motifs génériques",Mathematics Subject Classification: 14—Algebraic geometry
"

Self-calibration of Projective and Generic Central Cameras",Mathematics Subject Classification: 14—Algebraic geometry
"

Homotopical Aspects of Mixed Hodge Theory",Mathematics Subject Classification: 14—Algebraic geometry
"

Functorial precomposition with applications to Mackey functors and biset functors",Mathematics Subject Classification: 20—Group theory and generalizations
"

On Higher Arithmetic Intersection Theory",Mathematics Subject Classification: 14—Algebraic geometry
"

Invariants de formes quadratiques à valeurs dans la K-théorie algébrique et la cohomologie étale de l'anneau de base",Mathematics Subject Classification: 00—General
"

On shifted-localized derivators","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Spezielle elliptische Funktionen und Eisensteinreihen zur Stufe N",Mathematics Subject Classification: 11—Number theory
"

Higher comparison maps for the spectrum of a tensor triangulated category","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Prime ideals of mixed Artin-Tate motives","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Quasi-Galois theory in triangulated categories","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Ray Class Fields of Global Function Fields with Many Rational Places",Mathematics Subject Classification: 11—Number theory
"

Das p-adische Spektrum",Mathematics Subject Classification: 16—Associative rings and algebras
"

Perfect Simulation of Conditional & Weighted Models",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Reine K-analytische Räume",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Integralgeometrie Whitney-stratifizierbarer Mengen",Mathematics Subject Classification: 53—Differential geometry
"

Die Topologie isolierter Singularitäten von vollständigen Durchschnitten komplexer Hyperflächen",Mathematics Subject Classification: 54—General topology
"

Zur Struktur orthogonaler Gruppen über bewerteten Körpern",Mathematics Subject Classification: 20—Group theory and generalizations
"

Komplexe Farey-Netze und die Reduktion Binärer Quadratisher Formen K(i)n",Mathematics Subject Classification: 11—Number theory
"

Zur Existenz von Lösungen bei einem speziellen Lagerhaltungsproblem","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Die zweistufig nichtmetazyklischen p-Gruppen",Mathematics Subject Classification: 20—Group theory and generalizations
"

Eine Spezielle Windschiefe Projektion zur Abbildung des Projektiven Vierdimensionalen Raumes in eine Hyperebene",Mathematics Subject Classification: 51—Geometry
"

On Representations Attached to Semistable Vector Bundles on Mumford Curves",Mathematics Subject Classification: 14—Algebraic geometry
"

Prinzipalbuendel auf p-adischen Kurven und Paralleltransport",Mathematics Subject Classification: 14—Algebraic geometry
"

Degenerations of Flag Varieties",Mathematics Subject Classification: 14—Algebraic geometry
"

Über einen Zusammenhang zwischen speziellen Lie'schen Ringen und Graphen sowie die Beziehungen zum Rekonstruktionsproblem für Graphen",Mathematics Subject Classification: 05—Combinatorics
"

Local Heights on Uniformized Abelian Varieties andon Mumford Curves",Mathematics Subject Classification: 14—Algebraic geometry
"

Minimale Funktoren zwischen Graphenkategorien mit speziellen Hamiltoneigenschaften","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Ein allgemeines schiefes Produkt der Gruppentheorie",Mathematics Subject Classification: 20—Group theory and generalizations
"

Option Pricing for an Affine Jump-Diffusion Model","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Semisimple Lie Algebras and their Classification over p-adic Fields",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

Berechnung der Homologiegruppen Singularitätenfreier Algebraischer Hyperflächen und Konstruktion von Repräsentanten ihrer Erzeugenden",Mathematics Subject Classification: 14—Algebraic geometry
"

Minimale monomiale Darstellungen endlicher Gruppen",Mathematics Subject Classification: 20—Group theory and generalizations
"

Verallgemeinerungen des Bezoutschen Satzes",Mathematics Subject Classification: 53—Differential geometry
"

Über die Charaktere quadratischer Formen",Mathematics Subject Classification: 11—Number theory
"

Das Verallgemeinerte Freie Produkt in Primitiven Klassen Universeller Algebren","Mathematics Subject Classification: 06—Order, lattices, ordered algebraic structures"
"

Untersuchungen über Vollständige Quadriken",Mathematics Subject Classification: 51—Geometry
"

Über Untergruppen mit ausgezeichneten Repräsentantensystemen",Mathematics Subject Classification: 20—Group theory and generalizations
"

Automorphismen Positiver Ternärer Quadratischer Formen",Mathematics Subject Classification: 11—Number theory
"

Hamiltonsche Eigenschaften und Zusammenhangsverhalten von Graphenprodukten",Mathematics Subject Classification: 05—Combinatorics
"

Hamiltonsche Eigenschaften von Produkten endlicher gerichteter Graphen",Mathematics Subject Classification: 05—Combinatorics
"

Zur Struktur von Potenzen zusammenhängender Graphen",Mathematics Subject Classification: 05—Combinatorics
