thesis,subject
"

Liftability of schemes and their Frobenius morphism",Mathematics Subject Classification: 14—Algebraic geometry
"

Arithmetic Intersection Theory on Flag Varieties",Mathematics Subject Classification: 14—Algebraic geometry
"

Infinite Volume Limit for Correlation functions in the Dipole Gas","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Quantum Cohomology Rings of Lagrangian and Orthogonal Grassmannians and Vafa-Intriligator Type Formulas",Mathematics Subject Classification: 14—Algebraic geometry
"

Rankings of Derivatives for Elimination Algorithms and Formal Solvability of Analytic Partial Differential Equations",Mathematics Subject Classification: 14—Algebraic geometry
"

Restrictions on Galois groups of Schubert problems",Mathematics Subject Classification: 14—Algebraic geometry
"

Price Discrimination in the Railway Industry","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Anomalous Dissipation, Spontaneous Stochasticity & Onsager's Conjecture",Mathematics Subject Classification: 76—Fluid mechanics
"

Hydrodynamic and Magnetohydrodynamic Turbulence: Invariants, Cascades, and Locality",Mathematics Subject Classification: 76—Fluid mechanics
"

Analysis on Singular Spaces：Applications of Operator Algebras to Boundary Value Problems","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

The Generalized Finite Element Method: Numerical Treatment of
Singularities, Interfaces, and Boundary Conditions",Mathematics Subject Classification: 65—Numerical analysis
"

An Energetic Variational Approach to the Mathematical Modeling of Charged Fluids: Charge Phases, Simulation and Well Posedness",Mathematics Subject Classification: 35—Partial differential equations
"

Multilevel Methods for the Generalized Finite Element Method Discretizations",Mathematics Subject Classification: 65—Numerical analysis
"

Subspace Correction Methods for Linear Elasticity",Mathematics Subject Classification: 65—Numerical analysis
"

Second-order in time numerical integration of the Landau-Lifshitz-Gilbert equation",Mathematics Subject Classification: 65—Numerical analysis
"

Modeling, Analysis, and Numerics in Electrohydrodynamics",Mathematics Subject Classification: 65—Numerical analysis
"

Towards the Equivariant Cohomology Ring of Moduli Spaces of Stable Maps into Grassmannians",Mathematics Subject Classification: 14—Algebraic geometry
"

Quadratic points on modular curves",Mathematics Subject Classification: 11—Number theory
"

Flux-Splitting-Methoden und Mehrgitterverfahren für hyperbolische Systeme mit Beispielen aus der Strömungsmechanik",Mathematics Subject Classification: 76—Fluid mechanics
"

Mehrgitterverfahren bei singulären Störungen",Mathematics Subject Classification: 35—Partial differential equations
"

Einige Eigenschaften der unregelmäßig veränderlichen Sterne geringer
Leuchtkraft",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Special Fiber Rings of Certain Height Four Gorenstein Ideals",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Das exponentielle Euler-Verfahren zur Regularisierung schlecht gestellter Probleme",Mathematics Subject Classification: 65—Numerical analysis
"

A Computational Approach to the Quillen-Suslin Theorem, Buchsbaum-Eisenbud Matrices, and Generic Hilbert-Burch Matrices.",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Die physikalischen Vorgänge beim Eindringen meteoritischer Körper in die Erdatmosphäre",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

The Syzygy Theorem and the Weak Lefschetz Property",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Untersuchungen zur Theorie der Spiralnebel",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Essays on public finance","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Error analysis of splitting methods for wave type equations",Mathematics Subject Classification: 65—Numerical analysis
"

Stoß schneller interstellarer Wolken",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Kernaufbau und Halobildung bei Kometen",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Die Einwirkung der Absorption bzw. Selbstabsorption auf das Balmer-Dekrement planetarischer Nebel",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Anomaly Detection in Random Heterogeneous Media",Mathematics Subject Classification: 65—Numerical analysis
"

Zur Struktur und Entstehung des Perseidenstroms",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Grundlagen der Kosmogonie",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Homological Algebra and Problems in Combinatorics and Geometry",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Fórmulas explícitas para el cálculo de resultantes y aplicaciones",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Zur Theorie der Algolveränderlichen",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Piecewise Polynomial Functions on a Planar Region: Boundary Constraints and Polyhedral Subdivisions",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Algorithmes pour les polynômes lacunaires",Mathematics Subject Classification: 14—Algebraic geometry
"

Some problems in polynomial interpolation and topological complexity",Mathematics Subject Classification: 41—Approximations and expansions
"

Die räumliche Verteilung der Zodiakallichtmaterie",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Multiestacionariedad en redes de reacciones bioqu\'imicas y soluciones positivas de sistemas polinomiales ralos",Mathematics Subject Classification: 14—Algebraic geometry
"

Syzygies and implicitization of tensor product surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Combinatorial Aspects of Toric Varieties",Mathematics Subject Classification: 14—Algebraic geometry
"

Quantum symmetric pairs and quantum supergroups at roots of 1",Mathematics Subject Classification: 16—Associative rings and algebras
"

Implicitization of rational maps",Mathematics Subject Classification: 14—Algebraic geometry
"

Representation Theory for Iwahori-Hecke Algebras and Schur Algebras of Classical Type",Mathematics Subject Classification: 20—Group theory and generalizations
"

Springer Isomorphisms and the Variety of Elementary Subalgebras",Mathematics Subject Classification: 20—Group theory and generalizations
"

Toric Geometry and Mirror Symmetry",Mathematics Subject Classification: 14—Algebraic geometry
"

Semi-Topological K-Theory of Certain Projective Varieties",Mathematics Subject Classification: 19—K-theory
"

The Representation Theory of the Supergroup GL(m|n)",Mathematics Subject Classification: 20—Group theory and generalizations
"

The Effects of Taxation on Capital Gains Realizations: Theory and Evidence","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Three essays in public economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

The eventual vanishing of self-extensions",Mathematics Subject Classification: 16—Associative rings and algebras
"

Topics from the Irreducibility of Polynomials and Coverings of the Integers",Mathematics Subject Classification: 11—Number theory
"

Injectivity conditions on Group Algebras",Mathematics Subject Classification: 16—Associative rings and algebras
"

Charecters and cohomology of modules for affine Kac-Moody algebras and generalizations",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

Shock waves in ordinary and conducting fluids",Mathematics Subject Classification: 76—Fluid mechanics
"

Semi-Topological Cobordism for Complex Varieties",Mathematics Subject Classification: 19—K-theory
"

A Study Of Cs And ▒~H~Q-CS Rings And Modules",Mathematics Subject Classification: 16—Associative rings and algebras
"

On the Symmetric Homology of Algebras",Mathematics Subject Classification: 55—Algebraic topology
"

Algebraic Structures on the Set of All Binary Operations Over a Fixed Set.",Mathematics Subject Classification: 08—General algebraic systems
"

",Mathematics Subject Classification: 53—Differential geometry
"

On Amenable and Congenial Bases for Infinite Dimensional Algebras",Mathematics Subject Classification: 16—Associative rings and algebras
"

Untersuchungen über die Bahn des Kometen 1905 IV (Kopff)",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Shock waves in conducting and dissociating gases",Mathematics Subject Classification: 76—Fluid mechanics
"

On Inverses and Linear Independence",Mathematics Subject Classification: 16—Associative rings and algebras
"

On Almost Semi-Invariant Submanifolds",Mathematics Subject Classification: 53—Differential geometry
"

On Finite Rings, Algebras, and Error-Correcting Codes","Mathematics Subject Classification: 94—Information and communication, circuits"
"

A Study of Submanifolds of Manifolds Equipped with Different Structures",Mathematics Subject Classification: 53—Differential geometry
"

Some Topics in Infinite Dimensional Algebra",Mathematics Subject Classification: 16—Associative rings and algebras
"

A Study of Symmetries In Semi-Riemannian Manifolds",Mathematics Subject Classification: 53—Differential geometry
"

The distances and weight distributions of several classes of codes","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Essays in Applied Microeconomics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Exact Distributions of Certain Likelihood Ratio Test Criteria",Mathematics Subject Classification: 62—Statistics
"

On Geometry of CR-submanifolds",Mathematics Subject Classification: 53—Differential geometry
"

Quantum Families of Maps",Mathematics Subject Classification: 81—Quantum Theory
"

Real and Topological Stable Rank",Mathematics Subject Classification: 46—Functional analysis
"

Single and Mixed Alphabets Linear Codes Over Finite Rings and Their Applications in Construction of Quantum Codes","Mathematics Subject Classification: 94—Information and communication, circuits"
"

A Cancellation Problem for Quantum Spheres",Mathematics Subject Classification: 47—Operator theory
"

The C*-Algebra of Lie Semidirect Products of the Form R^n x_a R",Mathematics Subject Classification: 46—Functional analysis
"

Untersuchungen über Pendeluhren: mit besonderer Berücksichtigung der beiden luftdichten Riefler-Uhren R 23 und R 33 der Königlichen Sternwarte zu München",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Quantum Algebras Associated to Irreducible Generalized Flag Manifolds",Mathematics Subject Classification: 16—Associative rings and algebras
"

On Total Absolute Curvature",Mathematics Subject Classification: 53—Differential geometry
"

Geometry of warped product submanifolds of Kaehler and nearly Kaehler mnaifolds",Mathematics Subject Classification: 53—Differential geometry
"

Two Gauss-Bonnet and Poincare-Hopf Theorems for Orbifolds with Boundary",Mathematics Subject Classification: 53—Differential geometry
"

Noncommutative CW-Complexes Arising From Discrete Groups and Their K-Theory",Mathematics Subject Classification: 46—Functional analysis
"

Index Theory and Positive Scalar Curvature for Orbifolds","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

Generalized Fixed-Point Algebras for Twisted C*-Dynamical Systems",Mathematics Subject Classification: 46—Functional analysis
"

Photographische Helligkeiten und mittlere Örter von 251 Sternen der Plejadengruppe nebst einer Untersuchung über die Durchmesserkurven bei verschiedenen photographischen Objektiven",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Bestimmung von Sternpositionen aus photographischen Aufnahmen durch Interpolations- und Abbildungsverfahren",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

The ring theory and the representation theory of quantum Schubert cells",Mathematics Subject Classification: 16—Associative rings and algebras
"

Maximal Green Sequences and Quivers Associated to Surfaces",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

Some eigenvalue problems related to the nonhomogeneous potential equation",Mathematics Subject Classification: 34—Ordinary differential equations
"

Beiträge zur photographischen Spektralphotometrie",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Proper actions of groupoids on C*-algebras",Mathematics Subject Classification: 46—Functional analysis
"

Growth, Investment, and Business Cycles: A Critique and Development of Some Recent Theories","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Matrix Convexity",Mathematics Subject Classification: 46—Functional analysis
"

On some direct and inverse eigenvalue problems of the Sturm-Liouville equation",Mathematics Subject Classification: 46—Functional analysis
"

Classifying the Type of Groupoid C*-algebras",Mathematics Subject Classification: 46—Functional analysis
"

Some Eigenvalue Problems for Vectorial Sturm-Liouville Equations with Eigenparameter Dependent Boundary Conditions",Mathematics Subject Classification: 34—Ordinary differential equations
"

Noncommutative L_p-spaces Associated with Locally Compact Quantum Groups",Mathematics Subject Classification: 81—Quantum Theory
"

Brauer-Picard groups of pointed fusion categories","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Morita Equivalence for Group-Theoretical Categories","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Die Intensitätsverteilung in den Spektren der helleren Plejadensterne",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Spektralphotometrische Untersuchungen über den Veränderlichen SS Cygni",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Noncommutative CW-Complexes",Mathematics Subject Classification: 55—Algebraic topology
"

Ideal Amenability of Banach Algebras",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Caractère de Chern en cohomologie basique équivariante",Mathematics Subject Classification: 00—General
"

Hopf algebraic approach to Quantum Field Theory based on the renormalization process",Mathematics Subject Classification: 81—Quantum Theory
"

Controlled K-theory for groupoids and applications",Mathematics Subject Classification: 19—K-theory
"

Photographische Positionsbestimmung von 178 Nebelflecken nebst einer Methode zur nachträglichen Reduktion für Eigenbewegung der Anschlußsterne",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Analyse harmonique en dimension infinie: paires de Guelfand généralisées",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Infinite-dimensional supermanifolds, Lie supergroups and the supergroup of superdiffeomorphisms","Mathematics Subject Classification: 22—Topological groups, Lie groups"
"

New examples and constructions in infinite-dimensional Lie theory","Mathematics Subject Classification: 22—Topological groups, Lie groups"
"

An Application of Microlocal Analysis to the Representation Theory of Compact Lie Groups",Mathematics Subject Classification: 43—Abstract harmonic analysis
"

Über die Nebel der Nova Persei",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Untersuchungen über den Andromeda-Nebel",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Lie groups of mappings on non-compact spaces and manifolds","Mathematics Subject Classification: 22—Topological groups, Lie groups"
"

Monotonicity-based methods for inverse parameter identification problems in partial differential equations",Mathematics Subject Classification: 35—Partial differential equations
"

Semibounded unitary representations of 
oscillator groups","Mathematics Subject Classification: 22—Topological groups, Lie groups"
"

Helligkeiten und mittlere Örter von 359 Sternen der Plejaden-Gruppe",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Contributions to quadratic backward stochastic differential equations with jumps and applications",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Modules over Infinite Dimensional Algebras",Mathematics Subject Classification: 16—Associative rings and algebras
"

Reduced Basis Methods for nonlinear Inverse Problems",Mathematics Subject Classification: 65—Numerical analysis
"

Untersuchungen über die langwellige Strahlung der Atmosphäre",Mathematics Subject Classification: 86—Geophysics
"

Convolution Powers Of Complex-Valued Functions And Related Topics In Partial Differential Equations",Mathematics Subject Classification: 42—Fourier analysis
"

Heat Kernels on Euclidean Complexes","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

Switching control problems and reflected backward stochastic differential equations with c\`adl\`ag data",Mathematics Subject Classification: 93—Systems theory; control
"

Random Walks On Metric Measure Spaces",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Heat Kernel Estimates On Inner Uniform Domains",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Analyse des modeles de branchement avec duplication des trajectoires pour
l'étude des événements rares",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Discrete Heat Kernel Estimates in Inner Uniform Domains","Mathematics Subject Classification: 80—Classical thermodynamics, heat transfer"
"

Non atomic differential games","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Dynamic optimal allocation problem","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Heat Kernel Estimates for Inner Uniform Subsets of Harnack-type Dirichlet Spaces",Mathematics Subject Classification: 35—Partial differential equations
"

Etude de modèles en mécanique statistique à fibre non-ordonnée",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Dynamic games with perfect information and its applications","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

About continuous trajectories in differential games of survival","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Multistage games with non complete information lag","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Investigation of phenomenological equations",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Self-oscillating dynamic processes in control systems",Mathematics Subject Classification: 93—Systems theory; control
"

Differential games and network externalities","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Games with life line and information delay","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Realization of optimality principles in n-person differential games","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Modellversuche zur Monsunalen Zirkulation",Mathematics Subject Classification: 76—Fluid mechanics
"

Stationary strategies in the games with information lag","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Exotic options and Lévy processes. Theoretical and practical aspects.",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

On some problems in differential game theory","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Search games in non homogeneous space","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Synthesis of low-dimensional filter for dynamic systems",Mathematics Subject Classification: 93—Systems theory; control
"

Game-theoretical approach to the environmental problems","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

On a class of simulations pursuit-search game","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Dynamic games with perfect information","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Strong equilibria in some classes of dynamic games","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Cooperative solutions for the analysis of information systems","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Functional educations for differential games of pursuit with incomplete
information","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Guaranteeing strategies in differential pursuit games","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

About the convergence of the learning algorithm for evolutionary game","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Nash equilibrium in a team pursuit game","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Generation functions in voting games","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Differential games of pursuit with information delay","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

House-Selling Problem in Game-Theoretic Way","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

On Multiscale Algorithms for Selected Applications in Molecular Mechanics",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Zur Interpolation polynomialer Linearkombinationen beliebiger Funktionen",Mathematics Subject Classification: 41—Approximations and expansions
"

Multistage games with coalitional structures","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Cooperative stochastic games","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Multistage games with perfect information and variable coalitional structure","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Negotiations in Dynamic Games","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Problem of the guaranteed levels finding by forecasting",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Mathematical Methods in Numerical Modeling of Dynamical Processes",Mathematics Subject Classification: 65—Numerical analysis
"

Mathematical models of node ranking in graphs of communications networks","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Game-Theoretic Models of Facility Location and Their Applications","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Methods of mathematical modelling of passenger traffics in transport systems","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Properties of Optimal Stopping Time in the Best Choice Problem","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Dynamic games' methods in bioresource management problem: reserved territory approach","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Stochastic Models of Negotiations with Multiple Participants","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Equilibrium models the best choice with incomplete information","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Equilibrium in game-theoretic models of bargaining and group choices","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Best choice problems with disorder","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Innsbrucker Föhnstudien",Mathematics Subject Classification: 86—Geophysics
"

Best-choice games with several players","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Analytical methods of optimal stopping rule costruction and its applications","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Dynamic stability in some classes of games with
incomplete information","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
