thesis,subject
"

Managing Online Retail Operations: The Role of Advance Demand Information and Sponsored Search Marketing","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Essays on Institutions and Innovation in Natural Resource Industries","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A Multi-Paradigm Modelling Approach for Engineering Model Debugging Environments",Mathematics Subject Classification: 68—Computer science
"

Efficient and Usable Model Transformations",Mathematics Subject Classification: 68—Computer science
"

Designing Optimal Network Topologies under Multiple Efficiency and Robustness Constraints",Mathematics Subject Classification: 68—Computer science
"

A Two Strain Spatiotemporal Mathematical Model of Cancer with Free Boundary Condition",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Maritime manoeuvring optimization: path planning in minefield threat environments","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Efficient Theorem Provers based on an Abstract Machine",Mathematics Subject Classification: 68—Computer science
"

A Multi-Paradigm Foundation for Model Transformation Language Engineering",Mathematics Subject Classification: 68—Computer science
"

Selbsteinschätzende Lernverfahren: Mãglichkeiten und Grenzen",Mathematics Subject Classification: 68—Computer science
"

Modelling and simulation of dynamic structure discrete-event systems",Mathematics Subject Classification: 68—Computer science
"

A Multi-Paradigm Modelling Approach to the Design and Evolution of Domain-Specific Modelling Languages",Mathematics Subject Classification: 68—Computer science
"

Asymptotic Analysis of Evolution Equations with Nonclassical Heat Conduction",Mathematics Subject Classification: 35—Partial differential equations
"

A Practical Framework for Adaptive Metaheuristics",Mathematics Subject Classification: 68—Computer science
"

Comparative Analysis of Biological Networks",Mathematics Subject Classification: 68—Computer science
"

Parallel Hybrid Sparse System Solvers",Mathematics Subject Classification: 68—Computer science
"

Text image compression based on pattern matching",Mathematics Subject Classification: 68—Computer science
"

A Multi-Paradigm Modelling Approach to the Foundations of Domain-Specific Modelling",Mathematics Subject Classification: 68—Computer science
"

Property Preservation in Co-simulation",Mathematics Subject Classification: 68—Computer science
"

A Foundation for Inconsistency Management in Model-Based Systems Engineering",Mathematics Subject Classification: 68—Computer science
"

A Foundation for Inconsistency Management in Model-Based Systems Engineering",Mathematics Subject Classification: 68—Computer science
"

Languages for Secure Multiparty Computation and Towards Strongly Typed Macros",Mathematics Subject Classification: 68—Computer science
"

Web Service Growing Pains: Understanding Services and Their Clients",Mathematics Subject Classification: 68—Computer science
"

Evaluating Dynamic Analysis Techniques for Program Comprehension",Mathematics Subject Classification: 68—Computer science
"

Automated Fault Localization for Service-Oriented Software Systems",Mathematics Subject Classification: 68—Computer science
"

Performance Optimization of Multi-Tenant Software Systems",Mathematics Subject Classification: 68—Computer science
"

An Empirical Evaluation of Feedback-Driven Software Development",Mathematics Subject Classification: 68—Computer science
"

Analysis of an Error Resilient Lempel-Ziv Algorithm Via Suffix Trees",Mathematics Subject Classification: 68—Computer science
"

Analysing Human Walking Behaviour Using Dynamic Optimisation",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Numerical Methods for the Solution of Optimal Feedback Control Problems",Mathematics Subject Classification: 65—Numerical analysis
"

Quality of Just-in-Time Requirements: Just-Enough and Just-in-Time",Mathematics Subject Classification: 68—Computer science
"

Packet loss visibility and packet prioritization in digital videos",Mathematics Subject Classification: 68—Computer science
"

Fine Feature Reconstruction in Point Set Surfaces Using Deep Learning",Mathematics Subject Classification: 68—Computer science
"

Tools and Methods for Large Scale Software Engineering Research",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

Multi-formalism Modelling and Simulation",Mathematics Subject Classification: 68—Computer science
"

Automated Testing of Event-Driven Applications",Mathematics Subject Classification: 68—Computer science
"

Pointer Analysis for JavaScript Programming Tools",Mathematics Subject Classification: 68—Computer science
"

Topics on Random Forests",Mathematics Subject Classification: 62—Statistics
"

Design and Analysis of Web Application Frameworks",Mathematics Subject Classification: 68—Computer science
"

Static Analysis of Dynamic Languages",Mathematics Subject Classification: 68—Computer science
"

Static Analysis for JavaScript",Mathematics Subject Classification: 68—Computer science
"

Computational Methods for Global Illumination and Visualisation of Complex 3D Environments",Mathematics Subject Classification: 68—Computer science
"

Mathematical Analysis of some Diffuse Interface Models for Binary Fluids",Mathematics Subject Classification: 35—Partial differential equations
"

Applications of Assignment Algorithms to Nonparametric Tests for Homogeneity","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Enhancement of Random Forests Using Trees with Oblique Splits",Mathematics Subject Classification: 62—Statistics
"

Some Mathematical Models and Scientific Computations in Epidemiology and Immunology",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Essays in Energy and Environmental Economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Managing Requirements Evolution using Reconstructed Traceability and Requirement Views",Mathematics Subject Classification: 68—Computer science
"

Security Applications of Peer to Peer Networks",Mathematics Subject Classification: 68—Computer science
"

Climate and the productivity, health, and peacefulness of society","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

Reducing System Testing Effort by Focusing on Commonalities in Test Procedures",Mathematics Subject Classification: 68—Computer science
"

To Reuse or To Be Reused : Techniques for Component Composition and Construction",Mathematics Subject Classification: 68—Computer science
"

Renovation of Idiomatic Crosscutting Concerns in Embedded Systems",Mathematics Subject Classification: 68—Computer science
"

Coordination in adaptive open distributed systems","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Managing the Risk of Peer-to-Peer Transactions",Mathematics Subject Classification: 68—Computer science
"

Techniques for Understanding Legacy Software Systems",Mathematics Subject Classification: 68—Computer science
"

Model-Driven Evolution of Software Architectures",Mathematics Subject Classification: 68—Computer science
"

Weak Turbulence Theory for Coasting Beams with Schottky Noise",Mathematics Subject Classification: 76—Fluid mechanics
"

Bit-rate allocation for multiple video streams: Dual-frame video coding and competitive equilibrium methods",Mathematics Subject Classification: 68—Computer science
"

On The Design of Chorded Languages",Mathematics Subject Classification: 68—Computer science
"

Energy Management in Wireless Communications: From Convex Optimization to Machine Learning","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Information and Optimality in Pollution Control Institutions","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Executable Language Definitions : Case Studies and Origin Tracking Techniques",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

Studies of Coherent Synchrotron Radiation with the Discontinuous Galerkin Method",Mathematics Subject Classification: 35—Partial differential equations
"

The Allocation of Resources Under Uncertainty: The Informational and Incentive Roles of Prices and Demands in a Team""","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

From wave equation to spin dynamics: Mathematical and computational aspects",Mathematics Subject Classification: 65—Numerical analysis
"

Free-space Optical Communications With Relays","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Distributed router fabrics",Mathematics Subject Classification: 68—Computer science
"

Specifying and Implementing Secure Mobile Applications in the Channel Ambient System",Mathematics Subject Classification: 68—Computer science
"

The Discrete Frechet Distance with Applications",Mathematics Subject Classification: 68—Computer science
"

Robust stability analysis for large-scale power systems",Mathematics Subject Classification: 93—Systems theory; control
"

A Model of Effects with an Application to Ownership Types",Mathematics Subject Classification: 68—Computer science
"

Session Types in Concurrent Calculi: Higher-Order Processes and Objects",Mathematics Subject Classification: 68—Computer science
"

Experimental investigation of induced-charge electro-osmosis",Mathematics Subject Classification: 76—Fluid mechanics
"

Three Essays on the Principal-Agent Model","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Statistical physics and biological information : hydrophobicity patterns in protein design and differential motif finding in DNA","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Map Labeling with Circles",Mathematics Subject Classification: 68—Computer science
"

Collective hydrodynamics of soft microparticles in quasi-two-dimensional confinement",Mathematics Subject Classification: 76—Fluid mechanics
"

Identification of genes in human genomic DNA",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Dynamic simulations of flexible polymer molecules: rheology of unbound dilute solutions and polymer brushes","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Functional and computational analysis of RNA-binding proteins and their
roles in cancer",Mathematics Subject Classification: 92—Biology and other natural sciences
"

The Evolution and Specificity of RNA Splicing",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Non-hypercyclic Operators on Hilbert Space",Mathematics Subject Classification: 47—Operator theory
"

Musical Rhythms in the Euclidean Plane",Mathematics Subject Classification: 51—Geometry
"

Computational investigation on protein sequencing and genome rearrangement problems",Mathematics Subject Classification: 68—Computer science
"

Problems at the Nexus of Geometry and Soft Matter: Rings, Ribbons and Shells","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Actin Statics and Dynamics",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Multiscale Modeling in Granular Flow",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Studies on the effective properties of suspensions",Mathematics Subject Classification: 76—Fluid mechanics
"

Stochastic and Deterministic Models for Dense Granular Flow",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

A study of incidence structures and codes related to regular two-graphs",Mathematics Subject Classification: 51—Geometry
"

The Effects of Inertia on the Buoyancy-Driven Convective Flow in Settling Vessels Having Inclined Walls",Mathematics Subject Classification: 76—Fluid mechanics
"

A Theoretical and Experimental Investigation of Viscoelastic Instabilities in Taylor-Dean Flow",Mathematics Subject Classification: 76—Fluid mechanics
"

Interpretable and Scalable Bayesian Models for Advertising and Text",Mathematics Subject Classification: 62—Statistics
"

Collective Behavior of Colloidal Suspensions under Electric Fields and
Confinement",Mathematics Subject Classification: 76—Fluid mechanics
"

Bending, Buckling, Tumbling, Trapping: Viscous Dynamics of Elastic Filaments",Mathematics Subject Classification: 76—Fluid mechanics
"

Approximation and Relaxation Approaches for Parallel and Distributed Machine Learning",Mathematics Subject Classification: 68—Computer science
"

Physically Programmable Surfaces","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Wrinkling and Sagging of Viscous Sheets",Mathematics Subject Classification: 76—Fluid mechanics
"

A precipitation model and its use in real-time river flow forecasting",Mathematics Subject Classification: 86—Geophysics
"

Entire Functions and Fourier Transforms",Mathematics Subject Classification: 30—Functions of a complex variable
"

Rainfall-runoff as spatial stochastic processes : data collection and synthesis",Mathematics Subject Classification: 86—Geophysics
"

Propiedades de densidad y aproximación de sistemas de Markov y sistemas de Markov débiles",Mathematics Subject Classification: 41—Approximations and expansions
"

Nonequilibrium Quantum Systems: Fluctuations and Interactions","Mathematics Subject Classification: 80—Classical thermodynamics, heat transfer"
"

Monomino-Domino Tatami Coverings",Mathematics Subject Classification: 05—Combinatorics
"

Real-Time Image Editing and iOS Application with Convolutional Networks",Mathematics Subject Classification: 68—Computer science
"

How Does the Choice of Boundary Conditions at Infinity Affect Frame Dragging Inside Rotating Shells?",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Discovering and Exploiting Structure for Gaussian Processes",Mathematics Subject Classification: 68—Computer science
"

The application of cross-spectral analysis to hydrologic time series",Mathematics Subject Classification: 86—Geophysics
"

An astronomical and geophysical search for scalar gravitational waves.",Mathematics Subject Classification: 86—Geophysics
"

Robust Inference for Projection Structures",Mathematics Subject Classification: 62—Statistics
"

Variations in the Photo-Electric Sensitivity of Platinum","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

The photoelectric and optical properties of sodium and barium","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Self-diffusion of the silver ion and conductivity in silver chloride","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Structural characterization and optical transmission studies of vanadate glasses","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Spacetime Wormholes",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Properties of expanding universes",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Learning in the Real World: Constraints on Cost, Space, and Privacy",Mathematics Subject Classification: 68—Computer science
"

Supervised Machine Learning Under Test-Time Resource Constraints: A Trade-off Between Accuracy and Cost",Mathematics Subject Classification: 68—Computer science
"

CoMoVA - A Comprehension Measurement Framework for Visualization Systems",Mathematics Subject Classification: 68—Computer science
"

A microscopic model for quantum optomechanics",Mathematics Subject Classification: 81—Quantum Theory
"

Quantum Effects on Non-Maximally Symmetric Spaces",Mathematics Subject Classification: 81—Quantum Theory
"

Observational Tests and Theoretical Problems Relating to the Conjecture that the Strength of the Electromagnetic Interaction may Be Variable",Mathematics Subject Classification: 81—Quantum Theory
"

Functional Inference From Molecular Networks In
Systems Biology",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Topics in Quantum Gravity",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Dynamical modeling of elliptical galaxies:  prolate models and a test to determine the shapes of galaxies",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

From x-ray clusters to galactic spheroids:  Semi-analytic modeling of the origin of structure in the universe",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Learning with Single View Co-training and Marginalized Dropout",Mathematics Subject Classification: 68—Computer science
"

Optimal policy structure in natural resource and environmental economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

On the stability of the minimum of an SO(N) invariant Higgs potential with reducible Higss fields",Mathematics Subject Classification: 20—Group theory and generalizations
"

An Investigation of a Class of Self-Dual Monopole Solutions","Mathematics Subject Classification: 44—Integral transforms, operational calculus"
"

Coherent Quantum Dynamics of Atom- Quantum Field Interaction",Mathematics Subject Classification: 81—Quantum Theory
"

STRONGLY NONLINEAR ACOUSTICS OF ONE-DIMENSIONAL GRANULAR SONIC VACUA",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Bayesian Monte Carlo Estimation for Profile Hidden Markov Models",Mathematics Subject Classification: 62—Statistics
"

On Virasoro Constructions from Kac Moody Algebras",Mathematics Subject Classification: 17—Nonassociative rings and algebras
"

A One-Dimensional Infinite Particle System",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Testing Simulation and Structural Models with Applications to Energy Demand","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Essays on Water Resource Economics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Block Designs and Their Defining Sets",Mathematics Subject Classification: 62—Statistics
"

",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Geometrically unfitted finite element methods for the Helmholtz equation",Mathematics Subject Classification: 65—Numerical analysis
"

Numerical computation of resonances and pseudospectra in acoustic scattering",Mathematics Subject Classification: 65—Numerical analysis
"

At the intersection of Differential Equations and Optimization: Inverse Problems, Path Planning and Krylov Subspaces",Mathematics Subject Classification: 65—Numerical analysis
"

Optimization based clustering and classification algorithms in analysis of
microarray gene expression data sets","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Data-Driven System Identification of Strongly Nonlinear Modal Interactions and Model Updating of Nonlinear Dynamical Systems",Mathematics Subject Classification: 74—Mechanics of deformable solids
"

Strongly nonlinear dynamics and acoustics of coupled granular sonic vacua: theoretical and experimental studies",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Systematic Kernelization in FPT Algorithm Design",Mathematics Subject Classification: 05—Combinatorics
"

Mathematical analysis of boundary integral equations and domain decomposition methods with applications in polarisable electrostatics",Mathematics Subject Classification: 65—Numerical analysis
"

Stabilization Strategies for Discontinuous Galerkin Methods",Mathematics Subject Classification: 65—Numerical analysis
"

Efficient computation and applications of the Calderón projector",Mathematics Subject Classification: 65—Numerical analysis
"

Circulant Block Factorization for Elliptic Problems of Second Order",Mathematics Subject Classification: 65—Numerical analysis
"

Optimal Multilevel Methods for Conforming Quadratic, Biquadratic and Bicubic Finite Elements",Mathematics Subject Classification: 65—Numerical analysis
"

Incomplete Factorization Preconditioning by Approximate Schur Complements on Hierarchical Grids",Mathematics Subject Classification: 65—Numerical analysis
"

Fluid Structure Interaction for Fluid Flow Normal to Deformable Porous Media",Mathematics Subject Classification: 00—General
"

Dualite continue coreflectivement modifee comme methode de caracterisation des proprietes topologiques des produits",Mathematics Subject Classification: 54—General topology
"

",Mathematics Subject Classification: 65—Numerical analysis
"

Scalable efficient methods for incompressible fluid dynamics in engineering problems",Mathematics Subject Classification: 65—Numerical analysis
"

Model Repair And Editing Tools",Mathematics Subject Classification: 68—Computer science
"

Spektralmethoden für die Strahlungstransportgleichung",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Iterative Methods for Non-conforming Finite Elements",Mathematics Subject Classification: 65—Numerical analysis
"

Searching for Optimal Caterpillars in General and Bounded Treewidth Graphs",Mathematics Subject Classification: 68—Computer science
"

Thinnest V-shapes, Biggest Angles, and Lowest Potentials",Mathematics Subject Classification: 68—Computer science
"

Allgemeine rhythmische Funktionen",Mathematics Subject Classification: 26—Real functions
"

financial mathematics: Equilibrium Models for Asset Bubbles - A Regime Switching and a Lévy Model Approach",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Multi-parameter regularization arising in optimal control of fluid flows",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Novel Applications of Amortized Analysis",Mathematics Subject Classification: 68—Computer science
"

Computerized Cancer Malignancy Grading of Fine Needle Aspirates",Mathematics Subject Classification: 68—Computer science
"

Automatic Segmentation and Classification of Red and White Blood cells in Thin Blood Smear Slides",Mathematics Subject Classification: 68—Computer science
"

Optimal Recovery of Functions and Functionals",Mathematics Subject Classification: 41—Approximations and expansions
"

NUMERICAL ANALYSIS OF NONLINEAR SYSTEMS OF PARABOLIC EQUATIONS MODELLING MARKETS WITH LIQUIDITY SHOCKS",Mathematics Subject Classification: 65—Numerical analysis
"

Position-Based Routing Algorithms for Three-Dimensional Ad Hoc Networks",Mathematics Subject Classification: 68—Computer science
"

Pitch Estimation of Aperiodic and Noisy Speech Signals","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Classifying polynomials with reducible nonreciprocal parts and the factorization of values of polynomials",Mathematics Subject Classification: 11—Number theory
"

{Inverse Obstacle Scattering: Uniqueness and Reconstruction Algorithms",Mathematics Subject Classification: 35—Partial differential equations
"

Applications of Covering Systems of Integers and Goldbach's Conjecture for Monic Polynomials",Mathematics Subject Classification: 11—Number theory
"

Estimates for Exponential Sums in Prime Variables and Their Applications",Mathematics Subject Classification: 11—Number theory
"

Zero Density Estimates for Automorphic L-functions",Mathematics Subject Classification: 11—Number theory
"

Numbers representable by five prime squares with primes in an arithmetic progression",Mathematics Subject Classification: 11—Number theory
"

The Waring-Goldbach problem for cubes",Mathematics Subject Classification: 11—Number theory
"

",Mathematics Subject Classification: 55—Algebraic topology
"

Design and Analysis of Parallel Algorithms",Mathematics Subject Classification: 68—Computer science
"

Equivariant Chern-Schwartz-MacPherson classes of symmetric and skew-symmetric determinantal varieties",Mathematics Subject Classification: 14—Algebraic geometry
"

Moments of distances between centres of Ford spheres",Mathematics Subject Classification: 11—Number theory
"

On the Rescaled Hitting Time and Return Time Distributions to Asymptotically Small Sets.",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Results in Metric and Analytic Number Theory",Mathematics Subject Classification: 11—Number theory
"

",Mathematics Subject Classification: 54—General topology
"

Quantum Chaos for Point Scatterers on Hyperbolic Surfaces","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

Medical Image Analysis and Visualization Using Geometric Deformable Model",Mathematics Subject Classification: 68—Computer science
"

Statistical Properties of Dynamical Systems",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Die Pion-Nukleon-Partialwellenamplituden bei niederen Energien im Rahmen der Mandelstam-Darstellung",Mathematics Subject Classification: 81—Quantum Theory
"

Analyse diophantienne et modules de Drinfeld",Mathematics Subject Classification: 11—Number theory
"

Points entiers de fractions rationnelles et points périodiques de plusieurs polynômes",Mathematics Subject Classification: 11—Number theory
"

Fragmentationsmodell zur Beschreibung inklusiver Teilchen-Erzeugung in der Elektron-Positron-Vernichtung",Mathematics Subject Classification: 81—Quantum Theory
"

Shedding New Light on Random Trees",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

The Fate of Singularities in Quantum Cosmology and the
Application of Generalized Effective Equations to Constrained Quantum Systems",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Connectivity and Centrality in Dense Random Geometric Graphs",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Link homology and equivariant gauge theory",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

Contributions à l'étude des arbres de Lévy et des arbres inhomogènes continus",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Studies in the statistical mechanics of plasmas and liquid helium","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

A Threelogy in Two Parts",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Non-minimal Higgs inflation and frame dependence in cosmology",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Quantum-gravitational effects for inflationary perturbations and the fate of mild singularities in quantum cosmology",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Exceptionally small balls in stable trees.",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

",Mathematics Subject Classification: 11—Number theory
"

",Mathematics Subject Classification: 11—Number theory
"

Zur Bestimmung regulärer äquivalenter Nukleon-Nukleon-Potentiale und induzierter Mehrkörperkräfte in Vielteilchensystemen",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Diagonal Diophantine approximation in $\mathbb{Q}$ and the Duffin-Schaeffer theorem in number fields",Mathematics Subject Classification: 11—Number theory
"

Finding primes in arithmetic
 progressions and estimating
 double exponential sums",Mathematics Subject Classification: 11—Number theory
"

Lebensdauern und Tunnelzeiten: Zum Problem des Zeitbegriffs in der Quantenmechanik",Mathematics Subject Classification: 81—Quantum Theory
"

Spherical equidistribution in the space of adelic lattices and its applications",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Heiße Defektelektronen in Tellur und Mikrowellen-Mischung durch heiße Elektronen in Germanium","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Dialogische Begründung des effektiven quantenlogischen Quantorenkalküls",Mathematics Subject Classification: 81—Quantum Theory
"

Limit Theorems for Theta Sums with Applications in Quantum Mechanics",Mathematics Subject Classification: 81—Quantum Theory
"

Modeling protostellar jets",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Fluctuations in the cosmic microwave background and the
topology of the universe",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Operational Analysis of Some Quantum Optical Experiments (in German)",Mathematics Subject Classification: 81—Quantum Theory
"

Concepts surrounding incompatibility in quantum physics",Mathematics Subject Classification: 81—Quantum Theory
"

Semiclassical localization in phase space",Mathematics Subject Classification: 81—Quantum Theory
"

Survival and connection probabilities of open three dimensional billiards",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Electrodynamics and Geometry","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Stochastically perturbed dynamics: Escape rates and averaging methods",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Escape from intermittent billiards",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Low Mach Number Simulations of Convective Boundary Mixing in Classical Novae",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

Studies in the physics of Bose gases","Mathematics Subject Classification: 82—Statistical mechanics, structure of matter"
"

Building and Testing Cosmological Models: From Friedmann to Weyl-Cartan",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Das Konzept der inneren Zeit in der kanonischen Quantentheorie der Gravitation",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Der Spindrehimpuls in der allgemeinen Relativitätstheorie",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Turbulence driven star formation in disk galaxies",Mathematics Subject Classification: 85—Astronomy and astrophysics
"

",Mathematics Subject Classification: 76—Fluid mechanics
"

An approximate Riemann solver for ideal MHD",Mathematics Subject Classification: 35—Partial differential equations
"

Quantenmechanische Modelle von unscharf präparierenden und von schwach störenden Messungen",Mathematics Subject Classification: 81—Quantum Theory
"

Vollständigkeit des quantenlogischen Aussagenkalküls hinsichtlich einer semantischen Begründung durch Dialogspiele",Mathematics Subject Classification: 81—Quantum Theory
