thesis,subject
"

High Dimensional American Options",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Financial modelling with mean reversion through jump",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Fast and accurate parallel computation of quantile functions for random number generation",Mathematics Subject Classification: 65—Numerical analysis
"

Structural Models of Credit with Default Contagion",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Wahrscheinlichkeiten korrekter Klassifikation",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Approximation of Spectra and Pseudospectra on a Hilbert Space",Mathematics Subject Classification: 65—Numerical analysis
"

Quantization for Probability Measures",Mathematics Subject Classification: 28—Measure and integration
"

Distributed Learning, Prediction and Detection in Probabilistic Graphs",Mathematics Subject Classification: 93—Systems theory; control
"

Relativistic Fluid Dynamics",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Storing and Managing Data in a Distributed Hash Table",Mathematics Subject Classification: 68—Computer science
"

On Some Identifications of Twistor Space",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Numerical Relativistic Hydrodynamics in Planar and Axisymmetric Spacetimes",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Definitions of Quasi-Local Momentum",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

An Extension Theorem For Conformal Gauge Singularities",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

A study of hybrid dynamical systems with application to automobile control",Mathematics Subject Classification: 93—Systems theory; control
"

L'us de la Informacio Simbolica en l'Automatitzacio del Tractament Estadistic de Dominis poc Estructurats",Mathematics Subject Classification: 68—Computer science
"

Braneworld black holes and black strings",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Locally Decodable Codes and Private Information Retrieval Schemes",Mathematics Subject Classification: 68—Computer science
"

Braneworld Cosmology and Holography",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Eulerian Series, Zeta functions, and the Arithmetic of Partitions",Mathematics Subject Classification: 11—Number theory
"

Ricci-Flat Anti-Self-Dual Asymptotically Locally Euclidean 4-Manifolds",Mathematics Subject Classification: 53—Differential geometry
"

Toric Surfaces and Sasakian-Einstein 5-manifolds",Mathematics Subject Classification: 53—Differential geometry
"

Aspects of Galileons and Generalised Scalar-Tensor theories.",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Central Values of Rankin-Selberg L-Functions and its Applications",Mathematics Subject Classification: 11—Number theory
"

",Mathematics Subject Classification: 46—Functional analysis
"

The Average Estimates of Automorphic L-functions",Mathematics Subject Classification: 11—Number theory
"

CONFINAMIENTO DE QUARKS",Mathematics Subject Classification: 81—Quantum Theory
"

Real-Time Pay-per-view of Protected Multimedia Content",Mathematics Subject Classification: 68—Computer science
"

Nonlinear Dynamics, Synchronisation and Chaos in Coupled FHN Cardiac and
Neural Cells",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Searches for Signatures of Quantum Chaos",Mathematics Subject Classification: 81—Quantum Theory
"

Problèmes de type Linnik pour les fonctions L automorphes",Mathematics Subject Classification: 11—Number theory
"

Characteristics and frontogenesis of the subarctic front in the North Pacific",Mathematics Subject Classification: 76—Fluid mechanics
"

Illuminating Spatial and Temporal Patterns of Ocean Mixing as Inferred from Argo Profiling Floats",Mathematics Subject Classification: 76—Fluid mechanics
"

Analyse harmonique et theorie descriptive des ensembles",Mathematics Subject Classification: 46—Functional analysis
"

Local Theory and Local Reflexivity for Operator Spaces",Mathematics Subject Classification: 46—Functional analysis
"

Notions de petitesse, géométrie des espaces de Banach et hypercyclicité",Mathematics Subject Classification: 46—Functional analysis
"

Graphages à types d'isomorphisme prescrit",Mathematics Subject Classification: 20—Group theory and generalizations
"

On Haagerup and Kazhdan Properties",Mathematics Subject Classification: 20—Group theory and generalizations
"

On the Goldbach-Linnik problem and its extensions",Mathematics Subject Classification: 11—Number theory
"

Notes on Hecke eigenforms",Mathematics Subject Classification: 11—Number theory
"

Locations of Real Zeros of Newforms of Higher Levels",Mathematics Subject Classification: 11—Number theory
"

Computing Eigensolutions for Singular Sturm-Liouville Problems in Photonics",Mathematics Subject Classification: 65—Numerical analysis
"

On Hua's Theorem with Five Almost Equal Prime Variables",Mathematics Subject Classification: 11—Number theory
"

Switched Systems, Convex Cones and Common Lyapunov Functions",Mathematics Subject Classification: 93—Systems theory; control
"

A Physical Design Methodology Using the Property of Separability",Mathematics Subject Classification: 68—Computer science
"

Verifiable and reusable conditioning",Mathematics Subject Classification: 68—Computer science
"

Hybrid Approaches to Scheduling and Clustering","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Combinatorial and asymptotic statistical properties of partitions and unimodal sequences",Mathematics Subject Classification: 11—Number theory
"

Fast calculation of flow ensembles",Mathematics Subject Classification: 65—Numerical analysis
"

Drinfeld modular forms modulo p and Weierstrass points on Drinfeld modular curves",Mathematics Subject Classification: 11—Number theory
"

Cyclic Homology, Manifolds, and Group Actions",Mathematics Subject Classification: 53—Differential geometry
"

","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

New approaches for query performance prediction",Mathematics Subject Classification: 68—Computer science
"

On Group Actions on 1-dimensional Manifolds.",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Group Scheduling and Assignment: Complexity and Algorithms",Mathematics Subject Classification: 68—Computer science
"

Géométrie de l'espace d'Urysohn et théorie descriptive des ensembles",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Entity-based retrieval",Mathematics Subject Classification: 68—Computer science
"

Query performance prediction and cluster ranking: Two sides of the same coin?",Mathematics Subject Classification: 68—Computer science
"

Topics in Analytic Number Theory",Mathematics Subject Classification: 11—Number theory
"

Fake Real Quadratic Orders",Mathematics Subject Classification: 11—Number theory
"

Optimization of Large Join Queries",Mathematics Subject Classification: 68—Computer science
"

Modular forms, partitions, and $q$-series",Mathematics Subject Classification: 11—Number theory
"

",Mathematics Subject Classification: 68—Computer science
"

Extensions of Results on the Distribution of Primes",Mathematics Subject Classification: 11—Number theory
"

La dynamique des difféomorphismes du cercle selon le point de vue de la
mesure",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Linhas de Curvaturas Principais e Geodésicas Nulas em Superfícies Imersas no Espaço de Minkowski 3-dimensional",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Campos Descontínuos Com Chaveamento no Rn",Mathematics Subject Classification: 34—Ordinary differential equations
"

Geometria Extr\'inseca de Campos de Vetores em $\mathbb R^3$",Mathematics Subject Classification: 34—Ordinary differential equations
"

Linhas assintóticas de campos de planos em  $\mathbb R^3$ e de superfícies em $\mathbb R^4$",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

State-Aggregation Algorithms for Learning Probabilistic Models for Robot Control",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Automatic Analysis of Document Sentiment",Mathematics Subject Classification: 68—Computer science
"

Local Ensemble Transform Kalman Filter for Earth-system Models: An Application to Extreme Events",Mathematics Subject Classification: 86—Geophysics
"

Horizontes cosmológicos y principio holográfico",Mathematics Subject Classification: 83—Relativity and gravitational theory
"

Algunos Potenciales Singulares. Integrabilidad, Supersimetría y
Fluctuaciones Cuánticas",Mathematics Subject Classification: 81—Quantum Theory
"

On the Integration of Optimization Techniques","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Four Essays in Economic Theory","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Optimality Criteria of Economic Growth as Examples of Optimal Resource Allocation over Time","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Secondary Terms in Asymptotics for the Number of Zeros of Quadratic Forms",Mathematics Subject Classification: 11—Number theory
"

The Document Representation Problem: An Analysis of LSI and Iterative Residual Rescaling",Mathematics Subject Classification: 68—Computer science
"

Pontos parcialmente umbílicos em familias a um parâmetro de hipersuperfícies em R^4",Mathematics Subject Classification: 53—Differential geometry
"

Asymptotics and Congruence Properties for Stanley's Partition Function",Mathematics Subject Classification: 11—Number theory
"

Dynamic Oligopolistic Games with Fixed Costs of Adjustment and Changing Environments","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Establishing Several Infinite Families of Mock and Quantum Modular Forms",Mathematics Subject Classification: 11—Number theory
"

Inertia Theory for General Hermitian Preserving Linear Transformations",Mathematics Subject Classification: 15—Linear and multilinear algebra; matrix theory
"

Periodicity and Partition Congruences",Mathematics Subject Classification: 11—Number theory
"

Estabilidade Assintótica Global e Continuação de Órbitas Periódicas em Sistemas por Partes no Plano",Mathematics Subject Classification: 34—Ordinary differential equations
"

Sobre Configurações Centrais no Problema de N Corpos. Configurações Centrais Planares, Espaciais e Empilhadas",Mathematics Subject Classification: 70—Mechanics of particles and systems
"

Estudio teórico de la difusión pion-pion",Mathematics Subject Classification: 81—Quantum Theory
"

",Mathematics Subject Classification: 81—Quantum Theory
"

Bifurcações de Hopf de Codimensão 2 em Sistemas de Controle Lineares com Controlador do Tipo PI e não Linearidade do Tipo Saturação",Mathematics Subject Classification: 34—Ordinary differential equations
"

Linhas de Curvatura Direcional Média em Superfícies Imersas em R^4","Mathematics Subject Classification: 58—Global analysis, analysis on manifolds"
"

Dinamica no lineal en algunos sistemas fisicos",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Neural Network Classifications",Mathematics Subject Classification: 68—Computer science
"

Spectral Effects on the Rate of Convergence of the LMS Adaptive Algorithm",Mathematics Subject Classification: 68—Computer science
"

The Two-State Model of Cancer Growth: Evolutionary Implications at the Local and Global Scales",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Dynamics and Implications of Data-Based Disease Models in Public Health and Agriculture",Mathematics Subject Classification: 92—Biology and other natural sciences
"

A flexible framework for solving constrained ratio problems in machine learning",Mathematics Subject Classification: 68—Computer science
"

Recursive Models of Government Policy","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Caracterització i especificació basada en ontologies dels laboratoris virtuals en les enginyeries en informàtica",Mathematics Subject Classification: 68—Computer science
"

Quasiparticles and Collective Excitations in Crystals",Mathematics Subject Classification: 81—Quantum Theory
"

Discriminative Methods for Label Sequence Learning",Mathematics Subject Classification: 68—Computer science
"

DAI-DEPUR: An Integrated Supervisory Multi-Level Architecture for Wastewater Treatment Plants",Mathematics Subject Classification: 68—Computer science
"

Consecuencias físicas de las realizaciones unifuncionales para partículas de masa nula",Mathematics Subject Classification: 81—Quantum Theory
"

New results on partitions, prime numbers, and moonshine",Mathematics Subject Classification: 11—Number theory
"

Impact of Distributed PV Generation on Grid Operation","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

On Class Polynomials and Supersingular j-Invariants",Mathematics Subject Classification: 11—Number theory
"

Arithmetic, Analytic, and Geometric Aspects of the Theory of Modular Forms",Mathematics Subject Classification: 11—Number theory
"

Lightweight PRNG for Low-Cost Passive RFID Security Improvement","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Modularity in Biological Networks",Mathematics Subject Classification: 68—Computer science
"

Analysis of Distance Functions in Graphs",Mathematics Subject Classification: 68—Computer science
"

Privacy-preserving and data utility in graph mining.",Mathematics Subject Classification: 68—Computer science
"

Classification of Phonemes Using Pitch Synchronous Glottal Cycle Analysis",Mathematics Subject Classification: 68—Computer science
"

Concept Discovery and Argument Bundles in the Web of Experiences",Mathematics Subject Classification: 68—Computer science
"

Industrial Organization, Trade and Social Capital","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Cellular Automata Theory",Mathematics Subject Classification: 68—Computer science
"

Coordinated Execution and Goal Management in a Reactive Cognitive Architecture",Mathematics Subject Classification: 93—Systems theory; control
"

Maass forms and quantum modular forms",Mathematics Subject Classification: 11—Number theory
"

Information, Career Concerns, and Organizational Performance","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Harmonic Maass forms and modular forms: Applications to class numbers and partitions",Mathematics Subject Classification: 11—Number theory
"

Deterministic Language Processing",Mathematics Subject Classification: 68—Computer science
"

Analytical Goal-Driven Learning of Procedural Knowledge by Observation",Mathematics Subject Classification: 68—Computer science
"

Interplay between Weak Maass Forms and Modular Forms and Statistical Properties of Number Theoretic Objects",Mathematics Subject Classification: 11—Number theory
"

Detection of attacks against cyber-physical industrial systems",Mathematics Subject Classification: 68—Computer science
"

Coherence-Based Computational Agency",Mathematics Subject Classification: 68—Computer science
"

Essays on Strategic Information Transmission","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Un protocole de diffusion pour un service de transfert fiable et ordonné",Mathematics Subject Classification: 68—Computer science
"

Diffusion de séquences animées à qualité variable",Mathematics Subject Classification: 68—Computer science
"

Discriminant Functions: Properties, Classes, and Computational Techniques",Mathematics Subject Classification: 93—Systems theory; control
"

Closure of Classes of Formal Languages under Substitution Operators",Mathematics Subject Classification: 68—Computer science
"

Automated Service Negotiation between Autonomous Computational Agents",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

Sequentially-closed and Forward-closed String Rewriting Systems",Mathematics Subject Classification: 68—Computer science
"

Algebraic modelling of MOS circuits",Mathematics Subject Classification: 68—Computer science
"

Unification modulo common list functions A discussion of complexity and decidability modulo various combinations of observer theories",Mathematics Subject Classification: 68—Computer science
"

Computational Problems in Equational Theorem Proving",Mathematics Subject Classification: 68—Computer science
"

DECIDING STATIC INCLUSION FOR DELTA-STRONG AND OMEGA DEL-STRONG INTRUDER THEORIES: APPLICATIONS TO CRYPTOGRAPHIC PROTOCOL ANALYSIS",Mathematics Subject Classification: 68—Computer science
"

Markets with Frictions","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

Distribution of Real Critical Points of Logarithmic Derivatives of Real Entire Functions",Mathematics Subject Classification: 26—Real functions
"

Combinatorial Aspects of Zonotopal Algebra",Mathematics Subject Classification: 05—Combinatorics
"

Equational Unification and its application in formal verification of cryptographic protocols",Mathematics Subject Classification: 68—Computer science
"

Equational Unification: Algorithms and Complexity",Mathematics Subject Classification: 68—Computer science
"

Nilpotence, Bisimulation and the Unification Workbench",Mathematics Subject Classification: 68—Computer science
"

An I/O-Complexity Lower Bound for All Recursive Matrix Multiplication Algorithms by Path-Routing",Mathematics Subject Classification: 68—Computer science
"

Analytic and Combinatorial Features of Stable Polynomials",Mathematics Subject Classification: 26—Real functions
"

Topics in analytic number theory",Mathematics Subject Classification: 11—Number theory
"

Some Topics In The Theory Of Modular Forms And Drinfeld Modular Forms",Mathematics Subject Classification: 11—Number theory
"

The Hermite-Biehler method and functions generating the Pólya frequency sequences",Mathematics Subject Classification: 26—Real functions
"

Unification modulo Theories of Blind Signatures",Mathematics Subject Classification: 68—Computer science
"

Beyond Regular: Pattern Matching with Extended Regular Expressions",Mathematics Subject Classification: 68—Computer science
"

On Problems Dual to Unification: The String-Rewriting Case",Mathematics Subject Classification: 68—Computer science
"

Analysis of Imprecise Decision Models","Mathematics Subject Classification: 90—Operations research, mathematical programming"
"

Traces of singular moduli, modular forms, and Maass forms",Mathematics Subject Classification: 11—Number theory
"

Asymptotic formulae for restricted unimodal sequences",Mathematics Subject Classification: 11—Number theory
"

Curves in a Solid Taurus and Mapping Knot Manifolds",Mathematics Subject Classification: 55—Algebraic topology
"

Detecting and characterizing large-scale human brain networks",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Congruences for the coefficients of modular forms and applications to number theory",Mathematics Subject Classification: 11—Number theory
"

Microwave Power Oscillator Utilizing Thin-Film Ferroelectric Varactors","Mathematics Subject Classification: 94—Information and communication, circuits"
"

On Establishing the Consistency of Systems",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

An Algebraic Approach to the Compilation and Operational Semantics of
Functional Languages with I-Structures",Mathematics Subject Classification: 68—Computer science
"

Efficient Support of Computational Invariants in Active Semantic Data Model.",Mathematics Subject Classification: 68—Computer science
"

Characteristics and Stability of Transmission Systems","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Local Recognition of Certain Digitized Curves Using Automata-Theoretic Concepts",Mathematics Subject Classification: 08—General algebraic systems
"

Recursive-Call Automata",Mathematics Subject Classification: 68—Computer science
"

The Reduction of Large Scale Markov Models for Random Chains",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Policy mining: Learning decision policies from fixed sets of data",Mathematics Subject Classification: 68—Computer science
"

Combinatorial objects at the interface of
q-series and modular forms",Mathematics Subject Classification: 11—Number theory
"

Data Lineage and Information Density in Database Visualization",Mathematics Subject Classification: 68—Computer science
"

System Support for Software Fault Tolerance in Highly Available Database Management Systems",Mathematics Subject Classification: 68—Computer science
"

Definability in the Theories of Integers and of Natural Numbers",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Stability Analysis of Nonlinear Control Systems by the Second Method of Liapunov",Mathematics Subject Classification: 93—Systems theory; control
"

Applications of harmonic Maass forms",Mathematics Subject Classification: 11—Number theory
"

Hiding periodic i/o costs in parallel applications",Mathematics Subject Classification: 68—Computer science
"

A New Technique for Studying Meteors and the Upper Atmosphere","Mathematics Subject Classification: 78—Optics, electromagnetic theory"
"

Optimal Representation of Finite State Machines for Computer Simulation",Mathematics Subject Classification: 68—Computer science
"

Explorations in Recursive Function Theory",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Quantification in Knowledge and Belief Contexts",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

Measures of Expressive Power for Type Theory",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

A Basis for Logic in Natural Deduction",Mathematics Subject Classification: 03—Mathematical logic and foundations
"

On the Exact and Approximate Solutions of the Optimal Control Problem with Bounded State Variables",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Optimal Inputs for the Identification of Linear Systems",Mathematics Subject Classification: 93—Systems theory; control
"

A Supervisory Control Strategy for Real-Time Navigation of Mobile Robots in Dynamic Environments",Mathematics Subject Classification: 93—Systems theory; control
"

On Questions of Congruence and Size for Modular Forms and Maass-Poincare Series",Mathematics Subject Classification: 11—Number theory
"

Server-side Log Data Analytics for I/O Workload Characterization and Coordination on Large Shared Storage Systems",Mathematics Subject Classification: 68—Computer science
"

Weierstrass Points on Modular Curves",Mathematics Subject Classification: 11—Number theory
"

Viability Control for Nonholonomic Systems: Application to the Compensation of Disturbances for Underwater Robotic Vehicles",Mathematics Subject Classification: 93—Systems theory; control
"

Adding Coordination to the Management of High-End Storage Systems",Mathematics Subject Classification: 68—Computer science
"

The Variable Gradient Method of Generating Liapunov Functions with Applications to Automatic Control Systems",Mathematics Subject Classification: 93—Systems theory; control
"

Static and Dynamic Behavior of Liquid Drops in Electric Fields","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Intersection Homology of Hilbert Modular Varieties and Quadratic Base Change",Mathematics Subject Classification: 11—Number theory
"

The Application of Mathematical Logic to Network Theory","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Complexity Results for automatic Layout Design",Mathematics Subject Classification: 05—Combinatorics
"

Relative endoscopy for unitary symmetric spaces",Mathematics Subject Classification: 11—Number theory
"

Elliptic curves, eta-quotients and Weierstrass mock modular forms",Mathematics Subject Classification: 11—Number theory
"

Two problems in the theory of t-core partitions",Mathematics Subject Classification: 05—Combinatorics
"

On relating aspects of tropical geometry, cluster algebras, and zonotopal algebras",Mathematics Subject Classification: 13—Commutative rings and algebras
"

Three Essays in the Macroeconomics of Labor Market Dynamics","Mathematics Subject Classification: 91—Game theory, economics, social and behavioral sciences"
"

A group infrastructure and a virtual topology for group communication in computer networks",Mathematics Subject Classification: 68—Computer science
"

Runtime Support toward Transparent Memory Access in GPU-accelerated Heterogeneous Systems",Mathematics Subject Classification: 68—Computer science
"

Querying patterns in high-dimensional heterogenous datasets",Mathematics Subject Classification: 68—Computer science
"

The Approximation of Network Functions Using Tchebycheff Polynomials","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Modeling and Identification of Nonlinear Oscillations",Mathematics Subject Classification: 93—Systems theory; control
"

Computation of Regions of Constrained Stability for Nonlinear Control Systems",Mathematics Subject Classification: 93—Systems theory; control
"

Bringing Efficiency and Predictability to Massive Multi-core NoC Architectures",Mathematics Subject Classification: 68—Computer science
"

A Model-Based Approach for Development of Multi-Agent Software Systems",Mathematics Subject Classification: 68—Computer science
"

Theory and Application of Petri Net Reduction for ADA-Tasking Static Analysis",Mathematics Subject Classification: 68—Computer science
"

Dynamic Voltage Scaling with Feedback EDF Scheduling for Real-time Embedded Systems",Mathematics Subject Classification: 68—Computer science
"

On behavior of the partition function modulo prime powers",Mathematics Subject Classification: 11—Number theory
"

Automated Analysis and Interpretation of Power System Stability Simulation Output Data",Mathematics Subject Classification: 93—Systems theory; control
"

FPFM: A Formal Specification and Verification Framework for Security Policies in Multi-Domain Mobile Networks",Mathematics Subject Classification: 68—Computer science
"

Harmonic Type Sums and Their Arithmetic Properties",Mathematics Subject Classification: 11—Number theory
"

Number of prime ideals in short intervals",Mathematics Subject Classification: 11—Number theory
"

Shimura images of a family of half-integral weight 
modular forms",Mathematics Subject Classification: 11—Number theory
