thesis,subject
"

A Serverless, Wide-Area Version Control System",Mathematics Subject Classification: 68—Computer science
"

Optimizing Communication Bottlenecks in Multiprocessor Operating System Kernels",Mathematics Subject Classification: 68—Computer science
"

Automatic intrusion recovery with system-wide history",Mathematics Subject Classification: 68—Computer science
"

Providing a Shared File System in the Hare POSIX Multikernel",Mathematics Subject Classification: 68—Computer science
"

The Scalable Commutativity Rule:  Designing Scalable Software for Multicore Processors",Mathematics Subject Classification: 68—Computer science
"

Certifying a Crash-safe File System",Mathematics Subject Classification: 68—Computer science
"

Automated Intrusion Recovery for Web Applications",Mathematics Subject Classification: 68—Computer science
"

Topics in Systems Reliability: Storage, Execution, and Security",Mathematics Subject Classification: 68—Computer science
"

User Authentication and Remote Execution Across Administrative Domains",Mathematics Subject Classification: 68—Computer science
"

Network function extensibility in software at round-trip timescales",Mathematics Subject Classification: 68—Computer science
"

Efficient Private Function Evaluation",Mathematics Subject Classification: 68—Computer science
"

Content Conditioning and Distribution for Dynamic Virtual Worlds",Mathematics Subject Classification: 68—Computer science
"

Multi-Tenant Resource Allocation for Shared Cloud Storage",Mathematics Subject Classification: 68—Computer science
"

Registration and segmentation of medical images",Mathematics Subject Classification: 68—Computer science
"

Stronger Consistency and Semantics for Low-Latency Geo-Replicated Storage",Mathematics Subject Classification: 68—Computer science
"

Invariant Representations and Learning in Computer Vision",Mathematics Subject Classification: 62—Statistics
"

Understanding the spatio-temporal structure of human actions",Mathematics Subject Classification: 68—Computer science
"

Leveraging occlusions for video object segmentation",Mathematics Subject Classification: 68—Computer science
"

Recognizing Describable Attributes and Materials of Textures in the Wild and Clutter",Mathematics Subject Classification: 62—Statistics
"

Browser-Based Identity Federation",Mathematics Subject Classification: 68—Computer science
"

New Privacy-Preserving Architectures for Identity-/Attribute-based Encryption",Mathematics Subject Classification: 68—Computer science
"

Semi-Quantum Key Distribution: Protocols, Security Analysis, and New Models",Mathematics Subject Classification: 68—Computer science
"

Authentication Mechanisms for Open Distributed Systems",Mathematics Subject Classification: 68—Computer science
"

The Click Modular Router",Mathematics Subject Classification: 68—Computer science
"

Towards a Secure and User-Friendly Authentication Method for Public Wireless Networks",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 68—Computer science
"

VeriNeC - secure network configuration through verification",Mathematics Subject Classification: 68—Computer science
"

Scalable TCP Congestion Control",Mathematics Subject Classification: 68—Computer science
"

Democratizing Content Distribution",Mathematics Subject Classification: 68—Computer science
"

New Systems and Algorithms for Scalable Fault Tolerance",Mathematics Subject Classification: 68—Computer science
"

On Broadcast Encryption for Secure Software Delivery to Automobiles",Mathematics Subject Classification: 68—Computer science
"

Bringing Zero-Knowledge Proofs of Knowledge to Practice",Mathematics Subject Classification: 68—Computer science
"

Verification of Co-operating Systems and Behaviour Abstraction",Mathematics Subject Classification: 68—Computer science
"

Practical Parallel Data Structures",Mathematics Subject Classification: 68—Computer science
"

On Locally Verifiable Proofs of Proximity",Mathematics Subject Classification: 68—Computer science
"

Secure Computation with Minimal Interaction",Mathematics Subject Classification: 68—Computer science
"

Low-Density Parity-Check Codes: Constructions and Bounds","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Failure Structures of Message-Passing Algorithms in Erasure Decoding and Compressed Sensing","Mathematics Subject Classification: 94—Information and communication, circuits"
"

","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Growth parameters and chaos in discrete dynamics",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Error-Correcting Codes Over Permutations","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Error Decoding Strategies for Algebraic Codes",Mathematics Subject Classification: 68—Computer science
"

",Mathematics Subject Classification: 05—Combinatorics
"

Minimal transformations on continua",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

On Higher Rank Commutative Actions by Toral Automorphisms",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Problems in Dimension of Fractal Measures and in Statistics of Trajectories of Dynamical Systems",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Combinatorial Methods in Dynamical Systems",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Symmetries of fractal sets",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Ergodic methods in equidistribution problems",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Sparse Distribution Problems in Dynamics",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Entropy Properties of Dynamical Systems",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Entropy Bounds for Quantum Limits",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Relative Property (T), Linear Groups, and Applications",Mathematics Subject Classification: 20—Group theory and generalizations
"

Ergodic Theory and Geometry of Nilpotent Groups","Mathematics Subject Classification: 22—Topological groups, Lie groups"
"

Zero-dimensional models of dynamical systems",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Typical Properties of Ergodic Processes with Positive Entropy",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Ergodic Type Theorems in Operator Algebras",Mathematics Subject Classification: 46—Functional analysis
"

",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

An online adaptive learning algorithm for optimal trade execution in high-frequency markets",Mathematics Subject Classification: 93—Systems theory; control
"

Random walks, random graphs and stochastic growth models",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Information theory of Markov operators",Mathematics Subject Classification: 28—Measure and integration
"

Central Limit Theorems for Percolation and Random Matrices",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Weakly Almost Periodic Maps on Compact Spaces",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Universals and Invariants in Dynamics",Mathematics Subject Classification: 37—Dynamical systems and ergodic theory
"

Self-organised criticality in random graph processes",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Interference Management Techniques for 5G Networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Diffusion Limited Aggregation and Loop-Erased Random Walk Beyond the
Euclidean Lattice",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Random Walks and Random Structures",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Geometry Of Stochastic Processes On Euclidean Lattices",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Some Problems Regarding Stochastic Processes on Euclidean Lattices",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

On cookie monsters and greedy walkers: Topics in self interacting random
walks",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Critical Percolation on Finite Graphs",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Flows, Cliques and Paths in Random Graphs",Mathematics Subject Classification: 05—Combinatorics
"

Universality for planar percolation",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Topics in Polygonal Billiards and Oriented Percolation",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Asymmetric particle systems and last-passage percolation in one and two dimensions",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Space-time techniques for W-CDMA and OFDM wireless networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Interference mitigation in large random wireless networks","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Non-symplectic automorphisms of irreducible holomorphic symplectic manifolds",Mathematics Subject Classification: 14—Algebraic geometry
"

Topics in Fountain Coding","Mathematics Subject Classification: 94—Information and communication, circuits"
"

About Non-Symplectic Automorphisms of Composite Order of K3 Surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

About Non-Symplectic Automorphisms of Composite Order OFK3 Surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Rates and algorithms for group testing","Mathematics Subject Classification: 94—Information and communication, circuits"
"

Kernel-based hypothesis tests: large-scale approximations and Bayesian perspectives",Mathematics Subject Classification: 62—Statistics
"

A remark on Z-orientability of Kleinian groups",Mathematics Subject Classification: 30—Functions of a complex variable
"

Clifford index and gonality of curves on special K3 surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Rigid Calabi–Yau threefolds and Hodge structures of Calabi–Yau type",Mathematics Subject Classification: 14—Algebraic geometry
"

Superficies de Riemann y sus dessins d'enfants",Mathematics Subject Classification: 14—Algebraic geometry
"

Real structures on marked Schottky spaces",Mathematics Subject Classification: 14—Algebraic geometry
"

",Mathematics Subject Classification: 14—Algebraic geometry
"

",Mathematics Subject Classification: 14—Algebraic geometry
"

The Beilinson complex and canonical rings of irregular surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Topics in Algebraic Supergeometry over Projective Spaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Geometry of Kuga-Satake Varieties",Mathematics Subject Classification: 14—Algebraic geometry
"

On a Generalisation of Thomae's Formula for Galois Covers of the Sphere",Mathematics Subject Classification: 14—Algebraic geometry
"

Polyhedral Deformations of Cone Manifolds",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

Symplectic Automorphisms on K3 Surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Abelian Varieties of Mumford-type",Mathematics Subject Classification: 14—Algebraic geometry
"

Hessians and the Moduli Space of Cubic Surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Algebraic Surfaces with Automorphisms",Mathematics Subject Classification: 14—Algebraic geometry
"

The Moduli Space of Genus Three Curves as a Period Domain of K3 Surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Mirror symmetry and elliptic fibrations on K3 surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Pencils of Symmetric Surfaces in P3",Mathematics Subject Classification: 14—Algebraic geometry
"

On the classification of some automorphisms of K3 surfaces",Mathematics Subject Classification: 14—Algebraic geometry
"

Families of Riemann surfaces, uniformization and arithmeticity",Mathematics Subject Classification: 14—Algebraic geometry
"

Triangle groups, dessins d'enfants and Beauville surfaces",Mathematics Subject Classification: 51—Geometry
"

The Numerical Computation of the Douady-Earle Extension and Teichmuller Mappings",Mathematics Subject Classification: 32—Several complex variables and analytic spaces
"

On Möbius Groups of Riemannian Manifolds",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

An Accessory-Parameter Determination of a Regular Boundary Point of a Teichmuller Space",Mathematics Subject Classification: 30—Functions of a complex variable
"

Movimientos holomorfos y funciones univalentes (Holomorphic motions and univalent functions)",Mathematics Subject Classification: 30—Functions of a complex variable
"

Limit Theorems in Reflected Brownian Motions and in Markov Chains Associated with Iterated Function Systems",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Nondiscrete Groups of Möbius Transformations",Mathematics Subject Classification: 32—Several complex variables and analytic spaces
"

Embedding Riemann Surfaces in Riemannian Manifolds",Mathematics Subject Classification: 57—Manifolds and cell complexes
"

Quasiperiodische Lösungen eines reversiblen Systems, die aus einem Fixpunkt abzweigen - Der differenzierbare Fall -",Mathematics Subject Classification: 34—Ordinary differential equations
"

Poincaré Theta Series and Convergence of Kleinian Groups",Mathematics Subject Classification: 32—Several complex variables and analytic spaces
"

The Limit Sets of Kleinian and Reflection Groups",Mathematics Subject Classification: 30—Functions of a complex variable
"

Reaktions-Transportgleichungen",Mathematics Subject Classification: 35—Partial differential equations
"

Sharp Interface Limit for Nonlocal Phase Field Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Models for Pair Formation with Applications to Demography and Epidemiology",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Weak and Measure-Valued Solutions of the Incompressible Euler Equations",Mathematics Subject Classification: 35—Partial differential equations
"

Onsager's Conjecture",Mathematics Subject Classification: 35—Partial differential equations
"

Elliptic Regularity versus Rank-One Convexity",Mathematics Subject Classification: 49—Calculus of variations and optimal control
"

Conservation vs. Dissipation for Weak Solutions in Fluid Dynamics",Mathematics Subject Classification: 35—Partial differential equations
"

Eine Erneuerungsgleichung mit einem Geburt-Tod-Prozeß zur Beschreibung von Parasitosen",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Ein biologisches und mathematisches Modell für die stomatäre Bewegung",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Bewertung von altersspezifischen Impfstrategien",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Population genetic models with selection, fluctuating environments and population structure",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Viscosity solutions of Hamilton-Jacobi equations of eikonal type on ramified spaces",Mathematics Subject Classification: 35—Partial differential equations
"

A stochastic model for distributed real time streaming- Evolution of the network structure",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Spread of Infectious Diseases: Impact on Demography, and the Eradication Effort in Models with Backward Bifurcation",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Asymptotisches Verhalten des Fehlers eines Differenzenverfahrens für semilineare Systeme partieller Differentialgleichungen",Mathematics Subject Classification: 65—Numerical analysis
"

Parameterschätzverfahren bei parabolischen partiellen Differentialgleichungen",Mathematics Subject Classification: 35—Partial differential equations
"

Freie Randwertprobleme für eindimensionale Transportgleichungen",Mathematics Subject Classification: 35—Partial differential equations
"

Matrices bistochastiques paires et impaires",Mathematics Subject Classification: 05—Combinatorics
"

Phénomène d'explosion et existence globale pour quelques problèmes paraboliques sous les conditions au bord dynamiques",Mathematics Subject Classification: 35—Partial differential equations
"

Phenotypic heterogeneity in bacterial populations : a mathematical study",Mathematics Subject Classification: 92—Biology and other natural sciences
"

Modeling and Analysis of Population Dynamics in Advective Environments",Mathematics Subject Classification: 35—Partial differential equations
"

Patterns of selection in subdivided populations",Mathematics Subject Classification: 92—Biology and other natural sciences
"

",Mathematics Subject Classification: 92—Biology and other natural sciences
"

The Triangle Law for Products of Large Random Matrices",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Prediction of Transient Flow in Random Porous Media by Conditional Moments",Mathematics Subject Classification: 76—Fluid mechanics
"

Marking the (1,2) Points of the Brownian Web and Applications",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

The random conductance model under degenerate conditions",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Invariance principle for diffusions in degenerate and unbounded random environment",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Topics in multiscale modeling: numerical analysis and applications",Mathematics Subject Classification: 65—Numerical analysis
"

Conformal loop ensembles and the Gaussian free field",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Matings of negatively correlated trees with applications to Schnyder woods and bipolar orientations",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Dimension and Measure of SLE on the Boundary",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Renormalization of Wick polynomials for boson fields in locally covariant AQFT",Mathematics Subject Classification: 81—Quantum Theory
"

Regularization by White Noise for Stochastic Functional Differential Equations",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

La renormalisation dans la theorie non commutative des champs",Mathematics Subject Classification: 81—Quantum Theory
"

Diovergences des mousses de spin",Mathematics Subject Classification: 81—Quantum Theory
"

Geometric Hamiltonian Formulation of Quantum Mechanics",Mathematics Subject Classification: 81—Quantum Theory
"

Extensions in Quantum Field Theory: Q-systems and Defects for Infinite Index Inclusions",Mathematics Subject Classification: 81—Quantum Theory
"

On the range of Jones index for inclusions of local nets of von Neumann algebras on the circle",Mathematics Subject Classification: 46—Functional analysis
"

A homotopy theory for diffeological spaces",Mathematics Subject Classification: 55—Algebraic topology
"

Conformal covariance and related properties of chiral QFT",Mathematics Subject Classification: 81—Quantum Theory
"

Low dimensional quantum field theory and operator algebras",Mathematics Subject Classification: 81—Quantum Theory
"

Half-Sided Modular Inclusions",Mathematics Subject Classification: 46—Functional analysis
"

Local Algebras",Mathematics Subject Classification: 81—Quantum Theory
"

Spectral Triples and an Index Pairing for Conformal Quantum Field Theory",Mathematics Subject Classification: 46—Functional analysis
"

Modular Structure of the Crossed Product by a Group Dual",Mathematics Subject Classification: 46—Functional analysis
"

Split Property and Operator Spaces",Mathematics Subject Classification: 46—Functional analysis
"

KMS States Associated with Free Fields",Mathematics Subject Classification: 46—Functional analysis
"

Tomita-Takesaki modular structure for AFD von Neumann algebras",Mathematics Subject Classification: 46—Functional analysis
"

Limite hydrodynamique pour un dynamique sur réseau de particules actives",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Gelfand-Neumark Duality for Non-commutative C*-algebras",Mathematics Subject Classification: 46—Functional analysis
"

Actions of Hopf Algebras on $C^*$--algebras and Multiplicative Unitaries",Mathematics Subject Classification: 46—Functional analysis
"

Polymères dirigés en milieu aléatoire et champs multifractaux",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Normal Ordering of Operator Products on Noncommutative Space Time and Quantum Field Theory",Mathematics Subject Classification: 47—Operator theory
"

Etude de quelques modèles de systèmes désordonnés",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Continuous Fields, C*-categories, Duality and Crossed Products by Endomorphisms (in Italian)",Mathematics Subject Classification: 81—Quantum Theory
"

Applications des grandes deviations et de la loi d'erdos-renyi pour les variables independantes ou de dependance markovienne",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Grande deviations pour une diffusion uni-dimentionnele en milieu aleatoire",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Marches aléatoires en milieux aléatoires: étude de quelques modèles multidimensionnels",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

2-C*-Categories with Non-simple Units","Mathematics Subject Classification: 18—Category theory, homological algebra"
"

Etude rigoureuse du modele de hopfield de memoire associative",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Marche aléatoire en milieu aléatoire sur un arbre",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Essential Properties of the Vacuum Representation in the Theory of Superselection Sectors",Mathematics Subject Classification: 81—Quantum Theory
"

",Mathematics Subject Classification: 81—Quantum Theory
"

Localization Theory in an Infinity Topos",Mathematics Subject Classification: 55—Algebraic topology
"

On Superselection Sectors of Massless Scalar Free Field in 1+1 Dimensions (in Italian)",Mathematics Subject Classification: 81—Quantum Theory
"

Unstable operations in the Bousfield-Kan spectral sequence for simplicial
commutative ${\mathbb F}_2$-algebras",Mathematics Subject Classification: 55—Algebraic topology
"

Operator algebras, abstract group duality and subsystems in conformal field theory",Mathematics Subject Classification: 46—Functional analysis
"

The generalized Tate construction",Mathematics Subject Classification: 55—Algebraic topology
"

Ghost number of group algebras",Mathematics Subject Classification: 20—Group theory and generalizations
"

Dynamiques de particules sur réseaux avec contraintes cinétiques",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

A Quantum Distance for Noncommutative Measure Spaces and an Application to Quantum Field Theory",Mathematics Subject Classification: 46—Functional analysis
"

On derived Calabi-Yau varieties",Mathematics Subject Classification: 55—Algebraic topology
"

Some results in Noncommutative Geometry and (Noncommutative) Topology: Semifinite spectral triples associated with some self-coverings, the 2-adic ring C$^*$-algebra of the integers, and the oriented Thompson group.",Mathematics Subject Classification: 46—Functional analysis
"

Dinamica markoviana e stime spettrali per un'interfaccia unidimensionale nell'approssimazione solid on solid",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

The Spectral Index of Brauer Classes",Mathematics Subject Classification: 14—Algebraic geometry
"

Etude du modèle d'Ising avec potentiel de Kac",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Mixing Time for Glauber Dynamics beyond Z^d",Mathematics Subject Classification: 60—Probability theory and stochastic processes
"

Stability of Universal Constructions for Persistent Homology",Mathematics Subject Classification: 55—Algebraic topology
